GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
4.  Other sectors,5025.226295546718,6.05800844054504,0.2873291640781,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
5.  Other,301.9289797866159,0.01167311896603,0.01157779316539,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
B. Fugitive emissions from fuels,241.662150427698,4.37730507303465,0.00030053334722,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,241.662150427698,4.37730507303465,0.00030053334722,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
A.  Mineral industry,1335.32278969524,,,,Summary1.As1,DENMARK,2017,Subsector,1. Energy,,
C.  Metal industry,0.171,,,,Summary1.As1,DENMARK,2017,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,172.56973792725972,0.0192534014024,0.000621732864,,Summary1.As1,DENMARK,2017,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2017,Subsector,2.  Industrial processes and product use,,0.97461
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2017,Subsector,2.  Industrial processes and product use,477.2903966658421,0.006433752
G.  Other product manufacture and use ,0.17851005,0.071662347,0.063973438145,0.00333523431269,Summary1.As1,DENMARK,2017,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2017,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),32680.505553646864,,,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
                                           Sectoral approach(2),34235.89141162285,11.61475872903581,1.26842611946682,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
1.  Energy industries,11549.07281101482,4.73530213566382,0.29132259063625,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,4097.206818191532,0.8816447579853,0.20970761418823,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
3.  Transport,13358.988378761554,0.40765955613479,0.48012556950259,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
4.  Other sectors,5015.051808178228,5.58091432928673,0.27896005810866,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
5.  Other,215.5715954767133,0.00923794996517,0.00831028703109,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
B. Fugitive emissions from fuels,232.7957555384305,3.79641983319548,0.00031920521811,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,232.7957555384305,3.79641983319548,0.00031920521811,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
A.  Mineral industry,1296.35896421186,,,,Summary1.As1,DENMARK,2018,Subsector,1. Energy,,
C.  Metal industry,0.1196,,,,Summary1.As1,DENMARK,2018,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,161.99344006193672,0.0204416423816,0.000485329776,,Summary1.As1,DENMARK,2018,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2018,Subsector,2.  Industrial processes and product use,541.8502182224232,0.006615165375
G.  Other product manufacture and use ,0.269849725,0.0728722945,0.067547797085,0.00324129475952,Summary1.As1,DENMARK,2018,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2018,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),29294.618687319475,,,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
                                           Sectoral approach(2),30776.125381292997,11.48169479944643,1.2000080443345,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
1.  Energy industries,8781.541724799497,4.93099121223237,0.26675457761886,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,3865.388562299008,0.9758341880819,0.18896466599932,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
3.  Transport,13181.16237854247,0.39688514191293,0.47236762523985,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
4.  Other sectors,4750.857387771273,5.16849057200603,0.2647153461742,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
5.  Other,197.1753278807427,0.0094936852132,0.00720582930227,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
B. Fugitive emissions from fuels,194.924368011013,3.13776972445906,0.00027416580822,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,194.924368011013,3.13776972445906,0.00027416580822,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
A.  Mineral industry,1250.58764401211,,,,Summary1.As1,DENMARK,2019,Subsector,1. Energy,,
C.  Metal industry,0.1144,,,,Summary1.As1,DENMARK,2019,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,161.1403037774343,0.0179639550684,0.000500707104,,Summary1.As1,DENMARK,2019,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,DENMARK,2019,Subsector,2.  Industrial processes and product use,,0.98787
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2019,Subsector,2.  Industrial processes and product use,393.5846724745828,0.006250515375
G.  Other product manufacture and use ,0.184214725,0.0784576815,0.063837154595,0.00316510094987,Summary1.As1,DENMARK,2019,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2019,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),26418.371771310653,,,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
                                           Sectoral approach(2),28035.034197018977,9.82970048230855,1.15043939937218,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
1.  Energy industries,7464.43133743184,3.65867923936096,0.25110060804397,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,3762.181569944904,0.96555323250582,0.19344796856086,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
3.  Transport,12074.36412859854,0.35940410606562,0.44327315821283,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
4.  Other sectors,4491.934110317038,4.83532532440347,0.25385629928192,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
5.  Other,242.1230507266515,0.01073857997268,0.0087613652726,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
B. Fugitive emissions from fuels,126.3571762627563,2.21714311945733,0.0002182237838,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,126.3571762627563,2.21714311945733,0.0002182237838,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
A.  Mineral industry,1353.085241977,,,,Summary1.As1,DENMARK,2020,Subsector,1. Energy,,
C.  Metal industry,0.0888,,,,Summary1.As1,DENMARK,2020,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,168.9647353339124,0.0192393539492,0.000469438176,,Summary1.As1,DENMARK,2020,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2020,Subsector,2.  Industrial processes and product use,392.04648921301566,0.006250515375
G.  Other product manufacture and use ,0.183600575,0.0601127235,0.066989994445,0.00203719163998,Summary1.As1,DENMARK,2020,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2020,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),27423.362207729937,,,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
                                           Sectoral approach(2),29354.220238432383,10.6806205677129,1.22129504186314,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
1.  Energy industries,8401.33291683849,4.6829884571924,0.28710314262946,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,3841.429309779685,0.80091313905578,0.21175601562397,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
3.  Transport,12348.553957023987,0.36505104820348,0.45166072601876,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
4.  Other sectors,4539.365667840701,4.82218185715926,0.26242277271719,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
5.  Other,223.5383869495232,0.00948606610198,0.00835238487376,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
B. Fugitive emissions from fuels,111.242821470372,2.183696840319,0.00018133077726,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,111.242821470372,2.183696840319,0.00018133077726,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
A.  Mineral industry,1358.80206401841,,,,Summary1.As1,DENMARK,2021,Subsector,1. Energy,,
C.  Metal industry,0.0694,,,,Summary1.As1,DENMARK,2021,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,179.81590877666437,0.0186129439474,0.000543763992,,Summary1.As1,DENMARK,2021,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,DENMARK,2021,Subsector,2.  Industrial processes and product use,356.1858332481847,0.006449083875
G.  Other product manufacture and use ,0.2158521,0.098081995,0.071039837245,0.00066244657855,Summary1.As1,DENMARK,2021,Subsector,2.  Industrial processes and product use,,
H.  Other(3),,,,,Summary1.As1,DENMARK,2021,Subsector,2.  Industrial processes and product use,,
A.  Enteric fermentation,,161.51400574463517,,,Summary1.As2,DENMARK,1990,Subsector,3.  Agriculture,,
B.  Manure management,,90.19054335949096,3.24936339458881,,Summary1.As2,DENMARK,1990,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,20.64667373993265,,Summary1.As2,DENMARK,1990,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.066584835,0.0010513395,,Summary1.As2,DENMARK,1990,Subsector,3.  Agriculture,,
G. Liming,565.5028235134978,,,,Summary1.As2,DENMARK,1990,Subsector,3.  Agriculture,,
H. Urea application,14.6666666666667,,,,Summary1.As2,DENMARK,1990,Subsector,3.  Agriculture,,
I.  Other carbon-contining fertilizers,33.2904,,,,Summary1.As2,DENMARK,1990,Subsector,3.  Agriculture,,
J.  Other ,,,,,Summary1.As2,DENMARK,1990,Subsector,3.  Agriculture,,
A. Forest land (4),-1260.7637853489944,0.18633681569,0.090596029883,,Summary1.As2,DENMARK,1990,Subsector,3.  Agriculture,,
C. Grassland (4),2144.7517150245,4.7654446316225,2.271745929e-05,,Summary1.As2,DENMARK,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D. Wetlands (4),102.77632452758743,0.071479685832,0.00075220471092,,Summary1.As2,DENMARK,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),428.46107435149554,,0.14709499688754,,Summary1.As2,DENMARK,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-2.36607441,,,,Summary1.As2,DENMARK,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,54.72290355772516,,,Summary1.As2,DENMARK,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,1.29201169368884,0.07454456,,Summary1.As2,DENMARK,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.5506033340781,0.10819472966556,0.00312154170474,,Summary1.As2,DENMARK,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),21.7835949571209,0.10890804502956,,,Summary1.As2,DENMARK,1990,Subsector,5.  Waste,,
A.  Enteric fermentation,,162.69011064515198,,,Summary1.As2,DENMARK,1991,Subsector,3.  Agriculture,,
B.  Manure management,,94.15117501723807,3.28378856661694,,Summary1.As2,DENMARK,1991,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,19.97957544638234,,Summary1.As2,DENMARK,1991,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.067280976,0.0010623312,,Summary1.As2,DENMARK,1991,Subsector,3.  Agriculture,,
G. Liming,462.5496813414528,,,,Summary1.As2,DENMARK,1991,Subsector,3.  Agriculture,,
H. Urea application,11.7333333333333,,,,Summary1.As2,DENMARK,1991,Subsector,3.  Agriculture,,
I.  Other carbon-contining fertilizers,32.3752,,,,Summary1.As2,DENMARK,1991,Subsector,3.  Agriculture,,
J.  Other ,,,,,Summary1.As2,DENMARK,1991,Subsector,3.  Agriculture,,
A. Forest land (4),-1257.0996271912045,0.187148666498,0.088964276192,,Summary1.As2,DENMARK,1991,Subsector,3.  Agriculture,,
C. Grassland (4),2127.12344929837,4.7177372232225,2.058301929e-05,,Summary1.As2,DENMARK,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D. Wetlands (4),94.44291935996657,0.089970240218,0.00075220471092,,Summary1.As2,DENMARK,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),425.4064797531806,,0.14596897799808,,Summary1.As2,DENMARK,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,123.0954597002,,,,Summary1.As2,DENMARK,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,54.48819921109078,,,Summary1.As2,DENMARK,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,1.5130909,0.08266638,,Summary1.As2,DENMARK,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.57319825796428,0.10914666609347,0.00314103996031,,Summary1.As2,DENMARK,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),22.3442473889411,0.11221574316847,,,Summary1.As2,DENMARK,1991,Subsector,5.  Waste,,
A.  Enteric fermentation,,160.6044709798182,,,Summary1.As2,DENMARK,1992,Subsector,3.  Agriculture,,
B.  Manure management,,100.15430401130808,3.38665588183794,,Summary1.As2,DENMARK,1992,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,19.32427294871089,,Summary1.As2,DENMARK,1992,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.058973967,0.0009311679,,Summary1.As2,DENMARK,1992,Subsector,3.  Agriculture,,
G. Liming,357.3966857041938,,,,Summary1.As2,DENMARK,1992,Subsector,3.  Agriculture,,
H. Urea application,12.6133333333333,,,,Summary1.As2,DENMARK,1992,Subsector,3.  Agriculture,,
I.  Other carbon-contining fertilizers,29.0004,,,,Summary1.As2,DENMARK,1992,Subsector,3.  Agriculture,,
J.  Other ,,,,,Summary1.As2,DENMARK,1992,Subsector,3.  Agriculture,,
A. Forest land (4),-1254.8139024388192,0.214990987449,0.088727494749,,Summary1.As2,DENMARK,1992,Subsector,3.  Agriculture,,
C. Grassland (4),2103.226268908415,4.6700515221225,2.043055929e-05,,Summary1.As2,DENMARK,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D. Wetlands (4),94.02922085901236,0.108460794605,0.00075220471092,,Summary1.As2,DENMARK,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),422.34520833842265,,0.14484295911062,,Summary1.As2,DENMARK,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-51.2975411143,,,,Summary1.As2,DENMARK,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,53.39155423849563,,,Summary1.As2,DENMARK,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,1.6190788,0.09077348,,Summary1.As2,DENMARK,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.58775210005398,0.10977221162699,0.00316907959585,,Summary1.As2,DENMARK,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),23.7774635674429,0.1209205858104,,,Summary1.As2,DENMARK,1992,Subsector,5.  Waste,,
A.  Enteric fermentation,,162.7798935787185,,,Summary1.As2,DENMARK,1993,Subsector,3.  Agriculture,,
B.  Manure management,,105.21331736612284,3.38135522061567,,Summary1.As2,DENMARK,1993,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,18.67012526099276,,Summary1.As2,DENMARK,1993,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.0657355635,0.00103792995,,Summary1.As2,DENMARK,1993,Subsector,3.  Agriculture,,
G. Liming,306.8000560042568,,,,Summary1.As2,DENMARK,1993,Subsector,3.  Agriculture,,
H. Urea application,13.4933333333333,,,,Summary1.As2,DENMARK,1993,Subsector,3.  Agriculture,,
I.  Other carbon-contining fertilizers,25.7209333333333,,,,Summary1.As2,DENMARK,1993,Subsector,3.  Agriculture,,
J.  Other ,,,,,Summary1.As2,DENMARK,1993,Subsector,3.  Agriculture,,
A. Forest land (4),-1253.9199978161028,0.243692134045,0.088437892456,,Summary1.As2,DENMARK,1993,Subsector,3.  Agriculture,,
C. Grassland (4),2090.0744751804164,4.6223696616625,2.062875729e-05,,Summary1.As2,DENMARK,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D. Wetlands (4),81.52754902476147,0.126951348991,0.00075220471092,,Summary1.As2,DENMARK,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),419.2839369199834,,0.14371694022216,,Summary1.As2,DENMARK,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-265.5872390527,,,,Summary1.As2,DENMARK,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,52.3091959049883,,,Summary1.As2,DENMARK,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,1.8940848,0.09888828,,Summary1.As2,DENMARK,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.61041497480222,0.11075128955545,0.00321898485589,,Summary1.As2,DENMARK,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),21.822213104783,0.108166262285,,,Summary1.As2,DENMARK,1993,Subsector,5.  Waste,,
A.  Enteric fermentation,,159.05116705516437,,,Summary1.As2,DENMARK,1994,Subsector,3.  Agriculture,,
B.  Manure management,,103.96495363518224,3.25061486691795,,Summary1.As2,DENMARK,1994,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,18.46342339292354,,Summary1.As2,DENMARK,1994,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.063255465,0.0009987705,,Summary1.As2,DENMARK,1994,Subsector,3.  Agriculture,,
G. Liming,367.0760409511378,,,,Summary1.As2,DENMARK,1994,Subsector,3.  Agriculture,,
H. Urea application,18.1866666666667,,,,Summary1.As2,DENMARK,1994,Subsector,3.  Agriculture,,
I.  Other carbon-contining fertilizers,23.3566666666667,,,,Summary1.As2,DENMARK,1994,Subsector,3.  Agriculture,,
J.  Other ,,,,,Summary1.As2,DENMARK,1994,Subsector,3.  Agriculture,,
A. Forest land (4),-1254.4178830855117,0.27339113229,0.088103160112,,Summary1.As2,DENMARK,1994,Subsector,3.  Agriculture,,
C. Grassland (4),2061.739051457125,4.5747442016625,2.352549729e-05,,Summary1.As2,DENMARK,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D. Wetlands (4),77.7792371904743,0.145441903378,0.00075220471092,,Summary1.As2,DENMARK,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),416.2226655052107,,0.1425909213347,,Summary1.As2,DENMARK,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-152.6791767853,,,,Summary1.As2,DENMARK,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,48.54309825415484,,,Summary1.As2,DENMARK,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,1.9833921899212,0.1069881,,Summary1.As2,DENMARK,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.65816094210282,0.11196332665309,0.00324466978324,,Summary1.As2,DENMARK,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),21.8202959915028,0.10861818540932,,,Summary1.As2,DENMARK,1994,Subsector,5.  Waste,,
A.  Enteric fermentation,,158.64984147818274,,,Summary1.As2,DENMARK,1995,Subsector,3.  Agriculture,,
B.  Manure management,,105.2440464386098,3.14875612301821,,Summary1.As2,DENMARK,1995,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,18.09001647586883,,Summary1.As2,DENMARK,1995,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.071500914,0.0011289618,,Summary1.As2,DENMARK,1995,Subsector,3.  Agriculture,,
G. Liming,495.98745401271583,,,,Summary1.As2,DENMARK,1995,Subsector,3.  Agriculture,,
H. Urea application,15.18,,,,Summary1.As2,DENMARK,1995,Subsector,3.  Agriculture,,
I.  Other carbon-contining fertilizers,22.4605333333333,,,,Summary1.As2,DENMARK,1995,Subsector,3.  Agriculture,,
J.  Other ,,,,,Summary1.As2,DENMARK,1995,Subsector,3.  Agriculture,,
A. Forest land (4),-1264.061478009414,0.32922027753,0.087720413667,,Summary1.As2,DENMARK,1995,Subsector,3.  Agriculture,,
C. Grassland (4),2008.126067696181,4.5270495552625,2.367795729e-05,,Summary1.As2,DENMARK,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D. Wetlands (4),73.6140986895201,0.16393245776,0.00075220471092,,Summary1.As2,DENMARK,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),399.5214856177715,,0.13655238827024,,Summary1.As2,DENMARK,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-116.1082405478,,,,Summary1.As2,DENMARK,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,44.55959180845059,,,Summary1.As2,DENMARK,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,2.07446656955851,0.100838,,Summary1.As2,DENMARK,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.73662812782312,0.11265043100921,0.00328410103753,,Summary1.As2,DENMARK,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),24.2687063807571,0.12350438766254,,,Summary1.As2,DENMARK,1995,Subsector,5.  Waste,,
A.  Enteric fermentation,,158.57465050335787,,,Summary1.As2,DENMARK,1996,Subsector,3.  Agriculture,,
B.  Manure management,,106.73238536185922,3.15924531134887,,Summary1.As2,DENMARK,1996,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,16.90688074697612,,Summary1.As2,DENMARK,1996,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.070967394,0.0011205378,,Summary1.As2,DENMARK,1996,Subsector,3.  Agriculture,,
G. Liming,393.0343118406708,,,,Summary1.As2,DENMARK,1996,Subsector,3.  Agriculture,,
H. Urea application,8.65333333333333,,,,Summary1.As2,DENMARK,1996,Subsector,3.  Agriculture,,
I.  Other carbon-contining fertilizers,13.9568,,,,Summary1.As2,DENMARK,1996,Subsector,3.  Agriculture,,
J.  Other ,,,,,Summary1.As2,DENMARK,1996,Subsector,3.  Agriculture,,
A. Forest land (4),-1273.808132036137,0.38487010349,0.087281000972,,Summary1.As2,DENMARK,1996,Subsector,3.  Agriculture,,
C. Grassland (4),2028.0073473015375,4.4793570335625,2.398287729e-05,,Summary1.As2,DENMARK,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D. Wetlands (4),87.99774685523258,0.18242301215,0.00075220471092,,Summary1.As2,DENMARK,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),382.58040092453217,,0.13051385520478,,Summary1.As2,DENMARK,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-134.7621442346,,,,Summary1.As2,DENMARK,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,42.69779039421277,,,Summary1.As2,DENMARK,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,2.47630051204,0.11777,,Summary1.As2,DENMARK,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),2.93145175712006,0.11151436961352,0.00327186266716,,Summary1.As2,DENMARK,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),24.5270526707475,0.12482467742582,,,Summary1.As2,DENMARK,1996,Subsector,5.  Waste,,
A.  Enteric fermentation,,153.17125703335918,,,Summary1.As2,DENMARK,1997,Subsector,3.  Agriculture,,
B.  Manure management,,110.13478020451048,3.21004968461845,,Summary1.As2,DENMARK,1997,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,16.94836073164052,,Summary1.As2,DENMARK,1997,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.0749038995,0.00118269315,,Summary1.As2,DENMARK,1997,Subsector,3.  Agriculture,,
G. Liming,469.5892124301398,,,,Summary1.As2,DENMARK,1997,Subsector,3.  Agriculture,,
H. Urea application,4.03333333333333,,,,Summary1.As2,DENMARK,1997,Subsector,3.  Agriculture,,
I.  Other carbon-contining fertilizers,8.3226,,,,Summary1.As2,DENMARK,1997,Subsector,3.  Agriculture,,
J.  Other ,,,,,Summary1.As2,DENMARK,1997,Subsector,3.  Agriculture,,
A. Forest land (4),-1283.658112308346,0.44056652742,0.086797419575,,Summary1.As2,DENMARK,1997,Subsector,3.  Agriculture,,
C. Grassland (4),2020.7712069226016,4.4317423917625,3.206325729e-05,,Summary1.As2,DENMARK,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D. Wetlands (4),109.25903502094506,0.20091356654,0.00075220471092,,Summary1.As2,DENMARK,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E. Settlements (4),365.7690661068596,,0.12447532214132,,Summary1.As2,DENMARK,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-26.4252900635,,,,Summary1.As2,DENMARK,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,38.80788777100216,,,Summary1.As2,DENMARK,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,2.84645763522807,0.137518,,Summary1.As2,DENMARK,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),3.08720854288127,0.11092930856437,0.00327068245047,,Summary1.As2,DENMARK,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),23.0821122194633,0.11612424653593,,,Summary1.As2,DENMARK,1997,Subsector,5.  Waste,,
A.  Enteric fermentation,,153.30759991388197,,,Summary1.As2,DENMARK,1998,Subsector,3.  Agriculture,,
B.  Manure management,,115.36701088050658,3.32830129072963,,Summary1.As2,DENMARK,1998,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,17.08802206001767,,Summary1.As2,DENMARK,1998,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,0.0888138945,0.00140232465,,Summary1.As2,DENMARK,1998,Subsector,3.  Agriculture,,
G. Liming,252.24369006693385,,,,Summary1.As2,DENMARK,1998,Subsector,3.  Agriculture,,
H. Urea application,4.25333333333333,,,,Summary1.As2,DENMARK,1998,Subsector,3.  Agriculture,,
I.  Other carbon-contining fertilizers,6.44453333333333,,,,Summary1.As2,DENMARK,1998,Subsector,3.  Agriculture,,
J.  Other ,,,,,Summary1.As2,DENMARK,1998,Subsector,3.  Agriculture,,
