GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
H. Urea application,634.310023809523,,,,,,,Summary1.As2,GERMANY,2004,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,309.776917185185,,,,,,,Summary1.As2,GERMANY,2004,Subsector,3.  Agriculture
J.  Other ,,3.73111249885636,0.12637536142451,,,,,Summary1.As2,GERMANY,2004,Subsector,3.  Agriculture
A. Forest land (4),-34493.09334924203,0.937383638,1.55999061784,,,,,Summary1.As2,GERMANY,2004,Subsector,3.  Agriculture
B. Cropland (4),15115.827146603348,3.63386185,0.819446892,,,,,Summary1.As2,GERMANY,2004,Subsector,3.  Agriculture
D. Wetlands (4),4390.276628452004,191.641380761,0.126423166,,,,,Summary1.As2,GERMANY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),4026.498497670004,0.873376751,0.661271483,,,,,Summary1.As2,GERMANY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-12213.54133690617,,,,,,,Summary1.As2,GERMANY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.336233743,,,,,Summary1.As2,GERMANY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,646.203,,,,,,Summary1.As2,GERMANY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,19.7029,0.5546529,,,,,Summary1.As2,GERMANY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.231225,0.47825038,,,,,Summary1.As2,GERMANY,2004,Subsector,5.  Waste
A.  Enteric fermentation,,1019.5708177348996,,,,,,Summary1.As2,GERMANY,2005,Subsector,3.  Agriculture
B.  Manure management,,272.90179502167865,10.36860479621232,,,,,Summary1.As2,GERMANY,2005,Subsector,3.  Agriculture
D.  Agricultural soils,,,67.71196672492928,,,,,Summary1.As2,GERMANY,2005,Subsector,3.  Agriculture
G. Liming,1428.908499857146,,,,,,,Summary1.As2,GERMANY,2005,Subsector,3.  Agriculture
H. Urea application,641.094142857143,,,,,,,Summary1.As2,GERMANY,2005,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,307.531835111111,,,,,,,Summary1.As2,GERMANY,2005,Subsector,3.  Agriculture
J.  Other ,,9.90642388828226,0.33117058073317,,,,,Summary1.As2,GERMANY,2005,Subsector,3.  Agriculture
A. Forest land (4),-33742.36088398637,0.916460448,1.54685481984,,,,,Summary1.As2,GERMANY,2005,Subsector,3.  Agriculture
B. Cropland (4),15571.778012963348,3.457528903,0.873237366,,,,,Summary1.As2,GERMANY,2005,Subsector,3.  Agriculture
D. Wetlands (4),4374.803689072671,192.721037801,0.129307447,,,,,Summary1.As2,GERMANY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),3511.621653815004,0.701708054,0.660753175,,,,,Summary1.As2,GERMANY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-15012.53698530916,,,,,,,Summary1.As2,GERMANY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.333505679,,,,,Summary1.As2,GERMANY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,584.307,,,,,,Summary1.As2,GERMANY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,19.4985,0.5488398,,,,,Summary1.As2,GERMANY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.378,0.863415,,,,,Summary1.As2,GERMANY,2005,Subsector,5.  Waste
A.  Enteric fermentation,,998.72340659177,,,,,,Summary1.As2,GERMANY,2006,Subsector,3.  Agriculture
B.  Manure management,,265.2757909516258,10.25721735547999,,,,,Summary1.As2,GERMANY,2006,Subsector,3.  Agriculture
D.  Agricultural soils,,,66.19645499454234,,,,,Summary1.As2,GERMANY,2006,Subsector,3.  Agriculture
G. Liming,1439.03508571428,,,,,,,Summary1.As2,GERMANY,2006,Subsector,3.  Agriculture
H. Urea application,630.933023809523,,,,,,,Summary1.As2,GERMANY,2006,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,285.761206567901,,,,,,,Summary1.As2,GERMANY,2006,Subsector,3.  Agriculture
J.  Other ,,13.6732620128385,0.43611629346984,,,,,Summary1.As2,GERMANY,2006,Subsector,3.  Agriculture
A. Forest land (4),-32295.283781321028,0.984191843,1.54288458742,,,,,Summary1.As2,GERMANY,2006,Subsector,3.  Agriculture
B. Cropland (4),14629.22325472668,3.599888005,0.874496284,,,,,Summary1.As2,GERMANY,2006,Subsector,3.  Agriculture
D. Wetlands (4),4091.831950745004,192.741363611,0.130721189,,,,,Summary1.As2,GERMANY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1567.946993209668,0.828202528,0.456651528,,,,,Summary1.As2,GERMANY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-16279.138687849078,,,,,,,Summary1.As2,GERMANY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.333143146,,,,,Summary1.As2,GERMANY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,518.257,,,,,,Summary1.As2,GERMANY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,19.9395,0.5524452,,,,,Summary1.As2,GERMANY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.09674226,0.11230998,,,,,Summary1.As2,GERMANY,2006,Subsector,5.  Waste
A.  Enteric fermentation,,1002.3806273819596,,,,,,Summary1.As2,GERMANY,2007,Subsector,3.  Agriculture
B.  Manure management,,264.6814833076031,10.39950304626059,,,,,Summary1.As2,GERMANY,2007,Subsector,3.  Agriculture
D.  Agricultural soils,,,67.01945764189465,,,,,Summary1.As2,GERMANY,2007,Subsector,3.  Agriculture
G. Liming,1477.4540481904771,,,,,,,Summary1.As2,GERMANY,2007,Subsector,3.  Agriculture
H. Urea application,647.560309523809,,,,,,,Summary1.As2,GERMANY,2007,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,282.912310864198,,,,,,,Summary1.As2,GERMANY,2007,Subsector,3.  Agriculture
J.  Other ,,18.3763300430777,0.55522717742176,,,,,Summary1.As2,GERMANY,2007,Subsector,3.  Agriculture
A. Forest land (4),-27947.56144507436,0.937343617,1.53227224034,,,,,Summary1.As2,GERMANY,2007,Subsector,3.  Agriculture
B. Cropland (4),14717.079650471012,3.699147334,0.877611782,,,,,Summary1.As2,GERMANY,2007,Subsector,3.  Agriculture
D. Wetlands (4),4167.991695490337,192.889596709,0.132142297,,,,,Summary1.As2,GERMANY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1146.1600468156678,0.8865779,0.456654362,,,,,Summary1.As2,GERMANY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-16447.63970141732,,,,,,,Summary1.As2,GERMANY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.332848231,,,,,Summary1.As2,GERMANY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,463.195,,,,,,Summary1.As2,GERMANY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,21.3913,0.585323,,,,,Summary1.As2,GERMANY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.09782541,0.11356743,,,,,Summary1.As2,GERMANY,2007,Subsector,5.  Waste
A.  Enteric fermentation,,1011.4525436896788,,,,,,Summary1.As2,GERMANY,2008,Subsector,3.  Agriculture
B.  Manure management,,262.1048099916525,10.40642807452068,,,,,Summary1.As2,GERMANY,2008,Subsector,3.  Agriculture
D.  Agricultural soils,,,67.0065661226156,,,,,Summary1.As2,GERMANY,2008,Subsector,3.  Agriculture
G. Liming,1545.1370670476213,,,,,,,Summary1.As2,GERMANY,2008,Subsector,3.  Agriculture
H. Urea application,694.628785714285,,,,,,,Summary1.As2,GERMANY,2008,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,260.727446765432,,,,,,,Summary1.As2,GERMANY,2008,Subsector,3.  Agriculture
J.  Other ,,21.0784762606232,0.60066181905185,,,,,Summary1.As2,GERMANY,2008,Subsector,3.  Agriculture
A. Forest land (4),-49065.23126156671,1.002390834,1.52739407503,,,,,Summary1.As2,GERMANY,2008,Subsector,3.  Agriculture
B. Cropland (4),14611.831654475014,3.724334043,0.882455859,,,,,Summary1.As2,GERMANY,2008,Subsector,3.  Agriculture
D. Wetlands (4),4007.58839920267,193.184019342,0.133603967,,,,,Summary1.As2,GERMANY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),772.6198067096678,0.898544622,0.457070354,,,,,Summary1.As2,GERMANY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-5674.594378253085,,,,,,,Summary1.As2,GERMANY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.332504163,,,,,Summary1.As2,GERMANY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,414.772,,,,,,Summary1.As2,GERMANY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,21.09996,0.5748187,,,,,Summary1.As2,GERMANY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.10329858,0.11992134,,,,,Summary1.As2,GERMANY,2008,Subsector,5.  Waste
A.  Enteric fermentation,,1012.5798884948042,,,,,,Summary1.As2,GERMANY,2009,Subsector,3.  Agriculture
B.  Manure management,,261.0340573252974,10.45107833359947,,,,,Summary1.As2,GERMANY,2009,Subsector,3.  Agriculture
D.  Agricultural soils,,,67.69194564328323,,,,,Summary1.As2,GERMANY,2009,Subsector,3.  Agriculture
G. Liming,1521.9677555238086,,,,,,,Summary1.As2,GERMANY,2009,Subsector,3.  Agriculture
H. Urea application,676.755357142856,,,,,,,Summary1.As2,GERMANY,2009,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,267.268512296296,,,,,,,Summary1.As2,GERMANY,2009,Subsector,3.  Agriculture
J.  Other ,,26.5920012703013,0.71146115494312,,,,,Summary1.As2,GERMANY,2009,Subsector,3.  Agriculture
A. Forest land (4),-55819.84645608439,1.053733183,1.89903501366,,,,,Summary1.As2,GERMANY,2009,Subsector,3.  Agriculture
B. Cropland (4),14606.174580664348,3.665654208,0.888431253,,,,,Summary1.As2,GERMANY,2009,Subsector,3.  Agriculture
D. Wetlands (4),4000.686484923337,193.595168418,0.134991563,,,,,Summary1.As2,GERMANY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),317.86951281800015,0.86450596,0.457573025,,,,,Summary1.As2,GERMANY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-6420.17539809895,,,,,,,Summary1.As2,GERMANY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.332098651,,,,,Summary1.As2,GERMANY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,365.441,,,,,,Summary1.As2,GERMANY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,21.74298,0.5807248,,,,,Summary1.As2,GERMANY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.10551447,0.12249381,,,,,Summary1.As2,GERMANY,2009,Subsector,5.  Waste
A.  Enteric fermentation,,1007.2663963086044,,,,,,Summary1.As2,GERMANY,2010,Subsector,3.  Agriculture
B.  Manure management,,249.74043165556975,10.22018871345121,,,,,Summary1.As2,GERMANY,2010,Subsector,3.  Agriculture
D.  Agricultural soils,,,67.15206341074784,,,,,Summary1.As2,GERMANY,2010,Subsector,3.  Agriculture
G. Liming,1549.000841142854,,,,,,,Summary1.As2,GERMANY,2010,Subsector,3.  Agriculture
H. Urea application,710.753476190474,,,,,,,Summary1.As2,GERMANY,2010,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,257.23667254321,,,,,,,Summary1.As2,GERMANY,2010,Subsector,3.  Agriculture
J.  Other ,,32.8921374400667,0.8214153043854,,,,,Summary1.As2,GERMANY,2010,Subsector,3.  Agriculture
A. Forest land (4),-47601.16907801571,1.005636012,1.81514728536,,,,,Summary1.As2,GERMANY,2010,Subsector,3.  Agriculture
B. Cropland (4),14743.629065682013,3.56076356,0.896199939,,,,,Summary1.As2,GERMANY,2010,Subsector,3.  Agriculture
D. Wetlands (4),3807.749459565337,194.126238817,0.13639468,,,,,Summary1.As2,GERMANY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-229.0147698666672,0.780187844,0.457862672,,,,,Summary1.As2,GERMANY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-5099.545833937331,,,,,,,Summary1.As2,GERMANY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.33166232,,,,,Summary1.As2,GERMANY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,321.971,,,,,,Summary1.As2,GERMANY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,21.61936,0.5755819,,,,,Summary1.As2,GERMANY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.10841418,0.12586014,,,,,Summary1.As2,GERMANY,2010,Subsector,5.  Waste
A.  Enteric fermentation,,993.6591762391084,,,,,,Summary1.As2,GERMANY,2011,Subsector,3.  Agriculture
B.  Manure management,,248.59509493767197,10.07707706467039,,,,,Summary1.As2,GERMANY,2011,Subsector,3.  Agriculture
D.  Agricultural soils,,,68.12866476264283,,,,,Summary1.As2,GERMANY,2011,Subsector,3.  Agriculture
G. Liming,1593.2639129523782,,,,,,,Summary1.As2,GERMANY,2011,Subsector,3.  Agriculture
H. Urea application,654.028833333333,,,,,,,Summary1.As2,GERMANY,2011,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,264.102906765432,,,,,,,Summary1.As2,GERMANY,2011,Subsector,3.  Agriculture
J.  Other ,,40.3057439882562,0.93149242525703,,,,,Summary1.As2,GERMANY,2011,Subsector,3.  Agriculture
A. Forest land (4),-51493.879248214376,0.938925569,1.74925382736,,,,,Summary1.As2,GERMANY,2011,Subsector,3.  Agriculture
B. Cropland (4),14688.49779821968,3.716936774,0.940945969,,,,,Summary1.As2,GERMANY,2011,Subsector,3.  Agriculture
D. Wetlands (4),3706.42956844967,194.141374888,0.136835894,,,,,Summary1.As2,GERMANY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-803.7807906223342,0.827400881,0.463910974,,,,,Summary1.As2,GERMANY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-4973.9242932004,,,,,,,Summary1.As2,GERMANY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.340098568,,,,,Summary1.As2,GERMANY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,288.126,,,,,,Summary1.As2,GERMANY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,24.40018,0.6251523,,,,,Summary1.As2,GERMANY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.11677401,0.13556523,,,,,Summary1.As2,GERMANY,2011,Subsector,5.  Waste
A.  Enteric fermentation,,993.92300464617,,,,,,Summary1.As2,GERMANY,2012,Subsector,3.  Agriculture
B.  Manure management,,254.01460664309377,10.00686994336249,,,,,Summary1.As2,GERMANY,2012,Subsector,3.  Agriculture
D.  Agricultural soils,,,69.53844082151446,,,,,Summary1.As2,GERMANY,2012,Subsector,3.  Agriculture
G. Liming,1692.0846129523836,,,,,,,Summary1.As2,GERMANY,2012,Subsector,3.  Agriculture
H. Urea application,689.905857142857,,,,,,,Summary1.As2,GERMANY,2012,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,253.914204839506,,,,,,,Summary1.As2,GERMANY,2012,Subsector,3.  Agriculture
J.  Other ,,42.3489428535513,0.7884712319856,,,,,Summary1.As2,GERMANY,2012,Subsector,3.  Agriculture
A. Forest land (4),-59750.311298040055,0.953346353,1.70779793536,,,,,Summary1.As2,GERMANY,2012,Subsector,3.  Agriculture
B. Cropland (4),15115.27668087068,3.819641851,0.988817514,,,,,Summary1.As2,GERMANY,2012,Subsector,3.  Agriculture
D. Wetlands (4),3753.3519723663367,194.193269103,0.137192389,,,,,Summary1.As2,GERMANY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-1218.241247175334,0.856416324,0.463676476,,,,,Summary1.As2,GERMANY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-3987.234241487106,,,,,,,Summary1.As2,GERMANY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.348565339,,,,,Summary1.As2,GERMANY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,258.33,,,,,,Summary1.As2,GERMANY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,25.50436,0.6453652,,,,,Summary1.As2,GERMANY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.11131911,0.12923253,,,,,Summary1.As2,GERMANY,2012,Subsector,5.  Waste
A.  Enteric fermentation,,1006.4644412230645,,,,,,Summary1.As2,GERMANY,2013,Subsector,3.  Agriculture
B.  Manure management,,254.32146188232915,9.99356026369477,,,,,Summary1.As2,GERMANY,2013,Subsector,3.  Agriculture
D.  Agricultural soils,,,69.8375072662644,,,,,Summary1.As2,GERMANY,2013,Subsector,3.  Agriculture
G. Liming,1824.530150666667,,,,,,,Summary1.As2,GERMANY,2013,Subsector,3.  Agriculture
H. Urea application,672.550476190475,,,,,,,Summary1.As2,GERMANY,2013,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,240.287845382716,,,,,,,Summary1.As2,GERMANY,2013,Subsector,3.  Agriculture
J.  Other ,,50.7449480459396,0.89257898545008,,,,,Summary1.As2,GERMANY,2013,Subsector,3.  Agriculture
A. Forest land (4),-64402.77975256773,0.939581963,1.63593188936,,,,,Summary1.As2,GERMANY,2013,Subsector,3.  Agriculture
B. Cropland (4),15223.06577086168,3.845173723,1.038908048,,,,,Summary1.As2,GERMANY,2013,Subsector,3.  Agriculture
D. Wetlands (4),3737.17783394267,194.301550807,0.137607081,,,,,Summary1.As2,GERMANY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-952.2977598566677,0.884663741,0.464244676,,,,,Summary1.As2,GERMANY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-2711.902518499943,,,,,,,Summary1.As2,GERMANY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.356946113,,,,,Summary1.As2,GERMANY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,231.116,,,,,,Summary1.As2,GERMANY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,25.29296,0.6443792,,,,,Summary1.As2,GERMANY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.10874826,0.12624798,,,,,Summary1.As2,GERMANY,2013,Subsector,5.  Waste
A.  Enteric fermentation,,1015.0062912097334,,,,,,Summary1.As2,GERMANY,2014,Subsector,3.  Agriculture
B.  Manure management,,259.10918343317365,10.01931552135001,,,,,Summary1.As2,GERMANY,2014,Subsector,3.  Agriculture
D.  Agricultural soils,,,72.31217529818446,,,,,Summary1.As2,GERMANY,2014,Subsector,3.  Agriculture
G. Liming,1917.256006285712,,,,,,,Summary1.As2,GERMANY,2014,Subsector,3.  Agriculture
H. Urea application,749.705,,,,,,,Summary1.As2,GERMANY,2014,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,236.222739160494,,,,,,,Summary1.As2,GERMANY,2014,Subsector,3.  Agriculture
J.  Other ,,52.7393783064352,0.88586243230758,,,,,Summary1.As2,GERMANY,2014,Subsector,3.  Agriculture
A. Forest land (4),-56121.51242171472,0.923717538,1.65041005736,,,,,Summary1.As2,GERMANY,2014,Subsector,3.  Agriculture
B. Cropland (4),15081.874737310349,3.800490486,1.091861218,,,,,Summary1.As2,GERMANY,2014,Subsector,3.  Agriculture
D. Wetlands (4),3694.51356508667,194.443116523,0.137960104,,,,,Summary1.As2,GERMANY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-593.8441324090002,0.905696606,0.464834811,,,,,Summary1.As2,GERMANY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-3288.807126736566,,,,,,,Summary1.As2,GERMANY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.365259344,,,,,Summary1.As2,GERMANY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,207.022,,,,,,Summary1.As2,GERMANY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,27.58938,0.6735241,,,,,Summary1.As2,GERMANY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.10981053,0.12748119,,,,,Summary1.As2,GERMANY,2014,Subsector,5.  Waste
A.  Enteric fermentation,,1014.3532384365932,,,,,,Summary1.As2,GERMANY,2015,Subsector,3.  Agriculture
B.  Manure management,,259.2193072380155,9.93511303885397,,,,,Summary1.As2,GERMANY,2015,Subsector,3.  Agriculture
D.  Agricultural soils,,,71.61271574532374,,,,,Summary1.As2,GERMANY,2015,Subsector,3.  Agriculture
G. Liming,1905.7889651428616,,,,,,,Summary1.As2,GERMANY,2015,Subsector,3.  Agriculture
H. Urea application,791.495047619048,,,,,,,Summary1.As2,GERMANY,2015,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,230.672604691358,,,,,,,Summary1.As2,GERMANY,2015,Subsector,3.  Agriculture
J.  Other ,,54.6397919085401,0.90245430486977,,,,,Summary1.As2,GERMANY,2015,Subsector,3.  Agriculture
A. Forest land (4),-58639.37171988505,1.019676721,1.62840251336,,,,,Summary1.As2,GERMANY,2015,Subsector,3.  Agriculture
B. Cropland (4),15242.923717468348,3.696443036,1.146774185,,,,,Summary1.As2,GERMANY,2015,Subsector,3.  Agriculture
D. Wetlands (4),3853.0262905603367,194.603837875,0.138217913,,,,,Summary1.As2,GERMANY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-462.0689208446671,0.929067289,0.464901189,,,,,Summary1.As2,GERMANY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-2229.462801108593,,,,,,,Summary1.As2,GERMANY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.373554085,,,,,Summary1.As2,GERMANY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,185.423,,,,,,Summary1.As2,GERMANY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,27.61038,0.6782765,,,,,Summary1.As2,GERMANY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.10695258,0.12416334,,,,,Summary1.As2,GERMANY,2015,Subsector,5.  Waste
A.  Enteric fermentation,,1004.1494222494092,,,,,,Summary1.As2,GERMANY,2016,Subsector,3.  Agriculture
B.  Manure management,,260.6932182230056,9.83145609209126,,,,,Summary1.As2,GERMANY,2016,Subsector,3.  Agriculture
D.  Agricultural soils,,,71.11860756277137,,,,,Summary1.As2,GERMANY,2016,Subsector,3.  Agriculture
G. Liming,1881.7710979047572,,,,,,,Summary1.As2,GERMANY,2016,Subsector,3.  Agriculture
H. Urea application,815.142166666666,,,,,,,Summary1.As2,GERMANY,2016,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,225.715710271605,,,,,,,Summary1.As2,GERMANY,2016,Subsector,3.  Agriculture
J.  Other ,,54.2866739400109,0.89098954716714,,,,,Summary1.As2,GERMANY,2016,Subsector,3.  Agriculture
A. Forest land (4),-60638.78992362039,0.968685562,1.61497079436,,,,,Summary1.As2,GERMANY,2016,Subsector,3.  Agriculture
B. Cropland (4),15609.209176876348,3.799312095,1.163475107,,,,,Summary1.As2,GERMANY,2016,Subsector,3.  Agriculture
D. Wetlands (4),4049.71566312867,194.629033067,0.139287489,,,,,Summary1.As2,GERMANY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-370.6944615330003,0.975433697,0.359108535,,,,,Summary1.As2,GERMANY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-2302.9229701250315,,,,,,,Summary1.As2,GERMANY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.379489516,,,,,Summary1.As2,GERMANY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,166.328,,,,,,Summary1.As2,GERMANY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,28.3423,0.6933308,,,,,Summary1.As2,GERMANY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.10304019,0.11962137,,,,,Summary1.As2,GERMANY,2016,Subsector,5.  Waste
