GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
G. Harvested wood products ,-2047.6608981872932,,,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,115.50193628620364,,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,3.30150143697302,0.130362277224,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),90.27769052126337,2.864720006e-05,0.0086667010022,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,32.39822995685858,0.70133504694825,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,118.43554709455348,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,3.  Agriculture,,
B.  Manure management,,20.51793901348567,1.73931129154775,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,9.90123716533266,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,3.  Agriculture,,
G. Liming,67.1679624,,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,3.  Agriculture,,
H. Urea application,147.87630106280193,,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,3.  Agriculture,,
A. Forest land (4),-6816.267951764329,2.05020820702712,0.11341577315469,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,3.  Agriculture,,
B. Cropland (4),91.4590289189121,,0.01530687899892,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,3.  Agriculture,,
C. Grassland (4),-341.97303817775844,,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,3.  Agriculture,,
D. Wetlands (4),22.12668284220961,,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1042.1164668378665,,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,119.52392493665666,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,4.23000093618243,0.08541036631512,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),77.55064657042021,2.546521377e-05,0.0077550059359,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,32.3883388656082,0.69638908078221,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,118.19399062590482,,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,3.  Agriculture,,
B.  Manure management,,18.39858401412178,1.60092285394031,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.08562622041871,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,3.  Agriculture,,
G. Liming,64.5325758,,,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,3.  Agriculture,,
H. Urea application,160.86379445410628,,,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,3.  Agriculture,,
A. Forest land (4),-5636.310124038029,2.17093662358299,0.12009436641097,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,3.  Agriculture,,
B. Cropland (4),104.54130797149914,,0.01549494620918,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,3.  Agriculture,,
C. Grassland (4),-354.1963689747648,,,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,3.  Agriculture,,
D. Wetlands (4),41.14870057573557,,,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1620.4617865344562,,,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,123.88891252002614,,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,6.66867591715283,0.12057087397176,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),109.04283530071412,0.25589385319555,0.01520790368518,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,33.17885392981415,0.69975751682571,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,117.09842894594372,,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,3.  Agriculture,,
B.  Manure management,,16.01280127899585,1.50206318353405,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,12.20743519110196,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,3.  Agriculture,,
G. Liming,84.0126672,,,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,3.  Agriculture,,
H. Urea application,206.60104687922703,,,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,3.  Agriculture,,
A. Forest land (4),-6737.96150616403,0.9874172796811,0.05462308355683,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,3.  Agriculture,,
B. Cropland (4),171.79141337270812,,0.01583848514442,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,3.  Agriculture,,
C. Grassland (4),-271.04260671240974,,,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,3.  Agriculture,,
D. Wetlands (4),43.78138413520308,,,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,3.  Agriculture,,
G. Harvested wood products ,-966.83368546053,,,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,125.1365303842855,,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,9.03352952553079,0.08927326446312,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),94.68317869595468,0.22756129691617,0.0137627438667,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,32.34672698303992,0.68348761079029,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,118.3591931418296,,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,3.  Agriculture,,
B.  Manure management,,13.83895738766409,1.45455335724233,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.91897824897595,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,3.  Agriculture,,
G. Liming,121.35344759999998,,,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,3.  Agriculture,,
H. Urea application,206.01739878260872,,,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,3.  Agriculture,,
A. Forest land (4),-7047.300682214575,1.09345944043432,0.06048924564105,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,3.  Agriculture,,
B. Cropland (4),85.5498122621443,,0.01616243792416,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,3.  Agriculture,,
C. Grassland (4),-297.2836379704865,,,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,3.  Agriculture,,
D. Wetlands (4),27.76734366823123,,,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,3.  Agriculture,,
G. Harvested wood products ,-686.7518712632129,,,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,126.90487942578686,,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,14.24585003293422,0.09162836405088,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),93.95285184565446,0.22370672138947,0.0135770804732,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,31.84881443242317,0.65447122795882,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,118.35620527140684,,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,3.  Agriculture,,
B.  Manure management,,12.54977891828526,1.44733435059151,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.68141548309605,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,3.  Agriculture,,
G. Liming,142.2736392,,,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,3.  Agriculture,,
H. Urea application,197.8011059710145,,,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,3.  Agriculture,,
A. Forest land (4),-7013.066486682248,0.94478722864223,0.05226482541425,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,3.  Agriculture,,
B. Cropland (4),89.17687371967357,,0.01598511839457,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,3.  Agriculture,,
C. Grassland (4),-323.5333608651528,,,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,3.  Agriculture,,
D. Wetlands (4),36.92194740063654,,,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,3.  Agriculture,,
G. Harvested wood products ,-118.1599401611793,,,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,128.61938604476788,,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,22.83572043632132,0.10797041728488,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),94.3422151439214,0.13012048266057,0.01158543868113,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,31.66018382727793,0.65915731296142,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,120.05826686149052,,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,3.  Agriculture,,
B.  Manure management,,12.33156249866958,1.39267970046032,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,12.06055001124232,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,3.  Agriculture,,
G. Liming,157.802106,,,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,3.  Agriculture,,
H. Urea application,130.11550890821258,,,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,3.  Agriculture,,
A. Forest land (4),-6960.357088541112,1.11392552762965,0.06162141216675,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,3.  Agriculture,,
B. Cropland (4),85.00035173908311,,0.01583646453458,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,3.  Agriculture,,
C. Grassland (4),-370.4512272621337,,,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,3.  Agriculture,,
D. Wetlands (4),30.50683592467624,,,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,3.  Agriculture,,
G. Harvested wood products ,-82.67240727636214,,,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,126.4668299840546,,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,24.54900376796177,0.1248629,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),97.17247239507977,0.21599600191869,0.0133609329706,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,31.52332019265647,0.65875650481045,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,124.72232438371736,,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,3.  Agriculture,,
B.  Manure management,,12.63514537686657,1.42311481606389,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,13.21742108546068,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,3.  Agriculture,,
G. Liming,171.20347859999998,,,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,3.  Agriculture,,
H. Urea application,267.5415125990338,,,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,3.  Agriculture,,
A. Forest land (4),-6376.817471288323,1.20385888011331,0.06659644868712,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,3.  Agriculture,,
B. Cropland (4),78.48974926180541,,0.01569413516401,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,3.  Agriculture,,
C. Grassland (4),-426.2187481634064,,,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,3.  Agriculture,,
D. Wetlands (4),27.35758809001052,,,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,3.  Agriculture,,
G. Harvested wood products ,-477.68339807807314,,,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,127.9303700513146,,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,25.35946596585465,0.14961490944512,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),96.93827635467171,0.212140242415,0.0131473926848,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,32.08149996268197,0.66291665960732,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,125.13786110611407,,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,3.  Agriculture,,
B.  Manure management,,13.37769568036287,1.45817341424351,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,13.87090490220663,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,3.  Agriculture,,
G. Liming,175.04302199999998,,,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,3.  Agriculture,,
H. Urea application,289.53487540096626,,,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,3.  Agriculture,,
A. Forest land (4),-5211.300305511553,0.45111183527094,0.02495512280222,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,3.  Agriculture,,
B. Cropland (4),82.67547125812494,,0.01506235013112,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,3.  Agriculture,,
C. Grassland (4),-425.3655035745688,,,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,3.  Agriculture,,
D. Wetlands (4),29.05524143683703,,,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,3.  Agriculture,,
G. Harvested wood products ,-804.47931912967,,,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,127.63424287250528,,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,25.9101891430004,0.21343276072584,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),100.9609706274388,0.33468484923548,0.01610749001355,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,32.14998542654866,0.65901902278929,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,125.96411767388206,,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,3.  Agriculture,,
B.  Manure management,,13.13912038581971,1.43199535635384,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,13.30674319682759,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,3.  Agriculture,,
G. Liming,165.60852,,,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,3.  Agriculture,,
H. Urea application,225.1717049468599,,,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,3.  Agriculture,,
A. Forest land (4),-3383.281408764079,0.52329573042035,0.02894827444879,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,3.  Agriculture,,
B. Cropland (4),68.77696900187665,,0.01387836503889,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,3.  Agriculture,,
C. Grassland (4),-439.8489921057774,,,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,3.  Agriculture,,
D. Wetlands (4),23.76452278667649,,,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1046.0887315799214,,,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,127.91521530421532,,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,26.2586535934714,0.21562399674768,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),108.68555339754128,0.20443431192868,0.0139066411709,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,32.6071975656551,0.65825344560054,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,129.31591748027077,,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,3.  Agriculture,,
B.  Manure management,,13.97214660066426,1.4964232258518,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,12.19748060944529,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,3.  Agriculture,,
G. Liming,163.371516,,,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,3.  Agriculture,,
H. Urea application,185.46771998067632,,,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,3.  Agriculture,,
A. Forest land (4),2632.1404528812477,0.88791661564231,0.04911879150362,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,3.  Agriculture,,
B. Cropland (4),38.65137427553109,,0.00756849153144,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,3.  Agriculture,,
C. Grassland (4),-456.5316409945559,,,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,3.  Agriculture,,
D. Wetlands (4),23.65379457634554,,,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1428.1255710603573,,,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,129.0387430039111,,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,26.2147589070941,0.220488965808,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),109.9916924180288,0.13942558738656,0.01269059940799,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,33.30972373928763,0.66054742789554,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,129.29108465141255,,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,3.  Agriculture,,
B.  Manure management,,13.61197841562667,1.4784503138574,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,12.06954796313528,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,3.  Agriculture,,
G. Liming,192.79855283333333,,,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,3.  Agriculture,,
H. Urea application,149.13406786666667,,,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,3.  Agriculture,,
A. Forest land (4),9799.977727923317,1.11857263990416,0.06187848646279,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,3.  Agriculture,,
B. Cropland (4),41.41509144246753,,0.00774478314236,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,3.  Agriculture,,
C. Grassland (4),-476.79731498031066,,,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,3.  Agriculture,,
D. Wetlands (4),25.30488047898428,,,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1825.9062069339732,,,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,130.47593808791953,,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,25.75452151693241,0.24640386715224,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),108.64570259283704,0.19672766605699,0.0137860424139,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,33.42730836158807,0.66321375340393,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,129.68248865297613,,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,3.  Agriculture,,
B.  Manure management,,13.78726166584579,1.47741032846261,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.27672084727464,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,3.  Agriculture,,
G. Liming,164.87086,,,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,3.  Agriculture,,
H. Urea application,155.96630573333334,,,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,3.  Agriculture,,
A. Forest land (4),14188.55279202227,1.1944008267107,0.06607323722229,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,3.  Agriculture,,
B. Cropland (4),47.33830752686259,,0.00775571332903,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,3.  Agriculture,,
C. Grassland (4),-477.2554977423117,,,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,3.  Agriculture,,
D. Wetlands (4),36.34868201474022,,,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2792.1569939423543,,,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,131.7501058750531,,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,26.45282367025684,0.24959750316048,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),104.4024125630126,0.19287298970836,0.0134525198142,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,31.7954331653551,0.66513023313884,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,129.58695115814072,,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,3.  Agriculture,,
B.  Manure management,,13.78937472023172,1.47978995656633,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.75832544158471,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,3.  Agriculture,,
G. Liming,146.29024666666666,,,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,3.  Agriculture,,
H. Urea application,175.6149384,,,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,3.  Agriculture,,
A. Forest land (4),10984.040401942217,0.31183468076045,0.01725042914845,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,3.  Agriculture,,
B. Cropland (4),45.64739968484726,,0.00804209739911,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,3.  Agriculture,,
C. Grassland (4),-496.8672421464457,,,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,3.  Agriculture,,
D. Wetlands (4),26.69414410166158,,,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2456.7358768568693,,,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,133.03271058105787,,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,26.343670432732,0.24973928596392,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),96.718823332476,0.18914745336099,0.0174762095884,,Summary1.As2,CZECH REPUBLIC,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,
