GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent)
A.  Solid waste disposal (5),,31.72808178356903,,,,Summary1.As2,CROATIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.0345674,0.002074044,,,Summary1.As2,CROATIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.7425528,0.320985207,0.007442351,,,Summary1.As2,CROATIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,21.79512438407733,0.27864516589173,,,Summary1.As2,CROATIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,50.03165874482428,,,,Summary1.As2,CROATIA,2007,Subsector,3.  Agriculture,
B.  Manure management,,20.24530763578211,0.58672177381623,,,Summary1.As2,CROATIA,2007,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.28725212870429,,,Summary1.As2,CROATIA,2007,Subsector,3.  Agriculture,
G. Liming,16.60339954944,,,,,Summary1.As2,CROATIA,2007,Subsector,3.  Agriculture,
H. Urea application,72.721,,,,,Summary1.As2,CROATIA,2007,Subsector,3.  Agriculture,
A. Forest land (4),-7294.1975484519635,1.18363014,0.07303382536882,,,Summary1.As2,CROATIA,2007,Subsector,3.  Agriculture,
B. Cropland (4),368.8188149503823,,0.04323897701628,,,Summary1.As2,CROATIA,2007,Subsector,3.  Agriculture,
C. Grassland (4),-101.0815535806511,0.0869446,0.00793842,,,Summary1.As2,CROATIA,2007,Subsector,3.  Agriculture,
D. Wetlands (4),17.54431923141724,,0.00885469183455,,,Summary1.As2,CROATIA,2007,Subsector,3.  Agriculture,
G. Harvested wood products ,-309.3493360265387,,,,,Summary1.As2,CROATIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,34.41669526439921,,,,Summary1.As2,CROATIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.065965855,0.0039579513,,,Summary1.As2,CROATIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.6505488,0.33277956,0.007708028,,,Summary1.As2,CROATIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,22.00720725873877,0.28221844062654,,,Summary1.As2,CROATIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,48.13286887686652,,,,Summary1.As2,CROATIA,2008,Subsector,3.  Agriculture,
B.  Manure management,,18.68038518414149,0.5413999480218,,,Summary1.As2,CROATIA,2008,Subsector,3.  Agriculture,
D.  Agricultural soils,,,5.30234071553237,,,Summary1.As2,CROATIA,2008,Subsector,3.  Agriculture,
G. Liming,20.77734170688,,,,,Summary1.As2,CROATIA,2008,Subsector,3.  Agriculture,
H. Urea application,75.82520000000001,,,,,Summary1.As2,CROATIA,2008,Subsector,3.  Agriculture,
A. Forest land (4),-7476.694342731807,0.345615534,0.02760712743566,,,Summary1.As2,CROATIA,2008,Subsector,3.  Agriculture,
B. Cropland (4),389.406241268399,,0.05165944268671,,,Summary1.As2,CROATIA,2008,Subsector,3.  Agriculture,
C. Grassland (4),-131.7753291778978,0.0375825106,0.00343144662,,,Summary1.As2,CROATIA,2008,Subsector,3.  Agriculture,
D. Wetlands (4),14.52736444803392,,0.00723846605774,,,Summary1.As2,CROATIA,2008,Subsector,3.  Agriculture,
G. Harvested wood products ,-325.33739835282734,,,,,Summary1.As2,CROATIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,37.64557686599668,,,,Summary1.As2,CROATIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.13223342,0.0079340052,,,Summary1.As2,CROATIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.6662403,0.340656324,0.0078928782,,,Summary1.As2,CROATIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,21.74033142262159,0.2859224651613,,,Summary1.As2,CROATIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,47.62809381243069,,,,Summary1.As2,CROATIA,2009,Subsector,3.  Agriculture,
B.  Manure management,,20.11325750464379,0.55403225736606,,,Summary1.As2,CROATIA,2009,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.57301680757261,,,Summary1.As2,CROATIA,2009,Subsector,3.  Agriculture,
G. Liming,11.92240465152,,,,,Summary1.As2,CROATIA,2009,Subsector,3.  Agriculture,
H. Urea application,65.04006666666668,,,,,Summary1.As2,CROATIA,2009,Subsector,3.  Agriculture,
A. Forest land (4),-7853.479142395099,0.1949607,0.02158911439722,,,Summary1.As2,CROATIA,2009,Subsector,3.  Agriculture,
B. Cropland (4),429.5554574040564,,0.06007990835713,,,Summary1.As2,CROATIA,2009,Subsector,3.  Agriculture,
C. Grassland (4),-129.25932195260182,0.0088642,0.00080934,,,Summary1.As2,CROATIA,2009,Subsector,3.  Agriculture,
D. Wetlands (4),11.51040966465068,,0.00562224028092,,,Summary1.As2,CROATIA,2009,Subsector,3.  Agriculture,
G. Harvested wood products ,-178.97015907988782,,,,,Summary1.As2,CROATIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,40.88548108980629,,,,Summary1.As2,CROATIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.182143555,0.0107828133,,,Summary1.As2,CROATIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.1629496,0.339643188,0.00783792,,,Summary1.As2,CROATIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,20.38720226979972,0.29098076907031,,,Summary1.As2,CROATIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,46.56284587034722,,,,Summary1.As2,CROATIA,2010,Subsector,3.  Agriculture,
B.  Manure management,,20.72849299778128,0.533730459036,,,Summary1.As2,CROATIA,2010,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.85437839546338,,,Summary1.As2,CROATIA,2010,Subsector,3.  Agriculture,
G. Liming,21.4590212892,,,,,Summary1.As2,CROATIA,2010,Subsector,3.  Agriculture,
H. Urea application,66.57826266666667,,,,,Summary1.As2,CROATIA,2010,Subsector,3.  Agriculture,
A. Forest land (4),-7711.870716619986,0.0656696502,0.01707465592212,,,Summary1.As2,CROATIA,2010,Subsector,3.  Agriculture,
B. Cropland (4),439.8124750843068,,0.06850037402755,,,Summary1.As2,CROATIA,2010,Subsector,3.  Agriculture,
C. Grassland (4),-149.39521124579258,0.0047360289,0.00043242003,,,Summary1.As2,CROATIA,2010,Subsector,3.  Agriculture,
D. Wetlands (4),8.49345488126748,,0.00400601450411,,,Summary1.As2,CROATIA,2010,Subsector,3.  Agriculture,
G. Harvested wood products ,-249.1559145792683,,,,,Summary1.As2,CROATIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,41.86645454287107,,,,Summary1.As2,CROATIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.14884727,0.0085366362,,,Summary1.As2,CROATIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.047872,0.344558281,0.007951345,,,Summary1.As2,CROATIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,21.37611515489479,0.27824921316027,,,Summary1.As2,CROATIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,45.63310019699235,,,,Summary1.As2,CROATIA,2011,Subsector,3.  Agriculture,
B.  Manure management,,20.00898308054517,0.49932397104666,,,Summary1.As2,CROATIA,2011,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.15656240195575,,,Summary1.As2,CROATIA,2011,Subsector,3.  Agriculture,
G. Liming,21.3230884944,,,,,Summary1.As2,CROATIA,2011,Subsector,3.  Agriculture,
H. Urea application,83.85522566666667,,,,,Summary1.As2,CROATIA,2011,Subsector,3.  Agriculture,
A. Forest land (4),-6518.129927557026,0.607844655,0.05020767186209,,,Summary1.As2,CROATIA,2011,Subsector,3.  Agriculture,
B. Cropland (4),464.8354725380761,,0.07557397317688,,,Summary1.As2,CROATIA,2011,Subsector,3.  Agriculture,
C. Grassland (4),-160.96915030153357,0.1372792996,0.01253419692,,,Summary1.As2,CROATIA,2011,Subsector,3.  Agriculture,
D. Wetlands (4),8.51957930540443,,0.00402000973133,,,Summary1.As2,CROATIA,2011,Subsector,3.  Agriculture,
G. Harvested wood products ,-268.762976389919,,,,,Summary1.As2,CROATIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,43.22602929369749,,,,Summary1.As2,CROATIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.174273733,0.00990022398,,,Summary1.As2,CROATIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.050556,0.328320045,0.007576616,,,Summary1.As2,CROATIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,21.27438395926616,0.28086500776686,,,Summary1.As2,CROATIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,45.8369224897275,,,,Summary1.As2,CROATIA,2012,Subsector,3.  Agriculture,
B.  Manure management,,19.5407502587091,0.48924104244242,,,Summary1.As2,CROATIA,2012,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.77341529251789,,,Summary1.As2,CROATIA,2012,Subsector,3.  Agriculture,
G. Liming,14.38070258856,,,,,Summary1.As2,CROATIA,2012,Subsector,3.  Agriculture,
H. Urea application,86.85329546666668,,,,,Summary1.As2,CROATIA,2012,Subsector,3.  Agriculture,
A. Forest land (4),-6098.844688746704,1.4436044172,0.09921221950158,,,Summary1.As2,CROATIA,2012,Subsector,3.  Agriculture,
B. Cropland (4),482.8840716050696,,0.08264757232622,,,Summary1.As2,CROATIA,2012,Subsector,3.  Agriculture,
C. Grassland (4),-190.72027314799257,0.1116379037,0.01019302599,,,Summary1.As2,CROATIA,2012,Subsector,3.  Agriculture,
D. Wetlands (4),8.54570372954225,,0.00403400495855,,,Summary1.As2,CROATIA,2012,Subsector,3.  Agriculture,
G. Harvested wood products ,-319.827617662035,,,,,Summary1.As2,CROATIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,44.40899877693422,,,,Summary1.As2,CROATIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.1772254408,0.00950431785,,,Summary1.As2,CROATIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.081928,0.317445734,0.007325671,,,Summary1.As2,CROATIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,19.87827217761156,0.28624470315122,,,Summary1.As2,CROATIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,43.95581027939337,,,,Summary1.As2,CROATIA,2013,Subsector,3.  Agriculture,
B.  Manure management,,18.49163452253336,0.45790275378748,,,Summary1.As2,CROATIA,2013,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.23168426166902,,,Summary1.As2,CROATIA,2013,Subsector,3.  Agriculture,
G. Liming,14.2258027824,,,,,Summary1.As2,CROATIA,2013,Subsector,3.  Agriculture,
H. Urea application,60.3888516,,,,,Summary1.As2,CROATIA,2013,Subsector,3.  Agriculture,
A. Forest land (4),-6580.816723117975,0.0582313644,0.02642441734059,,,Summary1.As2,CROATIA,2013,Subsector,3.  Agriculture,
B. Cropland (4),294.9068420436451,,0.08081212848081,,,Summary1.As2,CROATIA,2013,Subsector,3.  Agriculture,
C. Grassland (4),-219.29011819686187,0.0188754652,0.00172341204,,,Summary1.As2,CROATIA,2013,Subsector,3.  Agriculture,
D. Wetlands (4),9.40627009665879,,0.00418798518529,,,Summary1.As2,CROATIA,2013,Subsector,3.  Agriculture,
G. Harvested wood products ,-426.1795487975481,,,,,Summary1.As2,CROATIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,44.21258059448928,,,,Summary1.As2,CROATIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.20523353,0.01057873416,,,Summary1.As2,CROATIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.04224,0.302480243,0.006980313,,,Summary1.As2,CROATIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,19.46283170394724,0.28825079582145,,,Summary1.As2,CROATIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,43.33180087884476,,,,Summary1.As2,CROATIA,2014,Subsector,3.  Agriculture,
B.  Manure management,,18.52101313231037,0.46590136926553,,,Summary1.As2,CROATIA,2014,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.06177118206817,,,Summary1.As2,CROATIA,2014,Subsector,3.  Agriculture,
G. Liming,19.99424462112,,,,,Summary1.As2,CROATIA,2014,Subsector,3.  Agriculture,
H. Urea application,49.47255133333334,,,,,Summary1.As2,CROATIA,2014,Subsector,3.  Agriculture,
A. Forest land (4),-6300.422849470487,0.0087308892,0.02826860489103,,,Summary1.As2,CROATIA,2014,Subsector,3.  Agriculture,
B. Cropland (4),287.17880097011016,0.0031100652,0.0791487307954,,,Summary1.As2,CROATIA,2014,Subsector,3.  Agriculture,
C. Grassland (4),-233.84292597661053,0.0010181571,9.296217e-05,,,Summary1.As2,CROATIA,2014,Subsector,3.  Agriculture,
D. Wetlands (4),9.69369985324581,,0.00434196541203,,,Summary1.As2,CROATIA,2014,Subsector,3.  Agriculture,
G. Harvested wood products ,-538.6058919391565,,,,,Summary1.As2,CROATIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,45.92537503260025,,,,Summary1.As2,CROATIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.216165442,0.0108222192,,,Summary1.As2,CROATIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.044946,0.303447219,0.007002628,,,Summary1.As2,CROATIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,19.42541954084169,0.28857652165793,,,Summary1.As2,CROATIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,42.63546366680625,,,,Summary1.As2,CROATIA,2015,Subsector,3.  Agriculture,
B.  Manure management,,18.59427820230303,0.45697495322614,,,Summary1.As2,CROATIA,2015,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.32954552630508,,,Summary1.As2,CROATIA,2015,Subsector,3.  Agriculture,
G. Liming,12.09209684628,,,,,Summary1.As2,CROATIA,2015,Subsector,3.  Agriculture,
H. Urea application,57.24760140000001,,,,,Summary1.As2,CROATIA,2015,Subsector,3.  Agriculture,
A. Forest land (4),-5822.179660815739,0.3928472064,0.05328950715493,,,Summary1.As2,CROATIA,2015,Subsector,3.  Agriculture,
B. Cropland (4),337.20051282230247,0.1030807555,0.08285366225999,,,Summary1.As2,CROATIA,2015,Subsector,3.  Agriculture,
C. Grassland (4),-269.8604033865739,0.0626363232,0.00571896864,,,Summary1.As2,CROATIA,2015,Subsector,3.  Agriculture,
D. Wetlands (4),9.98112960983282,,0.00449594563877,,,Summary1.As2,CROATIA,2015,Subsector,3.  Agriculture,
G. Harvested wood products ,-764.1466653863487,,,,,Summary1.As2,CROATIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,47.75920408748587,,,,Summary1.As2,CROATIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2101076356,0.009157768548,,,Summary1.As2,CROATIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.04557872,0.29464979,0.006799611,,,Summary1.As2,CROATIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,19.41502438210748,0.29640212919372,,,Summary1.As2,CROATIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,42.74376719607839,,,,Summary1.As2,CROATIA,2016,Subsector,3.  Agriculture,
B.  Manure management,,18.27761916121198,0.46535347581106,,,Summary1.As2,CROATIA,2016,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.15830310320995,,,Summary1.As2,CROATIA,2016,Subsector,3.  Agriculture,
G. Liming,11.2018146948933,,,,,Summary1.As2,CROATIA,2016,Subsector,3.  Agriculture,
H. Urea application,64.96440940000001,,,,,Summary1.As2,CROATIA,2016,Subsector,3.  Agriculture,
A. Forest land (4),-5702.782020537964,0.2968911792,0.04856749149096,,,Summary1.As2,CROATIA,2016,Subsector,3.  Agriculture,
B. Cropland (4),282.5094118690817,0.0020668626,0.07542013402458,,,Summary1.As2,CROATIA,2016,Subsector,3.  Agriculture,
C. Grassland (4),-308.22081389174537,0.0576975493,0.00526803711,,,Summary1.As2,CROATIA,2016,Subsector,3.  Agriculture,
D. Wetlands (4),10.26855936641983,,0.00464992586552,,,Summary1.As2,CROATIA,2016,Subsector,3.  Agriculture,
G. Harvested wood products ,-780.0746029329999,,,,,Summary1.As2,CROATIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,48.75982521915068,,,,Summary1.As2,CROATIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.30379161438,0.011935410738,,,Summary1.As2,CROATIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.04900192,0.27234767,0.006284946,,,Summary1.As2,CROATIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,19.54314896135687,0.30107684182554,,,Summary1.As2,CROATIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,42.62978877283193,,,,Summary1.As2,CROATIA,2017,Subsector,3.  Agriculture,
B.  Manure management,,17.67654176273694,0.46054651996878,,,Summary1.As2,CROATIA,2017,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.59337586158692,,,Summary1.As2,CROATIA,2017,Subsector,3.  Agriculture,
G. Liming,10.91724143249,,,,,Summary1.As2,CROATIA,2017,Subsector,3.  Agriculture,
H. Urea application,70.21053086666667,,,,,Summary1.As2,CROATIA,2017,Subsector,3.  Agriculture,
A. Forest land (4),-4762.729156513524,2.4484997988,0.16951288079318,,,Summary1.As2,CROATIA,2017,Subsector,3.  Agriculture,
B. Cropland (4),281.71122105467686,0.0191470376,0.07456250087916,,,Summary1.As2,CROATIA,2017,Subsector,3.  Agriculture,
C. Grassland (4),-295.0028901540554,0.3017200168,0.02754834936,,,Summary1.As2,CROATIA,2017,Subsector,3.  Agriculture,
D. Wetlands (4),10.55598912300685,,0.00480390609226,,,Summary1.As2,CROATIA,2017,Subsector,3.  Agriculture,
G. Harvested wood products ,-1029.3481781170594,,,,,Summary1.As2,CROATIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,50.50779634230632,,,,Summary1.As2,CROATIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.30573705936,0.01032631656,,,Summary1.As2,CROATIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,0.245389318,0.00566283,,,Summary1.As2,CROATIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,18.52125461661566,0.30036513426117,,,Summary1.As2,CROATIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,39.9879994699708,,,,Summary1.As2,CROATIA,2018,Subsector,3.  Agriculture,
B.  Manure management,,16.47156548546266,0.42897016958172,,,Summary1.As2,CROATIA,2018,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.63753787596503,,,Summary1.As2,CROATIA,2018,Subsector,3.  Agriculture,
G. Liming,4.62088,,,,,Summary1.As2,CROATIA,2018,Subsector,3.  Agriculture,
H. Urea application,67.621972,,,,,Summary1.As2,CROATIA,2018,Subsector,3.  Agriculture,
A. Forest land (4),-5493.243711439894,0.033706332,0.03668611071509,,,Summary1.As2,CROATIA,2018,Subsector,3.  Agriculture,
B. Cropland (4),271.84881545545994,0.0003230093,0.07165582852375,,,Summary1.As2,CROATIA,2018,Subsector,3.  Agriculture,
C. Grassland (4),-315.52709129674906,0.0180214844,0.00164543988,,,Summary1.As2,CROATIA,2018,Subsector,3.  Agriculture,
D. Wetlands (4),10.84341887959481,,0.004957886319,,,Summary1.As2,CROATIA,2018,Subsector,3.  Agriculture,
G. Harvested wood products ,-761.6578795489365,,,,,Summary1.As2,CROATIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,50.19251067131388,,,,Summary1.As2,CROATIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.36316845944,0.01243556154,,,Summary1.As2,CROATIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,0.255237209,0.005890089,,,Summary1.As2,CROATIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,17.84806622159759,0.2973979363674,,,Summary1.As2,CROATIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,40.01396480370254,,,,Summary1.As2,CROATIA,2019,Subsector,3.  Agriculture,
B.  Manure management,,16.07147746377865,0.43321249103749,,,Summary1.As2,CROATIA,2019,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.62408279196302,,,Summary1.As2,CROATIA,2019,Subsector,3.  Agriculture,
G. Liming,2.068143,,,,,Summary1.As2,CROATIA,2019,Subsector,3.  Agriculture,
H. Urea application,73.59168960000001,,,,,Summary1.As2,CROATIA,2019,Subsector,3.  Agriculture,
A. Forest land (4),-5736.874152842989,0.0920986902,0.0400218619862,,,Summary1.As2,CROATIA,2019,Subsector,3.  Agriculture,
B. Cropland (4),268.9608416412429,0.0015494141,0.06988584617834,,,Summary1.As2,CROATIA,2019,Subsector,3.  Agriculture,
C. Grassland (4),-317.3170880691181,0.0173907117,0.00158784759,,,Summary1.As2,CROATIA,2019,Subsector,3.  Agriculture,
D. Wetlands (4),11.13084863618208,,0.00511186654575,,,Summary1.As2,CROATIA,2019,Subsector,3.  Agriculture,
G. Harvested wood products ,-752.1649012895592,,,,,Summary1.As2,CROATIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,49.20679860684354,,,,Summary1.As2,CROATIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.44966221194,0.01556099487,,,Summary1.As2,CROATIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,0.234722382,0.00541667,,,Summary1.As2,CROATIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,17.97484216510796,0.30120735966442,,,Summary1.As2,CROATIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,38.96942847438407,,,,Summary1.As2,CROATIA,2020,Subsector,3.  Agriculture,
B.  Manure management,,15.12509561750551,0.41985603365367,,,Summary1.As2,CROATIA,2020,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.69672133800038,,,Summary1.As2,CROATIA,2020,Subsector,3.  Agriculture,
G. Liming,6.88691666666667,,,,,Summary1.As2,CROATIA,2020,Subsector,3.  Agriculture,
H. Urea application,88.289652,,,,,Summary1.As2,CROATIA,2020,Subsector,3.  Agriculture,
A. Forest land (4),-5841.46857895446,1.1603037204,0.09916454506763,,,Summary1.As2,CROATIA,2020,Subsector,3.  Agriculture,
B. Cropland (4),265.32370741402593,0.000479259,0.06799053376293,,,Summary1.As2,CROATIA,2020,Subsector,3.  Agriculture,
C. Grassland (4),-317.9123226502946,0.1404518345,0.01282386315,,,Summary1.As2,CROATIA,2020,Subsector,3.  Agriculture,
D. Wetlands (4),11.41827839276939,,0.00526584677249,,,Summary1.As2,CROATIA,2020,Subsector,3.  Agriculture,
G. Harvested wood products ,-629.5376356922959,,,,,Summary1.As2,CROATIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,49.75235457435745,,,,Summary1.As2,CROATIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.594336696568,0.02353652283,,,Summary1.As2,CROATIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,0.23488075,0.005420325,,,Summary1.As2,CROATIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,17.8778514763196,0.302908942336,,,Summary1.As2,CROATIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,38.54667000533937,,,,Summary1.As2,CROATIA,2021,Subsector,3.  Agriculture,
B.  Manure management,,15.06069432940385,0.40752361303024,,,Summary1.As2,CROATIA,2021,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.73241136249347,,,Summary1.As2,CROATIA,2021,Subsector,3.  Agriculture,
G. Liming,18.69512333333333,,,,,Summary1.As2,CROATIA,2021,Subsector,3.  Agriculture,
H. Urea application,84.15438533333332,,,,,Summary1.As2,CROATIA,2021,Subsector,3.  Agriculture,
A. Forest land (4),-5833.123221321914,0.1694892474,0.04446059971366,,,Summary1.As2,CROATIA,2021,Subsector,3.  Agriculture,
B. Cropland (4),261.946382540809,0.0001574773,0.06613759802752,,,Summary1.As2,CROATIA,2021,Subsector,3.  Agriculture,
C. Grassland (4),-308.67991690100706,0.0635443379,0.00580187433,,,Summary1.As2,CROATIA,2021,Subsector,3.  Agriculture,
D. Wetlands (4),11.93311476241142,,0.00554165197051,,,Summary1.As2,CROATIA,2021,Subsector,3.  Agriculture,
G. Harvested wood products ,-685.2746349554996,,,,,Summary1.As2,CROATIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,45.20030465155655,,,,Summary1.As2,CROATIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.69685786547793,0.02707872042468,,,Summary1.As2,CROATIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,0.241613447,0.005575695,,,Summary1.As2,CROATIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,17.82199647428226,0.29316275557206,,,Summary1.As2,CROATIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
Navigation,147.231177,0.01355767,0.00387362,,,Summary1.As3,CROATIA,1990,Subsector,International bunkers,
