GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,Unspecified mix of HFCs and PFCs(1)
F.  Field burning of agricultural residues,,0.59973304405203,0.01348893979097,,,,Summary1.As2,ITALY,2007,Subsector,3.  Agriculture,
G. Liming,15.6613281,,,,,,Summary1.As2,ITALY,2007,Subsector,3.  Agriculture,
H. Urea application,536.9564933333335,,,,,,Summary1.As2,ITALY,2007,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,38.57593981664292,,,,,,Summary1.As2,ITALY,2007,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2007,Subsector,3.  Agriculture,
B. Cropland (4),-2512.014884006984,0.24907533429887,0.14742148457266,,,,Summary1.As2,ITALY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-552.3182915115855,31.82065671942505,1.0000777826105,,,,Summary1.As2,ITALY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216334999843,,,,,,Summary1.As2,ITALY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),7305.437040086733,,1.72350571988751,,,,Summary1.As2,ITALY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-738.356942000266,,,,,,Summary1.As2,ITALY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,644.1528675875766,,,,,Summary1.As2,ITALY,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),212.76878156412263,2.31083857812733,0.08327184081459,,,,Summary1.As2,ITALY,2007,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,108.29227687730474,4.41750485585343,,,,Summary1.As2,ITALY,2007,Subsector,5.  Waste,
A.  Enteric fermentation,,517.77547186365,,,,,Summary1.As2,ITALY,2008,Subsector,3.  Agriculture,
B.  Manure management,,188.0283598387004,8.094785771462,,,,Summary1.As2,ITALY,2008,Subsector,3.  Agriculture,
C.  Rice cultivation,,66.00573767992968,,,,,Summary1.As2,ITALY,2008,Subsector,3.  Agriculture,
D.  Agricultural soils,,,35.34278589260925,,,,Summary1.As2,ITALY,2008,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.62912018491938,0.01381778115123,,,,Summary1.As2,ITALY,2008,Subsector,3.  Agriculture,
G. Liming,18.4644207,,,,,,Summary1.As2,ITALY,2008,Subsector,3.  Agriculture,
H. Urea application,498.2190400000001,,,,,,Summary1.As2,ITALY,2008,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,34.78363951518104,,,,,,Summary1.As2,ITALY,2008,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2008,Subsector,3.  Agriculture,
B. Cropland (4),-1748.0094481375245,0.08081214446665,0.14213321289222,,,,Summary1.As2,ITALY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-6452.109474214717,11.3988692080557,0.35825017511032,,,,Summary1.As2,ITALY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),8.16216334999649,,,,,,Summary1.As2,ITALY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),7344.683940214258,,1.73226767174777,,,,Summary1.As2,ITALY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-747.3501425930311,,,,,,Summary1.As2,ITALY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,625.3263537837654,,,,,Summary1.As2,ITALY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),206.20487311159337,2.3953911487476,0.08325173519016,,,,Summary1.As2,ITALY,2008,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,105.83935947562895,4.4376043925711,,,,Summary1.As2,ITALY,2008,Subsector,5.  Waste,
A.  Enteric fermentation,,518.70825203978,,,,,Summary1.As2,ITALY,2009,Subsector,3.  Agriculture,
B.  Manure management,,186.6907458803589,8.08588105933755,,,,Summary1.As2,ITALY,2009,Subsector,3.  Agriculture,
C.  Rice cultivation,,73.38857217859112,,,,,Summary1.As2,ITALY,2009,Subsector,3.  Agriculture,
D.  Agricultural soils,,,32.97708928772293,,,,Summary1.As2,ITALY,2009,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.59356713147228,0.01349917450655,,,,Summary1.As2,ITALY,2009,Subsector,3.  Agriculture,
G. Liming,17.3991323,,,,,,Summary1.As2,ITALY,2009,Subsector,3.  Agriculture,
H. Urea application,371.5753066666666,,,,,,Summary1.As2,ITALY,2009,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,31.32677588377174,,,,,,Summary1.As2,ITALY,2009,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2009,Subsector,3.  Agriculture,
B. Cropland (4),-2047.646593515564,0.08741814444,0.14234083003424,,,,Summary1.As2,ITALY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-7266.4316368271875,14.40506932033972,0.45273075006782,,,,Summary1.As2,ITALY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),129.5693644679747,,,,,,Summary1.As2,ITALY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),6341.77035192072,,1.52526348399005,,,,Summary1.As2,ITALY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-318.21830184877484,,,,,,Summary1.As2,ITALY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,629.9043996009068,,,,,Summary1.As2,ITALY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),247.9110285366,2.30477369595973,0.08181466654238,,,,Summary1.As2,ITALY,2009,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,104.59466839895347,4.44869832778628,,,,Summary1.As2,ITALY,2009,Subsector,5.  Waste,
A.  Enteric fermentation,,503.56483733902377,,,,,Summary1.As2,ITALY,2010,Subsector,3.  Agriculture,
B.  Manure management,,181.7030425269596,7.82570064517861,,,,Summary1.As2,ITALY,2010,Subsector,3.  Agriculture,
C.  Rice cultivation,,72.8875581465172,,,,,Summary1.As2,ITALY,2010,Subsector,3.  Agriculture,
D.  Agricultural soils,,,32.15627511603208,,,,Summary1.As2,ITALY,2010,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.58539278934675,0.01321577896142,,,,Summary1.As2,ITALY,2010,Subsector,3.  Agriculture,
G. Liming,18.31226925,,,,,,Summary1.As2,ITALY,2010,Subsector,3.  Agriculture,
H. Urea application,335.0974733333333,,,,,,Summary1.As2,ITALY,2010,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,27.64983254632655,,,,,,Summary1.As2,ITALY,2010,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2010,Subsector,3.  Agriculture,
B. Cropland (4),-820.6599989005729,0.046644724368,0.14105937968912,,,,Summary1.As2,ITALY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-9520.95136224857,9.53885513270345,0.29979258988497,,,,Summary1.As2,ITALY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),129.5693644679747,,,,,,Summary1.As2,ITALY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),4402.1940395380125,,0.96825185553492,,,,Summary1.As2,ITALY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-141.64819201287298,,,,,,Summary1.As2,ITALY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,622.4587350630982,,,,,Summary1.As2,ITALY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),177.21176079959994,2.27804424935839,0.07598670329522,,,,Summary1.As2,ITALY,2010,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,104.5617272939164,4.46064482465231,,,,Summary1.As2,ITALY,2010,Subsector,5.  Waste,
A.  Enteric fermentation,,503.5170300490112,,,,,Summary1.As2,ITALY,2011,Subsector,3.  Agriculture,
B.  Manure management,,192.33056482512788,7.6616799084045,,,,Summary1.As2,ITALY,2011,Subsector,3.  Agriculture,
C.  Rice cultivation,,72.2178220013833,,,,,Summary1.As2,ITALY,2011,Subsector,3.  Agriculture,
D.  Agricultural soils,,,33.28757094336308,,,,Summary1.As2,ITALY,2011,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.57788476730271,0.01306874336196,,,,Summary1.As2,ITALY,2011,Subsector,3.  Agriculture,
G. Liming,25.41559185,,,,,,Summary1.As2,ITALY,2011,Subsector,3.  Agriculture,
H. Urea application,350.75788000000006,,,,,,Summary1.As2,ITALY,2011,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,27.6276594564729,,,,,,Summary1.As2,ITALY,2011,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2011,Subsector,3.  Agriculture,
B. Cropland (4),836.6790024014289,0.09850401,0.11384731270582,,,,Summary1.As2,ITALY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-7656.455812881226,13.57958012172857,0.42678680382576,,,,Summary1.As2,ITALY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),129.5693644679747,,,,,,Summary1.As2,ITALY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),4409.1530863540775,,0.96825185553492,,,,Summary1.As2,ITALY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,120.09339069105968,,,,,,Summary1.As2,ITALY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,600.5445350676184,,,,,Summary1.As2,ITALY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),177.03786834282988,2.26411401797571,0.07749944964559,,,,Summary1.As2,ITALY,2011,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,103.0023945491714,4.41214696900734,,,,Summary1.As2,ITALY,2011,Subsector,5.  Waste,
A.  Enteric fermentation,,505.4422159125233,,,,,Summary1.As2,ITALY,2012,Subsector,3.  Agriculture,
B.  Manure management,,186.9832295264858,7.44354245571359,,,,Summary1.As2,ITALY,2012,Subsector,3.  Agriculture,
C.  Rice cultivation,,71.5656340096121,,,,,Summary1.As2,ITALY,2012,Subsector,3.  Agriculture,
D.  Agricultural soils,,,34.80317558095966,,,,Summary1.As2,ITALY,2012,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.61041916489491,0.01368184832467,,,,Summary1.As2,ITALY,2012,Subsector,3.  Agriculture,
G. Liming,15.8824567,,,,,,Summary1.As2,ITALY,2012,Subsector,3.  Agriculture,
H. Urea application,550.90596,,,,,,Summary1.As2,ITALY,2012,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,25.32704602341052,,,,,,Summary1.As2,ITALY,2012,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2012,Subsector,3.  Agriculture,
B. Cropland (4),2088.6398907765865,0.18517233195075,0.08996381898094,,,,Summary1.As2,ITALY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-4850.408169477799,23.30472932387023,0.73243435017878,,,,Summary1.As2,ITALY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),129.5693644679747,,,,,,Summary1.As2,ITALY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),4414.259969524898,,0.96825185553499,,,,Summary1.As2,ITALY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,201.81573167327343,,,,,,Summary1.As2,ITALY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,604.1116846339556,,,,,Summary1.As2,ITALY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),201.84056826239996,2.25576291628176,0.07923508069509,,,,Summary1.As2,ITALY,2012,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,103.05303892682274,4.3710706326054,,,,Summary1.As2,ITALY,2012,Subsector,5.  Waste,
A.  Enteric fermentation,,511.0655201936781,,,,,Summary1.As2,ITALY,2013,Subsector,3.  Agriculture,
B.  Manure management,,185.40598850261756,7.17075058677666,,,,Summary1.As2,ITALY,2013,Subsector,3.  Agriculture,
C.  Rice cultivation,,66.45216790240354,,,,,Summary1.As2,ITALY,2013,Subsector,3.  Agriculture,
D.  Agricultural soils,,,32.69485179713935,,,,Summary1.As2,ITALY,2013,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.57670822291635,0.01287747557458,,,,Summary1.As2,ITALY,2013,Subsector,3.  Agriculture,
G. Liming,14.1215536,,,,,,Summary1.As2,ITALY,2013,Subsector,3.  Agriculture,
H. Urea application,450.4193466666666,,,,,,Summary1.As2,ITALY,2013,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,16.76676565407772,,,,,,Summary1.As2,ITALY,2013,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2013,Subsector,3.  Agriculture,
B. Cropland (4),1811.9833961915035,0.307009667448,0.06327453124087,,,,Summary1.As2,ITALY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-9649.84655597122,2.49120926466297,0.07829514831798,,,,Summary1.As2,ITALY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),129.5693644679747,,,,,,Summary1.As2,ITALY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),4423.053850931639,,0.96825185553499,,,,Summary1.As2,ITALY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,265.2634991470173,,,,,,Summary1.As2,ITALY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,555.2293835747446,,,,,Summary1.As2,ITALY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),223.67717275980004,2.17174130820316,0.07876033968441,,,,Summary1.As2,ITALY,2013,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,99.7071865585347,4.38054412241326,,,,Summary1.As2,ITALY,2013,Subsector,5.  Waste,
A.  Enteric fermentation,,505.8674806388831,,,,,Summary1.As2,ITALY,2014,Subsector,3.  Agriculture,
B.  Manure management,,181.29132804944183,6.98896546521728,,,,Summary1.As2,ITALY,2014,Subsector,3.  Agriculture,
C.  Rice cultivation,,64.53671894643581,,,,,Summary1.As2,ITALY,2014,Subsector,3.  Agriculture,
D.  Agricultural soils,,,33.13835273649525,,,,Summary1.As2,ITALY,2014,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.56997807224211,0.01274030405102,,,,Summary1.As2,ITALY,2014,Subsector,3.  Agriculture,
G. Liming,11.970343,,,,,,Summary1.As2,ITALY,2014,Subsector,3.  Agriculture,
H. Urea application,410.9959333333333,,,,,,Summary1.As2,ITALY,2014,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,20.65816225563119,,,,,,Summary1.As2,ITALY,2014,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2014,Subsector,3.  Agriculture,
B. Cropland (4),1492.4156916303757,0.032530072212,0.02774345277599,,,,Summary1.As2,ITALY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-9187.382790617898,6.52492285784302,0.20506900410364,,,,Summary1.As2,ITALY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),129.5693644679747,,,,,,Summary1.As2,ITALY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),4432.015768092231,,0.96825185553499,,,,Summary1.As2,ITALY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,186.41956209893056,,,,,,Summary1.As2,ITALY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,552.9910660004814,,,,,Summary1.As2,ITALY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),116.90742464429997,2.08474457671101,0.06624015731741,,,,Summary1.As2,ITALY,2014,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,97.38131899803857,4.27686195953477,,,,Summary1.As2,ITALY,2014,Subsector,5.  Waste,
A.  Enteric fermentation,,509.71115510928274,,,,,Summary1.As2,ITALY,2015,Subsector,3.  Agriculture,
B.  Manure management,,178.95841486879985,7.03616607968632,,,,Summary1.As2,ITALY,2015,Subsector,3.  Agriculture,
C.  Rice cultivation,,66.73047622721612,,,,,Summary1.As2,ITALY,2015,Subsector,3.  Agriculture,
D.  Agricultural soils,,,32.48083465297309,,,,Summary1.As2,ITALY,2015,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.59423808974985,0.01330399702427,,,,Summary1.As2,ITALY,2015,Subsector,3.  Agriculture,
G. Liming,13.5046395,,,,,,Summary1.As2,ITALY,2015,Subsector,3.  Agriculture,
H. Urea application,424.9256,,,,,,Summary1.As2,ITALY,2015,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,19.86577133364974,,,,,,Summary1.As2,ITALY,2015,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2015,Subsector,3.  Agriculture,
B. Cropland (4),660.5875143477857,0.096136861392,0.00302144421518,,,,Summary1.As2,ITALY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-9464.163004109889,3.93540126131402,0.1236840396413,,,,Summary1.As2,ITALY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),129.5693644679747,,,,,,Summary1.As2,ITALY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),4451.152430956017,,0.97114560381902,,,,Summary1.As2,ITALY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,88.54444124619316,,,,,,Summary1.As2,ITALY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,561.3472277007346,,,,,Summary1.As2,ITALY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),98.72134659030004,2.26850364388853,0.07034851673063,,,,Summary1.As2,ITALY,2015,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,97.24667672080903,4.22562573139954,,,,Summary1.As2,ITALY,2015,Subsector,5.  Waste,
A.  Enteric fermentation,,520.9948131387704,,,,,Summary1.As2,ITALY,2016,Subsector,3.  Agriculture,
B.  Manure management,,177.10077484821934,7.11833127976369,,,,Summary1.As2,ITALY,2016,Subsector,3.  Agriculture,
C.  Rice cultivation,,68.59540473840325,,,,,Summary1.As2,ITALY,2016,Subsector,3.  Agriculture,
D.  Agricultural soils,,,34.12271636229876,,,,Summary1.As2,ITALY,2016,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.63586484629416,0.01420908815856,,,,Summary1.As2,ITALY,2016,Subsector,3.  Agriculture,
G. Liming,11.952083,,,,,,Summary1.As2,ITALY,2016,Subsector,3.  Agriculture,
H. Urea application,561.0711333333333,,,,,,Summary1.As2,ITALY,2016,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,20.98382139484689,,,,,,Summary1.As2,ITALY,2016,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2016,Subsector,3.  Agriculture,
B. Cropland (4),-1252.4506031548074,0.08218835856,0.06763352290775,,,,Summary1.As2,ITALY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-8454.573043068795,4.62328142844365,0.14530313060823,,,,Summary1.As2,ITALY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),31.61492493018537,,,,,,Summary1.As2,ITALY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),5189.5482985135495,,1.21719905246596,,,,Summary1.As2,ITALY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-6.10586371295432,,,,,,Summary1.As2,ITALY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,547.5879729872045,,,,,Summary1.As2,ITALY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),103.10498289570008,2.37384733282613,0.06743061511818,,,,Summary1.As2,ITALY,2016,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,99.08093719832225,4.19933191422311,,,,Summary1.As2,ITALY,2016,Subsector,5.  Waste,
A.  Enteric fermentation,,524.9176577691243,,,,,Summary1.As2,ITALY,2017,Subsector,3.  Agriculture,
B.  Manure management,,177.15533242585144,7.10795099300548,,,,Summary1.As2,ITALY,2017,Subsector,3.  Agriculture,
C.  Rice cultivation,,65.82968624100322,,,,,Summary1.As2,ITALY,2017,Subsector,3.  Agriculture,
D.  Agricultural soils,,,32.90683115246607,,,,Summary1.As2,ITALY,2017,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.57655787444892,0.01296283660348,,,,Summary1.As2,ITALY,2017,Subsector,3.  Agriculture,
G. Liming,17.47482,,,,,,Summary1.As2,ITALY,2017,Subsector,3.  Agriculture,
H. Urea application,418.4458666666667,,,,,,Summary1.As2,ITALY,2017,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,20.11726776267512,,,,,,Summary1.As2,ITALY,2017,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2017,Subsector,3.  Agriculture,
B. Cropland (4),-986.7072704326628,0.324703016352,0.14393479648039,,,,Summary1.As2,ITALY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-4490.867725328708,14.70543053093384,0.46217067382935,,,,Summary1.As2,ITALY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),31.61492493018537,,,,,,Summary1.As2,ITALY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),5192.969881178495,,1.21719905246596,,,,Summary1.As2,ITALY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-974.4199499741824,,,,,,Summary1.As2,ITALY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,545.7667214740175,,,,,Summary1.As2,ITALY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),92.08079705250002,2.20820166005973,0.06726146875183,,,,Summary1.As2,ITALY,2017,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,97.72706244743075,4.23129666494844,,,,Summary1.As2,ITALY,2017,Subsector,5.  Waste,
A.  Enteric fermentation,,521.8675039593414,,,,,Summary1.As2,ITALY,2018,Subsector,3.  Agriculture,
B.  Manure management,,174.25561509941426,6.98938698765441,,,,Summary1.As2,ITALY,2018,Subsector,3.  Agriculture,
C.  Rice cultivation,,64.04986262255687,,,,,Summary1.As2,ITALY,2018,Subsector,3.  Agriculture,
D.  Agricultural soils,,,32.85879607204183,,,,Summary1.As2,ITALY,2018,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.5749578173871,0.01291706098492,,,,Summary1.As2,ITALY,2018,Subsector,3.  Agriculture,
G. Liming,15.4529815,,,,,,Summary1.As2,ITALY,2018,Subsector,3.  Agriculture,
H. Urea application,405.2554,,,,,,Summary1.As2,ITALY,2018,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,21.65224606689444,,,,,,Summary1.As2,ITALY,2018,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2018,Subsector,3.  Agriculture,
B. Cropland (4),-559.4882854379848,0.043987247172,0.20470236443573,,,,Summary1.As2,ITALY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-8903.707075345195,1.16779135514488,0.03670201401884,,,,Summary1.As2,ITALY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),31.61492493018537,,,,,,Summary1.As2,ITALY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),5202.496618516662,,1.21719905246596,,,,Summary1.As2,ITALY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-777.6014166714405,,,,,,Summary1.As2,ITALY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,545.0707836676315,,,,,Summary1.As2,ITALY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),91.02503852400002,2.17260388155901,0.06601320600506,,,,Summary1.As2,ITALY,2018,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,98.05660782241166,4.24732573791373,,,,Summary1.As2,ITALY,2018,Subsector,5.  Waste,
A.  Enteric fermentation,,520.8409705152566,,,,,Summary1.As2,ITALY,2019,Subsector,3.  Agriculture,
B.  Manure management,,173.8410655606639,6.91206867341655,,,,Summary1.As2,ITALY,2019,Subsector,3.  Agriculture,
C.  Rice cultivation,,63.42073689109356,,,,,Summary1.As2,ITALY,2019,Subsector,3.  Agriculture,
D.  Agricultural soils,,,32.76528669255251,,,,Summary1.As2,ITALY,2019,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.56892211865181,0.0128401613934,,,,Summary1.As2,ITALY,2019,Subsector,3.  Agriculture,
G. Liming,16.244096,,,,,,Summary1.As2,ITALY,2019,Subsector,3.  Agriculture,
H. Urea application,396.4532000000001,,,,,,Summary1.As2,ITALY,2019,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,16.88385763975155,,,,,,Summary1.As2,ITALY,2019,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2019,Subsector,3.  Agriculture,
B. Cropland (4),-542.4818495623621,0.071014439628,0.271206387918,,,,Summary1.As2,ITALY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
