GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
"4.  Land use, land-use change and forestry  (4)",5815.129051904586,135.22020079234613,0.00271212286752,,,,Summary1.As2,ICELAND,2007,Sector
5.  Waste,7.95948860575829,12.74796587795927,0.02094009366271,,,,Summary1.As2,ICELAND,2007,Sector
3.  Agriculture,7.886742987312,14.88318821676679,0.92289782794016,,,,Summary1.As2,ICELAND,2008,Sector
"4.  Land use, land-use change and forestry  (4)",5864.642030727561,134.89729789511125,0.0030902201661,,,,Summary1.As2,ICELAND,2008,Sector
5.  Waste,6.30633678330218,12.10436045837601,0.02140360741519,,,,Summary1.As2,ICELAND,2008,Sector
3.  Agriculture,5.888649165304,15.12485677465795,0.86453563097371,,,,Summary1.As2,ICELAND,2009,Sector
"4.  Land use, land-use change and forestry  (4)",5856.842868512043,134.83284028461344,0.00287890784636,,,,Summary1.As2,ICELAND,2009,Sector
5.  Waste,6.25784200348128,11.600383415004,0.02202277614217,,,,Summary1.As2,ICELAND,2009,Sector
3.  Agriculture,4.22338346977125,14.98844670427665,0.83950980822591,,,,Summary1.As2,ICELAND,2010,Sector
"4.  Land use, land-use change and forestry  (4)",5822.136234417633,134.76133032153473,0.00295266605912,,,,Summary1.As2,ICELAND,2010,Sector
5.  Waste,6.0738090799514,11.51610207409999,0.02250159945977,,,,Summary1.As2,ICELAND,2010,Sector
3.  Agriculture,4.563217513247,14.97699506381102,0.83223422448066,,,,Summary1.As2,ICELAND,2011,Sector
"4.  Land use, land-use change and forestry  (4)",5797.26292060653,134.6911881530527,0.00300215853618,,,,Summary1.As2,ICELAND,2011,Sector
5.  Waste,6.78152557947515,10.74287696045,0.02234486183272,,,,Summary1.As2,ICELAND,2011,Sector
3.  Agriculture,5.901563993334,14.56604999248868,0.85647246162786,,,,Summary1.As2,ICELAND,2012,Sector
"4.  Land use, land-use change and forestry  (4)",5793.030696963869,134.6160834047518,0.00309495913874,,,,Summary1.As2,ICELAND,2012,Sector
5.  Waste,6.54273839831866,10.01073503635,0.02156403977104,,,,Summary1.As2,ICELAND,2012,Sector
3.  Agriculture,5.009690629887,14.20326669874165,0.83874860512992,,,,Summary1.As2,ICELAND,2013,Sector
"4.  Land use, land-use change and forestry  (4)",5781.4734026442375,134.54235186180833,0.00318353243828,,,,Summary1.As2,ICELAND,2013,Sector
5.  Waste,5.49582974915334,10.4061734522,0.0226523104,,,,Summary1.As2,ICELAND,2013,Sector
3.  Agriculture,4.67996091529,15.0703414611137,0.91181932780778,,,,Summary1.As2,ICELAND,2014,Sector
"4.  Land use, land-use change and forestry  (4)",5763.005696113781,134.4713358487329,0.00328011743171,,,,Summary1.As2,ICELAND,2014,Sector
5.  Waste,7.48946531511704,9.825815956464,0.02467913769856,,,,Summary1.As2,ICELAND,2014,Sector
3.  Agriculture,5.345613133817,15.22371438885004,0.85893450362861,,,,Summary1.As2,ICELAND,2015,Sector
"4.  Land use, land-use change and forestry  (4)",5741.381725053048,134.40862554208627,0.0038713642309,,,,Summary1.As2,ICELAND,2015,Sector
5.  Waste,6.92267389567021,9.857138062526,0.02477135054183,,,,Summary1.As2,ICELAND,2015,Sector
3.  Agriculture,4.89931462339,15.34210047792035,0.84622312393532,,,,Summary1.As2,ICELAND,2016,Sector
"4.  Land use, land-use change and forestry  (4)",5714.52914989138,134.32463646192912,0.00314591925256,,,,Summary1.As2,ICELAND,2016,Sector
5.  Waste,7.46883523807303,9.30051138359,0.02542547821816,,,,Summary1.As2,ICELAND,2016,Sector
3.  Agriculture,4.982652626163,15.02597532884834,0.88254649796135,,,,Summary1.As2,ICELAND,2017,Sector
"4.  Land use, land-use change and forestry  (4)",5676.422785510265,134.2490234433423,0.00330597335599,,,,Summary1.As2,ICELAND,2017,Sector
5.  Waste,7.84148153102629,9.1196903832448,0.02559745158096,,,,Summary1.As2,ICELAND,2017,Sector
3.  Agriculture,5.69524090511,14.57485846336364,0.84521857106191,,,,Summary1.As2,ICELAND,2018,Sector
"4.  Land use, land-use change and forestry  (4)",5652.049968382463,134.17197910254936,0.00317943724228,,,,Summary1.As2,ICELAND,2018,Sector
5.  Waste,6.8871358794614,9.5097171608631,0.0265876190015,,,,Summary1.As2,ICELAND,2018,Sector
3.  Agriculture,10.344856963713,14.16866459274947,0.80905093468471,,,,Summary1.As2,ICELAND,2019,Sector
"4.  Land use, land-use change and forestry  (4)",5655.543649662648,134.0693814893881,0.00319604652442,,,,Summary1.As2,ICELAND,2019,Sector
5.  Waste,9.11651196130979,8.024826055554,0.0275436167678,,,,Summary1.As2,ICELAND,2019,Sector
3.  Agriculture,8.821656140047,13.91694425620331,0.82457818402581,,,,Summary1.As2,ICELAND,2020,Sector
"4.  Land use, land-use change and forestry  (4)",5666.153518535351,134.06170868428114,0.00339336844784,,,,Summary1.As2,ICELAND,2020,Sector
5.  Waste,6.63275100512603,8.974784929766,0.02915059073796,,,,Summary1.As2,ICELAND,2020,Sector
3.  Agriculture,9.190177933253,13.86769854473354,0.83994594214063,,,,Summary1.As2,ICELAND,2021,Sector
"4.  Land use, land-use change and forestry  (4)",5642.125048911554,134.10031524307075,0.00338243490023,,,,Summary1.As2,ICELAND,2021,Sector
5.  Waste,6.61431586027997,9.083190384486,0.02843277476284,,,,Summary1.As2,ICELAND,2021,Sector
International bunkers,247.24487831716667,0.00417403135,0.0068926486,,,,Summary1.As3,ICELAND,1990,Sector
International bunkers,235.63569357503332,0.00286898095,0.0065802018,,,,Summary1.As3,ICELAND,1991,Sector
International bunkers,223.6974704493333,0.0033411611,0.0062385488,,,,Summary1.As3,ICELAND,1992,Sector
International bunkers,225.02034149076667,0.00416435595,0.006266789,,,,Summary1.As3,ICELAND,1993,Sector
CO2 emissions from biomass,3.1367939102,,,,,,Summary1.As3,ICELAND,1993,Sector
International bunkers,247.0628913145333,0.00465660965,0.0068739446,,,,Summary1.As3,ICELAND,1994,Sector
CO2 emissions from biomass,3.1367939102,,,,,,Summary1.As3,ICELAND,1994,Sector
International bunkers,239.25326020486668,0.00196681855,0.0066900202,,,,Summary1.As3,ICELAND,1995,Sector
CO2 emissions from biomass,3.9018655956,,,,,,Summary1.As3,ICELAND,1995,Sector
International bunkers,290.2567595874333,0.00370340055,0.0081036262,,,,Summary1.As3,ICELAND,1996,Sector
CO2 emissions from biomass,4.9729659552,,,,,,Summary1.As3,ICELAND,1996,Sector
International bunkers,329.9468339786667,0.0056285336,0.00918837,,,,Summary1.As3,ICELAND,1997,Sector
CO2 emissions from biomass,4.9729659552,,,,,,Summary1.As3,ICELAND,1997,Sector
International bunkers,389.32111287506666,0.0072299688,0.01083986,,,,Summary1.As3,ICELAND,1998,Sector
CO2 emissions from biomass,4.9729659552,,,,,,Summary1.As3,ICELAND,1998,Sector
International bunkers,401.9268110533,0.00622898945,0.0112086382,,,,Summary1.As3,ICELAND,1999,Sector
CO2 emissions from biomass,5.0724252743,,,,,,Summary1.As3,ICELAND,1999,Sector
International bunkers,461.1995064919333,0.0079400374,0.0128487636,,,,Summary1.As3,ICELAND,2000,Sector
CO2 emissions from biomass,5.0724252743,,,,,,Summary1.As3,ICELAND,2000,Sector
International bunkers,407.7907539609,0.0080304062,0.0113536984,,,,Summary1.As3,ICELAND,2001,Sector
CO2 emissions from biomass,5.0724252743,,,,,,Summary1.As3,ICELAND,2001,Sector
International bunkers,394.5334300789,0.01022398865,0.0109611874,,,,Summary1.As3,ICELAND,2002,Sector
CO2 emissions from biomass,5.0724252743,,,,,,Summary1.As3,ICELAND,2002,Sector
International bunkers,351.8883603037333,0.0041414114,0.0098240432,,,,Summary1.As3,ICELAND,2003,Sector
CO2 emissions from biomass,5.8682479094,,,,,,Summary1.As3,ICELAND,2003,Sector
International bunkers,400.4669159354,0.00463001915,0.0111832198,,,,Summary1.As3,ICELAND,2004,Sector
CO2 emissions from biomass,5.7411350652,,,,,,Summary1.As3,ICELAND,2004,Sector
International bunkers,422.9613531552,0.00310459175,0.0118286038,,,,Summary1.As3,ICELAND,2005,Sector
CO2 emissions from biomass,5.91244226461319,,,,,,Summary1.As3,ICELAND,2005,Sector
International bunkers,516.568972076,0.0050771557,0.0144227168,,,,Summary1.As3,ICELAND,2006,Sector
CO2 emissions from biomass,9.00987794095366,,,,,,Summary1.As3,ICELAND,2006,Sector
International bunkers,522.9741278648333,0.0046760885,0.0146101808,,,,Summary1.As3,ICELAND,2007,Sector
CO2 emissions from biomass,10.6861881366664,,,,,,Summary1.As3,ICELAND,2007,Sector
International bunkers,474.9352216268667,0.0073312554,0.013196036,,,,Summary1.As3,ICELAND,2008,Sector
CO2 emissions from biomass,8.83351856372832,,,,,,Summary1.As3,ICELAND,2008,Sector
International bunkers,351.1535033968,0.0031369318,0.0098055176,,,,Summary1.As3,ICELAND,2009,Sector
CO2 emissions from biomass,6.56983977887582,,,,,,Summary1.As3,ICELAND,2009,Sector
International bunkers,377.1361023833667,0.00265819535,0.0105487494,,,,Summary1.As3,ICELAND,2010,Sector
CO2 emissions from biomass,7.30754989711127,,,,,,Summary1.As3,ICELAND,2010,Sector
International bunkers,471.1319344033,0.0075333578,0.0131007844,,,,Summary1.As3,ICELAND,2011,Sector
CO2 emissions from biomass,8.64943284883154,,,,,,Summary1.As3,ICELAND,2011,Sector
International bunkers,465.4671896931,0.0052459967,0.0129720712,,,,Summary1.As3,ICELAND,2012,Sector
CO2 emissions from biomass,9.94236358977673,,,,,,Summary1.As3,ICELAND,2012,Sector
CO2 captured,0.055,,,,,,Summary1.As3,ICELAND,2012,Sector
International bunkers,576.6483429329667,0.0107202264,0.0160127864,,,,Summary1.As3,ICELAND,2013,Sector
CO2 emissions from biomass,13.18780727413869,,,,,,Summary1.As3,ICELAND,2013,Sector
International bunkers,650.9060497444333,0.01065193345,0.0181180062,,,,Summary1.As3,ICELAND,2014,Sector
CO2 emissions from biomass,18.1145073688571,,,,,,Summary1.As3,ICELAND,2014,Sector
CO2 captured,2.381,,,,,,Summary1.As3,ICELAND,2014,Sector
International bunkers,821.6585408869,0.01855982575,0.0228091814,,,,Summary1.As3,ICELAND,2015,Sector
CO2 emissions from biomass,43.16282291820209,,,,,,Summary1.As3,ICELAND,2015,Sector
CO2 captured,3.911,,,,,,Summary1.As3,ICELAND,2015,Sector
International bunkers,1101.3774139851,0.0236028527,0.030558718,,,,Summary1.As3,ICELAND,2016,Sector
CO2 emissions from biomass,45.17763502317166,,,,,,Summary1.As3,ICELAND,2016,Sector
CO2 captured,6.644,,,,,,Summary1.As3,ICELAND,2016,Sector
International bunkers,1357.9792892843,0.027642608,0.0376826248,,,,Summary1.As3,ICELAND,2017,Sector
CO2 emissions from biomass,49.53467317524837,,,,,,Summary1.As3,ICELAND,2017,Sector
CO2 captured,10.168,,,,,,Summary1.As3,ICELAND,2017,Sector
International bunkers,1525.2481398494,0.0313911927,0.042346602,,,,Summary1.As3,ICELAND,2018,Sector
CO2 emissions from biomass,58.4727691565594,,,,,,Summary1.As3,ICELAND,2018,Sector
CO2 captured,12.2,,,,,,Summary1.As3,ICELAND,2018,Sector
International bunkers,1159.901177415143,0.0257889906165,0.032209237266,,,,Summary1.As3,ICELAND,2019,Sector
CO2 emissions from biomass,60.44622242857177,,,,,,Summary1.As3,ICELAND,2019,Sector
CO2 captured,9.7,,,,,,Summary1.As3,ICELAND,2019,Sector
International bunkers,338.552227021,0.00910059315,0.0093887786,,,,Summary1.As3,ICELAND,2020,Sector
CO2 emissions from biomass,64.10496812789555,,,,,,Summary1.As3,ICELAND,2020,Sector
CO2 captured,11.7,,,,,,Summary1.As3,ICELAND,2020,Sector
International bunkers,534.7659170171,0.0144654518,0.014839937,,,,Summary1.As3,ICELAND,2021,Sector
CO2 emissions from biomass,89.24800211884504,,,,,,Summary1.As3,ICELAND,2021,Sector
CO2 captured,7.536,,,,,,Summary1.As3,ICELAND,2021,Sector
