SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) GREENHOUSE GAS SOURCE AND SINK CATEGORIES,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Net CO2 emissions/removals (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CH4,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) N2O,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) HFCs(1) (kt CO2 equivalent),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Unspecified mix of HFCs and PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) SF6 (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NF3,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NOx,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CO,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NMVOC,Inventory 1990 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,SourceFile,YearFromFilename,Inventory 1991 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1992 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1993 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1994 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1995 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1996 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1997 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1998 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1999 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2000 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2001 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2002 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2003 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2004 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2005 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2006 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2007 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2008 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2009 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2010 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2011 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2012 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2013 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2014 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2015 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2016 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2017 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2018 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2019 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2020 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2021 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2
1. Energy,444736.9921027399,388.3650082760593,8.1545435465535,,,,,,1119.504713584049,1516.614709832531,309.3194679040838,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,404.9226223908754,,,,,,,,,,
A. Fuel combustion     Reference approach(2),434238.952342335,,,,,,,,,,,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),440283.7441703337,42.68038438296056,7.99133115019888,,,,,,1116.9136397137688,1497.9522271905712,132.10355348371934,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,384.9954559620573,,,,,,,,,,
1.  Energy industries,179177.2255325907,11.83909440434053,3.31635574553128,,,,,,318.9578230078736,96.99336588082737,4.80355311042735,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,235.0732685692131,,,,,,,,,,
2.  Manufacturing industries and construction                          ,47978.80297382681,2.81796849064034,0.66003769655693,,,,,,143.2158412244749,391.23401835639123,17.75058574388997,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,80.68177139570307,,,,,,,,,,
3.  Transport,119317.85760325509,6.70573481965464,3.30810558439639,,,,,,512.498505123535,678.3191252070693,79.57442584706811,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,26.8443780519387,,,,,,,,,,
4.  Other sectors,91055.78827252972,21.24539155185278,0.60769594348016,,,,,,119.51652509480945,325.4539055984045,28.86890686583916,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,37.71612310997727,,,,,,,,,,
5.  Other,2754.0697881313777,0.07219511647227,0.09913618023412,,,,,,22.72494526307603,5.95181214787883,1.10608191649473,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,4.67991483522516,,,,,,,,,,
B. Fugitive emissions from fuels,4453.247932406252,345.6846238930988,0.16321239635462,,,,,,2.59107387028005,18.66248264195961,177.2159144203645,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,19.92716642881813,,,,,,,,,,
1.  Solid fuels,379.7594148003237,97.97656749515417,0.00024556608,,,,,,0.29403928642222,8.95774769461173,25.00684549729704,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,19.50084042813651,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,4073.488517605929,247.7080563979446,0.16296683027462,,,,,,2.29703458385783,9.70473494734788,152.20906892306746,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,0.42632600068162,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,24816.63723555793,4.54001504707675,3.9391828541004,12134.882594745202,376.3728501496623,"NO,NE",0.02407621923136,2.096730672e-05,15.60962039420985,245.55525782131028,453.9331356505939,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,27.76841901672743,,,,,,,,,,
A.  Mineral industry,6552.246417963199,,,,,,,,,1.62533661080951,1.09137066390765,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,6.663,,,,,,,,,,
B.  Chemical industry,4776.894442343906,3.67499357974853,0.67387299034228,70.04594,108.41141906156832,,,,5.085210949276,26.04529586605456,18.02895146195517,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,0.8657829319824,,,,,,,,,,
C.  Metal industry,12659.001736041087,0.61638917040375,0.03538765572037,2.6351,170.25530850660323,,0.0054750495,,8.6622792471462,205.44582765661414,2.30984408428195,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,15.32140834011276,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,828.4946392097361,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",336.21061372222607,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,1.36895614905698,,,,,,,,,,
E.  Electronic industry ,,,,25.81014805599336,"NO,NE,IE","NO,NE","NO,NE,IE",2.096730672e-05,,,,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,12036.391406689208,,,,,,,,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,3.22992220803775,,97.70612258149077,,0.01860116973136,,0.0874944,2.6783008,0.23526272,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.24863229692447,,,,,,,1.77463579778765,9.76049688783206,96.05709299822303,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,3.54927159557529,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,483427.42299713567,2534.4961957293176,74.53535876362096,12755.156837064387,221.6587985790211,"NO,NE",0.02296657471597,2.096730672e-05,1192.5726911336262,1795.5366624671776,871.4945482360328,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,482.1842433467877,,,,,,,,,
1. Energy,461163.45841021993,387.27673648618486,8.73975552220548,,,,,,1145.8027141670575,1463.1801873654836,293.727345604155,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,458.60732900462915,,,,,,,,,
A. Fuel combustion     Reference approach(2),455519.64451266447,,,,,,,,,,,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),457517.23649674724,42.51483326156317,8.61533730580747,,,,,,1143.6903119199178,1445.0550741841969,122.19358075819805,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,440.4692296317362,,,,,,,,,
1.  Energy industries,190186.3947477462,11.36750035785335,3.85092446074228,,,,,,364.6760937979493,107.35330780416786,4.68553458924792,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,284.72922259203426,,,,,,,,,
2.  Manufacturing industries and construction                          ,45766.26868849832,2.67373304505877,0.63476554713176,,,,,,141.69232274642707,392.7492162029559,17.74954126302896,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,87.61422430695667,,,,,,,,,
3.  Transport,118354.78431875905,5.93819760166755,3.36950556666602,,,,,,487.08163026761014,602.9462505287715,68.99146370285212,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,24.0387946790604,,,,,,,,,
4.  Other sectors,100684.41092495568,22.46903263745879,0.66932938738466,,,,,,129.52713050583455,336.5367011968586,29.75284354986921,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,39.82723161918957,,,,,,,,,
5.  Other,2525.377816787965,0.06636961952471,0.09081234388275,,,,,,20.71313460209682,5.46959845144311,1.01419765319985,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,4.25975643449528,,,,,,,,,
B. Fugitive emissions from fuels,3646.22191347272,344.7619032246217,0.12441821639801,,,,,,2.11240224713964,18.12511318128668,171.53376484595694,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,18.13809937289299,,,,,,,,,
1.  Solid fuels,148.5674821145479,98.67282527208584,6.208812e-05,,,,,,0.15073482246667,9.89495993823833,21.37109725644738,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,17.22994096957307,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,3497.6544313581726,246.08907795253586,0.12435612827801,,,,,,1.96166742467297,8.23015324304835,150.16266758950957,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,0.90815840331992,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,26116.603569590832,4.91829957262431,3.11127749500914,12755.156837064387,221.6587985790211,"NO,NE",0.02296657471597,2.096730672e-05,15.75604869992774,261.6085000465048,452.13884620640215,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,22.7166914176682,,,,,,,,,
A.  Mineral industry,6209.5550506884365,,,,,,,,,2.23779928908006,1.13469802434149,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,4.192,,,,,,,,,
B.  Chemical industry,5396.259269062465,4.06051537408427,0.13023337593456,47.424986,105.74556449448077,,,,5.51999696255548,27.14309652168989,17.17879164331715,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,0.70041235914712,,,,,,,,,
C.  Metal industry,13732.711038249041,0.69703249891659,0.03694836233166,2.11718,14.76121039060641,,0.005526682,,8.92177873737226,222.85278073573485,2.44063750442886,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,14.11936160910215,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,778.0782115908895,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",333.49661480436026,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,1.24731744941893,,,,,,,,,
E.  Electronic industry ,,,,25.66959325427446,"NO,NE,IE","NO,NE","NO,NE,IE",2.096730672e-05,,,,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,12679.945077810113,,,,,,,,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.94409575674292,,101.1520236939339,,0.01743989271597,,0.085473,2.6164235,0.2298274,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.16075169962345,,,,,,,1.2288,6.7584,97.65827682995437,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,2.4576,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2012_13042023_170159.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,473376.85676559666,2366.788999797462,74.5133580379318,13176.893651548758,274.1761522509474,"NO,NE",0.02019341537578,2.096730672e-05,1133.7626254263027,1758.2641664857886,841.3894251666495,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,418.34096960562863,,,,,,,,
1. Energy,447132.9217394318,340.85998083563913,8.65113595789591,,,,,,1084.3666446612865,1375.7915231025079,260.1037163532717,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,392.6739351904521,,,,,,,,
A. Fuel combustion     Reference approach(2),443099.1838165428,,,,,,,,,,,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),442915.844922511,43.58338491914937,8.53298281723013,,,,,,1081.8598638113824,1356.1124653216057,111.09016538361902,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,370.6310294996526,,,,,,,,
1.  Energy industries,177979.29632870684,11.29309732598529,3.72360344359576,,,,,,346.8989152258393,103.30984925768513,4.68117578367785,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,226.9048649205427,,,,,,,,
2.  Manufacturing industries and construction                          ,44074.61077829347,2.93709576143621,0.60416914627232,,,,,,131.66326675540162,369.74952928282306,15.88319435686302,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,82.18027517560321,,,,,,,,
3.  Transport,117304.19401315339,5.3177159910776,3.46947022005815,,,,,,462.76585977439254,529.181673123949,60.42130157382617,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,19.76138413635641,,,,,,,,
4.  Other sectors,101269.04804247404,23.97544059608405,0.65337170329169,,,,,,121.66488827481396,348.9231552079787,29.18440341971207,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,38.15560159919483,,,,,,,,
5.  Other,2288.6957598833087,0.06003524456622,0.08236830401221,,,,,,18.86693378093502,4.94825844916967,0.92009024953992,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,3.62890366795544,,,,,,,,
B. Fugitive emissions from fuels,4217.076816920779,297.2765959164898,0.11815314066578,,,,,,2.50678084990401,19.67905778090218,149.0135509696527,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,22.0429056907995,,,,,,,,
1.  Solid fuels,278.37576780473466,68.18105482585328,0.00012607164,,,,,,0.20348885371111,10.18018129674273,14.80495608966232,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,21.46368476996825,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,3938.701049116044,229.0955410906365,0.11802706902578,,,,,,2.3032919961929,9.49887648415945,134.20859487999036,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,0.57922092083125,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,30319.639452665302,5.21360768406689,2.93340495673303,13176.893651548758,274.1761522509474,"NO,NE",0.02019341537578,2.096730672e-05,17.37084088364474,303.56322715310296,454.7565696620189,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,24.84410370465619,,,,,,,,
A.  Mineral industry,6626.593302489256,,,,,,,,,1.15967101013741,0.69835585578495,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,5.007,,,,,,,,
B.  Chemical industry,4921.8576534697695,4.24299700342183,0.15047638692308,30.6688,175.0577832387625,,,,4.64931444085378,24.78326141221571,15.93239760285706,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,0.77031347654613,,,,,,,,
C.  Metal industry,18042.610731102377,0.78989788719205,0.0442647292792,2.37562,6.25175670580764,,0.00453815,,11.56271461438327,269.31046598338105,3.07336107902716,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,15.59833240046376,,,,,,,,
D.  Non-energy products from fuels and solvent use ,728.5777656039002,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",334.5039147002498,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,1.3050578276463,,,,,,,,
E.  Electronic industry ,,,,25.52903845255556,"NO,NE,IE","NO,NE","NO,NE,IE",2.096730672e-05,,,,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,13118.320193096202,,,,,,,,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.73866384053075,,92.86661230637723,,0.01565526537578,,0.07711182840769,2.36047874736879,0.20734513860735,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.18071279345301,,,,,,,1.0817,5.94935,100.34119528549252,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,2.1634,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2013_13042023_170251.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,434008.9272177405,2287.2403627153226,76.4625576647936,13343.159754723687,219.21137511376557,,0.01864851157775,2.096730672e-05,1059.877203427134,1663.6982544250234,825.0341320801324,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,342.91536569420816,,,,,,,
1. Energy,408165.494681147,323.29178780062085,8.41133248346801,,,,,,1010.4274475940817,1285.7740220207897,240.76709598515694,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,316.8238894440247,,,,,,,
A. Fuel combustion     Reference approach(2),402728.3684797576,,,,,,,,,,,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),403731.52126716386,42.22807230475005,8.29355489061916,,,,,,1008.1135824341249,1266.898401237839,102.71107578541972,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,296.2800660294807,,,,,,,
1.  Energy industries,153340.51231150192,12.85110833519513,3.34189239888672,,,,,,297.3133432384081,90.79976433975683,4.60667146989884,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,160.239295008059,,,,,,,
2.  Manufacturing industries and construction                          ,43321.61528138494,3.29406695436466,0.65407860538546,,,,,,126.69515477297422,391.6110301493153,16.59394971872009,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,76.5969842564467,,,,,,,
3.  Transport,118899.41029237189,4.94307413331822,3.60647225340297,,,,,,455.6409409838413,456.11289687261814,53.86349856460928,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,18.23947703834862,,,,,,,
4.  Other sectors,86151.12430448293,21.08642050618577,0.61874375481215,,,,,,112.20131085475556,323.9787436856746,26.83911118588873,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,38.1000831438274,,,,,,,
5.  Other,2018.8590774221564,0.05340237568627,0.07236787813186,,,,,,16.26283258414563,4.39596619047405,0.80784484630278,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,3.10422658279897,,,,,,,
B. Fugitive emissions from fuels,4433.973413983125,281.06371549587084,0.11777759284885,,,,,,2.31386515995686,18.87562078295085,138.05602019973722,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,20.54382341454402,,,,,,,
1.  Solid fuels,435.48017418282745,67.27892902354053,0.00022096152,,,,,,0.26960527135556,9.43826908957213,13.45445064996674,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,20.04537351927117,,,,,,,
2.  Oil and natural gas and other emissions from energy production,3998.4932398002984,213.7847864723303,0.11755663132885,,,,,,2.0442598886013,9.43735169337872,124.60156954977047,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,0.49844989527285,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,30180.1959719624,5.07755215305834,3.00564614677622,13343.159754723687,219.21137511376557,,0.01864851157775,2.096730672e-05,17.00403878451408,319.98446499922454,453.1572796842399,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,25.32138806369191,,,,,,,
A.  Mineral industry,6744.2218746675135,,,,,,,,,1.42128309250305,1.35065718237322,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,5.189,,,,,,,
B.  Chemical industry,4332.062081979135,3.97544815804647,0.14093087544632,2.1328,92.41629165904197,,,,3.88295943957937,19.97879564411912,14.20308132749085,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,0.84757661971319,,,,,,,
C.  Metal industry,18153.14527136814,0.89937009527039,0.04449565784704,2.03164,38.30344503590323,,0.00448856,,11.98932611855819,290.5202736107433,3.11504486698334,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,15.65935657214453,,,,,,,
D.  Non-energy products from fuels and solvent use ,950.7667439476132,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",331.56767447782596,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,1.50845487183419,,,,,,,
E.  Electronic industry ,,,,25.38848365083666,"NO,NE,IE",,"NO,IE",2.096730672e-05,,,,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,13313.60683107285,,,,,,,,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.82021961348286,,88.49163841882037,,0.01415995157775,,0.07325322637652,2.24236265185908,0.19696978647909,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"NE,NO,IE",0.20273389974148,,,,,,,1.0585,5.82175,102.72385204308743,,GBR_2023_2014_13042023_170344.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,2.117,,,,,,,
