SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) GREENHOUSE GAS SOURCE AND SINK CATEGORIES,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Net CO2 emissions/removals (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CH4,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) N2O,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) HFCs(1) (kt CO2 equivalent),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Unspecified mix of HFCs and PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) SF6 (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NF3,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NOx,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CO,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NMVOC,Inventory 1990 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,SourceFile,YearFromFilename,Inventory 1991 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1992 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1993 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1994 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1995 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1996 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1997 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1998 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1999 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2000 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2001 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2002 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2003 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2004 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2005 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2006 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2007 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2008 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2009 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2010 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2011 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2012 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2013 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2014 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2015 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2016 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2017 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2018 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2019 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2020 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2021 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2
B.  Chemical industry,7762.113615267349,7.19900957962818,47.96304206439326,14807.315483431361,104.34195860981733,,,,12.03439440632588,95.93555694854096,153.57580691058783,,GBR_2023_1995_13042023_164718.xlsx,2023,,,,,36.35870873080766,,,,,,,,,,,,,,,,,,,,,,,,,,
C.  Metal industry,23989.84334057922,1.62637353410706,0.0703021204814,,299.84417160048,,0.01698125,,23.9273641653751,526.6967802998935,4.33313357008754,,GBR_2023_1995_13042023_164718.xlsx,2023,,,,,28.87278985534126,,,,,,,,,,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,1566.010284588537,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",532.9973850520828,,GBR_2023_1995_13042023_164718.xlsx,2023,,,,,2.0371770361606,,,,,,,,,,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,10.84376004090018,"NO,NE,IE","NO,NE","NO,NE,IE",1.590983377e-05,,,,,GBR_2023_1995_13042023_164718.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,801.4941806942048,0.46079419992882,,,,,,,,GBR_2023_1995_13042023_164718.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.01070908825522,,128.62599156199553,,0.03794925010729,,0.1543824,4.7258168,0.41511712,,GBR_2023_1995_13042023_164718.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.8524186774075,,,,,,,1.41723414403569,7.79478779219628,90.62461741061372,,GBR_2023_1995_13042023_164718.xlsx,2023,,,,,2.83446828807137,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_1995_13042023_164718.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_1995_13042023_164718.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,588829.4196382763,5118.021418224986,134.90755768124126,16429.438360306707,531.936901170432,"NO,NE",0.0569484059461,1.884519809e-05,2372.1104771548808,6338.097900190295,2221.900675146422,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,2164.5693448588245,,,,,,,,,,,,,,,,,,,,,,,,,
1. Energy,541713.8072169732,1092.480142700472,12.03927681650904,,,,,,2291.107595247134,5638.388325191929,1313.3967661208328,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,2078.8993577343294,,,,,,,,,,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),532342.6453999433,,,,,,,,,,,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),533006.9536396476,102.83639204279996,11.83076103718221,,,,,,2285.7006135290376,5583.649086969081,833.8952045178529,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,2068.2186369489937,,,,,,,,,,,,,,,,,,,,,,,,,
1.  Energy industries,203508.58313422962,10.77519935349093,3.83759385921644,,,,,,561.372981846061,132.66604801442688,10.94720936819075,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,1497.0955875984569,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,70083.26340757462,3.63383085802241,0.89940227465614,,,,,,289.5148926893799,437.5340364091234,27.26401662652318,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,243.9337018521831,,,,,,,,,,,,,,,,,,,,,,,,,
3.  Transport,127482.35530465136,38.73197386943333,5.86692623929426,,,,,,1173.968473133884,4196.503735778488,726.7865548328737,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,130.92747744228723,,,,,,,,,,,,,,,,,,,,,,,,,
4.  Other sectors,128120.73624566931,49.59593292112566,1.08925004733358,,,,,,230.4382771097305,808.7643515639407,67.3513214003483,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,187.9159144536036,,,,,,,,,,,,,,,,,,,,,,,,,
5.  Other,3812.01554752272,0.09945504072763,0.13758861668179,,,,,,30.4059887499826,8.18091520310184,1.54610228991704,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,8.34595560246262,,,,,,,,,,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,8706.853577325543,989.6437506576721,0.20851577932683,,,,,,5.40698171809663,54.73923822284757,479.5015616029799,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,10.68072078533605,,,,,,,,,,,,,,,,,,,,,,,,,
1.  Solid fuels,553.7547359513629,557.6112341454902,9.5904e-05,,,,,,0.43751431336066,31.44816049703289,101.02259501876676,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,10.23472261999185,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,8153.098841374179,432.0325165121818,0.20841987532683,,,,,,4.96946740473597,23.29107772581468,378.47896658421314,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,0.4459981653442,,,,,,,,,,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,44306.04709860317,10.75526359608273,49.69819594434083,16429.438360306707,531.936901170432,"NO,NE",0.0569484059461,1.884519809e-05,37.04935508685372,640.2724870565922,771.4187507739173,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,82.69238696576281,,,,,,,,,,,,,,,,,,,,,,,,,
A.  Mineral industry,9469.175308820691,,,,,,,,,3.28292638119002,3.04523570029569,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,14.4162600941901,,,,,,,,,,,,,,,,,,,,,,,,,
B.  Chemical industry,7746.86299672833,8.36371607462383,47.66342620378469,15164.017129215465,87.9241433333333,,,,11.62795049869359,95.1883943885464,144.82298849306585,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,35.22077431668898,,,,,,,,,,,,,,,,,,,,,,,,,
C.  Metal industry,25042.711563355217,1.62068806762891,0.06894100960001,,295.4262339726769,,0.01698125,,23.7364342671241,528.5416751211577,4.45243910088222,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,28.03669853701564,,,,,,,,,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,2047.2972296989342,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",525.5246318049811,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,1.96667257579604,,,,,,,,,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,12.8444337684462,"NO,NE,IE","NO,NE","NO,NE,IE",1.884519809e-05,,,,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,1252.5767973227958,1.29051328501919,,,,,,,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,1.96582873095613,,147.29601057940246,,0.0399671559461,,0.1589796,4.8665422,0.42747848,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.77085945382999,,,,,,,1.52599072103603,8.39294896569815,93.14597719469235,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,3.05198144207205,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_1996_13042023_164809.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,564783.4410595656,5019.5415428988435,135.95180120376398,18356.108004685513,446.9412735815819,"NO,NE",0.0558155329415,2.232213714e-05,2207.452039908415,6008.98300461925,2135.233647889516,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,1759.5962010575527,,,,,,,,,,,,,,,,,,,,,,,,
1. Energy,519972.88229007047,1007.5436041293833,11.63732605258719,,,,,,2131.5410964472812,5292.25798050073,1263.388334311704,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,1667.9358177811598,,,,,,,,,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,,,,,,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),512762.08018415346,94.95757559392807,11.45184257055266,,,,,,2126.616737945951,5238.626902351909,770.785773015519,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,1654.3497815623593,,,,,,,,,,,,,,,,,,,,,,,,
1.  Energy industries,192672.44681702656,11.08981596365534,3.60322685900582,,,,,,474.6302981232781,76.06090327408207,9.1255687412391,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,1159.21289385339,,,,,,,,,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,69803.5636407435,3.46310324711367,0.87471380174706,,,,,,284.6714165677346,601.5260673493866,35.27357593814431,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,202.65019460967807,,,,,,,,,,,,,,,,,,,,,,,,
3.  Transport,128225.04773015072,35.71872432780254,5.84121821240024,,,,,,1124.3913734179487,3816.3691096806906,660.8830259203012,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,116.5520721885325,,,,,,,,,,,,,,,,,,,,,,,,
4.  Other sectors,118424.22045069179,44.59387858771673,0.99956469667045,,,,,,211.68809316030857,737.0518447229986,64.00611487123734,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,167.13925563371387,,,,,,,,,,,,,,,,,,,,,,,,
5.  Other,3636.8015455409004,0.09205346763979,0.13311900072909,,,,,,31.2355566766814,7.61897732475091,1.49748754459707,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,8.79536527704486,,,,,,,,,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,7210.802105917001,912.5860285354553,0.18548348203453,,,,,,4.92435850132995,53.63107814882091,492.6025612961851,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,13.5860362188006,,,,,,,,,,,,,,,,,,,,,,,,
1.  Solid fuels,631.1653690361505,534.5149745470568,6.5448e-05,,,,,,0.37095443,32.9423441211814,95.65689707096485,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,12.45575223032087,,,,,,,,,,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,6579.636736880851,378.07105398839843,0.18541803403453,,,,,,4.55340407132995,20.68873402763951,396.9456642252203,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,1.13028398847973,,,,,,,,,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,43089.93418425033,9.43989509251557,50.3007481126406,18356.108004685513,446.9412735815819,"NO,NE",0.0558155329415,2.232213714e-05,34.27439128370048,654.9310757667887,727.8635453909553,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,90.34483430064957,,,,,,,,,,,,,,,,,,,,,,,,
A.  Mineral industry,9739.374403396352,,,,,,,,,3.11873174772954,2.89443792201808,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,18.1054955206652,,,,,,,,,,,,,,,,,,,,,,,,
B.  Chemical industry,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,,,,9.21050486423943,97.7822445155125,127.34972287099251,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,32.5971468271448,,,,,,,,,,,,,,,,,,,,,,,,
C.  Metal industry,24974.26981885538,1.65237878179306,0.07126410218431,,230.4487513406184,,0.01707625,,23.3997802232458,541.0151754243628,4.58594977835279,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,34.63860612217756,,,,,,,,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,1468.7536586592155,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",501.7461718568042,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,1.98299343823151,,,,,,,,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,15.2142317987246,"NO,NE,IE","NO,NE","NO,NE,IE",2.232213714e-05,,,,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,1801.539630773958,2.48858956147309,,,,,,,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,1.96080059798528,,169.4106481055209,,0.0387392829415,,0.15381,4.708295,0.413578,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.73230513650008,,,,,,,1.51029619621525,8.30662907918385,90.87368496278772,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,3.02059239243049,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_1997_13042023_164900.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,569367.1492088307,4881.873577704541,135.94562415593998,15373.822893074397,435.31214191674064,"NO,NE",0.05789710508732,2.567045771e-05,2159.1998514028533,5739.2874156050375,2044.6164631434497,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,1759.2849284674328,,,,,,,,,,,,,,,,,,,,,,,
1. Energy,527796.8256472688,912.5411855234728,11.7130449073548,,,,,,2084.516617959434,5068.063169104862,1214.410135212758,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,1677.23005975122,,,,,,,,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),519058.06775931595,,,,,,,,,,,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),520290.20393180277,87.08299921922809,11.52374723105924,,,,,,2079.7140187275854,5014.943733320349,717.5090811286848,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,1664.3472825155184,,,,,,,,,,,,,,,,,,,,,,,
1.  Energy industries,198442.55957229747,7.95711931621795,3.78773511294522,,,,,,472.34123856727336,92.22575191846698,6.79938031736969,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,1225.7289765819053,,,,,,,,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,71405.296497704,3.46010647405443,0.87198306383296,,,,,,294.4317006333304,628.1528567707014,36.20975190814577,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,176.9483791301493,,,,,,,,,,,,,,,,,,,,,,,
3.  Transport,127850.70178422405,32.50761339280048,5.78677723917551,,,,,,1085.2377291318921,3583.1826408774955,608.7734617233411,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,112.47318070392012,,,,,,,,,,,,,,,,,,,,,,,
4.  Other sectors,119393.33068488305,43.07257449519771,0.96320446020867,,,,,,203.9104880739287,704.3629725304047,64.44938195129093,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,142.86912748916538,,,,,,,,,,,,,,,,,,,,,,,
5.  Other,3198.315392694225,0.08558554095752,0.11404735489688,,,,,,23.792862321161,7.01951122327987,1.27710522853722,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,6.32761861037819,,,,,,,,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,7506.621715465976,825.4581863042447,0.18929767629556,,,,,,4.80259923184822,53.1194357845131,496.90105408407317,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,12.88277723570176,,,,,,,,,,,,,,,,,,,,,,,
1.  Solid fuels,296.9409774467129,455.3355149183256,0.00010854,,,,,,0.372755265,32.28367772687036,81.29798489191344,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,10.84050048409776,,,,,,,,,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,7209.680738019263,370.1226713859191,0.18918913629556,,,,,,4.42984396684822,20.83575805764274,415.60306919215975,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,2.042276751604,,,,,,,,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,40664.82431251041,7.44560923854176,51.21829114700328,15373.822893074397,435.31214191674064,"NO,NE",0.05789710508732,2.567045771e-05,34.01206102068488,613.5577043142648,689.5958952020744,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,80.6734813805699,,,,,,,,,,,,,,,,,,,,,,,
A.  Mineral industry,9849.090506251825,,,,,,,,,3.01035882985477,2.76848449351968,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,13.120812108091,,,,,,,,,,,,,,,,,,,,,,,
B.  Chemical industry,7024.247761547371,5.1578316254702,49.17191108197887,12820.74546,50.80707718867246,,,,10.50175882223419,78.8260637415033,102.4588699685927,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,31.27594492894785,,,,,,,,,,,,,,,,,,,,,,,
C.  Metal industry,22768.922024159056,1.58091937320662,0.06608896667846,,217.63684285824337,,0.01878625,,21.86364146295386,519.9744190310075,4.36400598630847,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,31.34691954162848,,,,,,,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,1022.56402055216,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",486.8591631566773,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,1.85074933090891,,,,,,,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,17.49636656853323,"NO,NE,IE","NO,NE","NO,NE,IE",2.567045771e-05,,,,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,2535.5810665058634,3.5944745953511,,,,,,,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,1.98029109834595,,163.2737472744737,,0.03911085508732,,0.107133,3.27946016666667,0.28806873333333,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.70685823986494,,,,,,,1.53952773549683,8.46740254523257,92.85730286364297,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,3.07905547099366,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_1998_13042023_164951.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,562016.9034296797,4656.257970000691,103.80261191427914,8525.733722629047,412.3438056658791,"NO,NE",0.06525650286023,2.952102637e-05,2055.2924719697385,5367.204081113949,1840.8391314256703,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,1368.2889640069768,,,,,,,,,,,,,,,,,,,,,,
1. Energy,519744.62527999846,807.1017395896392,11.46416195832012,,,,,,1980.0284000814022,4685.9257575069105,1069.8031487740752,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,1297.1135314127737,,,,,,,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),515422.28828670253,,,,,,,,,,,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),513572.28588555823,89.40190912354566,11.30967318448843,,,,,,1975.7788000858898,4646.323679880682,662.3136112938942,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,1283.2129962902018,,,,,,,,,,,,,,,,,,,,,,
1.  Energy industries,188957.708937961,12.19062134217741,3.55134318842492,,,,,,423.30447701251853,85.53569701141592,6.05059417606982,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,892.9849195616367,,,,,,,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,72135.22991343876,3.27378933702107,0.82099533542578,,,,,,278.9983568188257,487.6994023195705,29.01517592063809,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,144.07120863329615,,,,,,,,,,,,,,,,,,,,,,
3.  Transport,129465.27910168156,30.28693779722261,5.85316214750689,,,,,,1046.9309919247978,3354.8470566913315,558.8764591070162,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,103.15598139693277,,,,,,,,,,,,,,,,,,,,,,
4.  Other sectors,119859.68292135996,43.56840656291769,0.97022187807442,,,,,,201.30665170087659,711.4691023557838,67.09385470174031,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,136.45551536324382,,,,,,,,,,,,,,,,,,,,,,
5.  Other,3154.3850111169822,0.08215408420689,0.11395063505642,,,,,,25.2383226288713,6.77242150258009,1.27752738842969,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,6.54537133509235,,,,,,,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,6172.339394440237,717.6998304660935,0.15448877383169,,,,,,4.24959999551238,39.60207762622894,407.4895374801812,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,13.90053512257192,,,,,,,,,,,,,,,,,,,,,,
1.  Solid fuels,214.3218541169522,377.11750761338266,5.6052e-05,,,,,,0.3110679659589,25.33289702476691,66.99965400498861,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,9.06484644648385,,,,,,,,,,,,,,,,,,,,,,
