Main_Category,Sub_Category,Detail_Category,Year,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt)
Total national emissions and removals,Energy,                                           Sectoral approach(2),1990,550928.4105227769,129.65778749682246,12.17622975551653,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),1991,561364.4952109663,134.666319636846,12.10733110536919,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),1992,546476.2099848527,127.43002771434573,11.91851692422838,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),1993,532911.0132782923,130.22307370108547,11.77998993307841,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),1994,523985.2463865404,118.02012472754406,12.00104479428206,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),1995,514573.0265494808,102.20755664106863,12.32081999447919,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),1996,533006.9536396476,102.83639204279996,11.83076103718221,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),1997,512762.0801841535,94.95757559392808,11.45184257055266,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),1998,520290.2039318028,87.08299921922809,11.52374723105924,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),1999,513572.28588555823,89.40190912354566,11.30967318448843,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2000,523821.6738933293,80.76434465991672,11.27668139945518,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2001,536061.290783983,78.14906191008632,11.28143581812671,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2002,521682.63134939066,69.76018624749861,11.05979313374212,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2003,529926.5187706075,64.1498736107826,10.72326136474208,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2004,530255.8261122069,61.24799655714571,10.41824552321753,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2005,527767.0914892529,56.34581935137691,10.19032271811935,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2006,525926.5192912907,52.55840057039441,10.00256935384755,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2007,516047.9367646219,50.44401124870181,9.56666663501946,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2008,504941.24222497584,48.98384143453398,8.67373701519076,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2009,462679.9779429886,45.26990689308907,7.98086942824888,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2010,480667.9110033992,47.78543735373182,8.15284627161509,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2011,440283.7441703337,42.68038438296056,7.99133115019888,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2012,457517.2364967472,42.51483326156317,8.61533730580747,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2013,442915.844922511,43.58338491914937,8.53298281723013,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2014,403731.5212671639,42.22807230475005,8.29355489061916,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2015,389238.55229575833,44.18927413111785,8.36858189811008,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2016,371398.3620202012,45.41513734105338,7.8560690064118,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2017,359516.08629979065,46.58597955355199,7.81948863097603,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2018,352910.0224437842,48.35635016877593,7.93689969695842,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2019,339123.0573215368,48.03738405558216,7.82749956491882,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2020,300902.1605221364,47.06393120508916,7.16304041582231,0.0,0.0,0.0
Total national emissions and removals,Energy,                                           Sectoral approach(2),2021,323625.13247982407,49.68947872920541,7.49509616691025,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1990,238059.4909129977,9.327512466602,4.82163094417675,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1991,235358.6178685517,9.29721397493072,4.77340798677118,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1992,224541.4516384572,9.50191435455435,4.61697502670495,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1993,208802.333708318,9.9220225132317,4.17113417539241,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1994,204502.41875183815,10.0590967352788,4.0557706928745,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1995,202492.538259512,10.48807616788907,3.99012748283123,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1996,203508.5831342296,10.77519935349093,3.83759385921644,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1997,192672.44681702656,11.08981596365534,3.60322685900582,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1998,198442.55957229747,7.95711931621795,3.78773511294522,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,1999,188957.708937961,12.19062134217741,3.55134318842492,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2000,199771.1788528182,12.50142542732767,3.75241055947662,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2001,210642.63708632067,13.96597743033287,4.04922069542563,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2002,207587.6966933281,13.60747424925809,4.05969146991157,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2003,215329.6357197356,13.51090362555113,4.06804755845403,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2004,213547.9715601416,13.66764653347398,3.94483157846815,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2005,213862.0940717673,13.82099701742705,4.04662244990484,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2006,219820.61498148125,12.15343723647459,4.1333343351548,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2007,214775.86753509185,12.51559861068633,3.88160017301821,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2008,209213.45736635383,12.92580839859645,3.72113131080515,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2009,186028.3485871944,12.99551347075694,3.34769160419674,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2010,193378.97106549604,13.15473301817238,3.42655646983758,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2011,179177.2255325907,11.83909440434053,3.31635574553128,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2012,190186.3947477462,11.36750035785335,3.85092446074228,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2013,177979.29632870684,11.29309732598529,3.72360344359576,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2014,153340.51231150192,12.85110833519513,3.34189239888672,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2015,133730.07392915373,13.35231848898785,3.21683359354823,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2016,111623.03405732426,14.12576858989607,2.54743046966084,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2017,101461.66956031077,14.76759465379579,2.38737393530542,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2018,94216.7936605546,15.23052962185879,2.42493181100187,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2019,86446.96075571397,15.62069573098977,2.41044881847036,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2020,75904.16399210814,15.17225079718563,2.34714632842529,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Energy industries,2021,79042.08224085718,15.4822701484673,2.28642061468003,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1990,1698.561494434334,873.0742929216586,0.000302616,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1991,1312.1340809408694,897.8325295255721,0.000122796,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1992,1122.560923379731,890.3646176577033,8.8452e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1993,1022.2091415743452,829.103641348178,0.000150336,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1994,791.7676864289202,550.9598691629755,8.7156e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1995,737.4210967891712,602.5162563378652,9.8172e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1996,553.7547359513629,557.6112341454902,9.5904e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1997,631.1653690361505,534.5149745470568,6.5448e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1998,296.9409774467129,455.3355149183256,0.00010854,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,1999,214.3218541169522,377.11750761338266,5.6052e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2000,190.25651419344,324.4417334500996,0.0001053,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2001,197.6322326395928,288.1370138141375,7.4844e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2002,194.3148078825769,283.2029809917305,0.00012530376,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2003,185.4220100464746,233.3197148838864,0.000148068,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2004,227.727799444994,209.56127845179375,0.000253692,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2005,161.446352564963,154.7600592095866,0.0001429812,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2006,190.86835144793253,139.90052844194332,0.00015648552,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2007,245.6724778021621,113.43768111852702,0.00014433228,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2008,324.9659847952077,113.69865193717814,0.00013369536,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2009,239.6757828603894,109.95094006596764,2.516364002e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2010,296.7394861311165,102.27143627663403,0.00020002464,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2011,379.7594148003237,97.97656749515416,0.00024556608,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2012,148.5674821145479,98.67282527208584,6.208812e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2013,278.37576780473466,68.18105482585328,0.00012607164,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2014,435.48017418282745,67.27892902354053,0.00022096152,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2015,451.8412692934965,55.38099705620685,0.00024887736,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2016,349.000939350977,20.26299947312328,6.590808e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2017,360.34676868052,19.51077114366126,5.8644e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2018,320.0718017820218,18.8250453219158,3.888972e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2019,163.11390127287888,19.55890796246231,5.243292e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2020,197.1103257468459,18.98835496461727,5.489208e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1.  Solid fuels,2021,203.98758223384328,18.37490233681769,7.323048e-05,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1990,557715.5029143459,1496.8715001112016,12.32648861791229,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1991,567624.8351479645,1517.5810701402088,12.25304941615515,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1992,552920.4130407373,1498.6733222588928,12.06596797736782,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1993,539546.6466957834,1421.4490128672585,11.93485266144121,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1994,531410.7662984238,1120.7428995340747,12.19352555004721,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1995,522914.2198673837,1154.9613538814494,12.52443099020078,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1996,541713.8072169732,1092.480142700472,12.03927681650904,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1997,519972.88229007047,1007.5436041293832,11.63732605258719,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1998,527796.8256472688,912.5411855234728,11.7130449073548,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,1999,519744.62527999846,807.1017395896392,11.46416195832012,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2000,530267.7790463596,731.8201935180994,11.44070877720902,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2001,542554.4535788249,678.7806129892671,11.44525375992481,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2002,527861.3651179292,644.4903622895367,11.20957958687282,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2003,535489.7215550286,580.4150288224063,10.84964287709032,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2004,535874.7025984254,565.2589187571984,10.54871559463337,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2005,533765.6345130343,492.31197591309655,10.33784718108434,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2006,531156.247797999,458.1738269887002,10.13175071932281,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2007,521469.4019720987,437.1825019944672,9.70437584022109,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2008,509703.9239061362,418.7140560776575,8.79592902144771,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2009,467560.6168792674,411.8030283504928,8.10932414119467,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2010,485406.0617491702,404.68186757038455,8.2819389229078,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2011,444736.9921027399,388.3650082760593,8.1545435465535,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2012,461163.45841021993,387.27673648618486,8.73975552220548,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2013,447132.9217394318,340.85998083563913,8.65113595789591,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2014,408165.494681147,323.29178780062085,8.41133248346801,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2015,393879.784168174,306.3086194036188,8.48806159270164,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2016,375956.3334537399,267.5684148820002,7.97942301700532,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2017,363817.8322614321,264.9203513317465,7.9441087124557,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2018,357387.2862083253,264.62209748398834,8.0622542140013,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2019,343406.46181272925,255.9547731868476,7.95155826730183,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2020,304342.55097109143,236.7511444534617,7.2666925019615,0.0,0.0,0.0
Total national emissions and removals,Energy,1. Energy,2021,326511.76114692504,230.26855347012855,7.57899512253192,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1990,75237.16423920529,4.09634403641847,0.98284183956482,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1991,78754.59302728824,4.23589645258032,0.9826184811337,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1992,76523.4505846677,4.2362424306715,0.9758305905451,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1993,74066.51052749823,3.87727939512361,0.94357307204029,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1994,73103.39220920968,4.13416591761713,0.97910713648861,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1995,70344.6393880114,3.98586520658017,0.93770945883232,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1996,70083.26340757462,3.63383085802241,0.89940227465614,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1997,69803.5636407435,3.46310324711367,0.87471380174706,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1998,71405.296497704,3.46010647405443,0.87198306383296,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1999,72135.22991343876,3.27378933702107,0.82099533542578,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2000,74377.10037203801,3.14162359929254,0.79455247987781,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2001,73416.55327432955,3.02009650298174,0.80026848865191,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2002,66210.13241942822,2.86303081210538,0.7850135232252,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2003,66739.73236305067,3.00355019432007,0.79993566110594,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2004,65104.96295712645,3.10407884876896,0.83266088367871,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2005,66049.36977833149,2.89438819095705,0.79590702398832,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2006,63250.505277016346,2.89961256764717,0.80632351268472,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2007,61802.42163495861,2.84552032690029,0.79475725333421,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2008,56264.45775396907,2.6074602665131,0.71139633729941,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2009,49511.19768760591,2.5276557432652,0.63710641248808,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2010,51280.76945169474,2.82860238108052,0.67593304799131,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2011,47978.80297382681,2.81796849064034,0.66003769655693,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2012,45766.26868849832,2.67373304505877,0.63476554713176,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2013,44074.61077829347,2.93709576143621,0.60416914627232,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2014,43321.61528138494,3.29406695436466,0.65407860538546,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2015,42027.65315585013,3.52305880415162,0.69827351023728,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2016,42444.10024794802,3.63859960837871,0.71988118612946,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2017,42864.08748714822,4.06984025660163,0.77185826467365,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2018,42993.00953702823,4.31827925750813,0.8148589887454,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2019,42027.41553413392,4.25107863049819,0.79538594079001,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2020,40301.99438734661,4.70341164211736,0.83781873189256,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2021,43264.53152755245,4.82173284619784,0.88268353106684,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1990,5088.530897134805,494.1394196927205,0.14995624639576,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1991,4948.205856057351,485.0822209777906,0.14559551478596,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1992,5321.64213250479,480.87867688684366,0.14736260113944,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1993,5613.42427591682,462.12229781799465,0.1547123923628,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1994,6633.752225454503,451.7629056435552,0.19239359976515,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1995,7603.772221113728,450.2375409025156,0.20351282372159,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1996,8153.098841374179,432.0325165121818,0.20841987532683,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1997,6579.636736880851,378.0710539883984,0.18541803403453,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1998,7209.680738019263,370.1226713859191,0.18918913629556,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1999,5958.017540323285,340.5823228527109,0.15443272183169,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2000,6255.848638836743,326.614115408083,0.16392207775384,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2001,6295.530562202269,312.4945372650432,0.1637430977981,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2002,5984.418960655923,291.5271950503076,0.1496611493707,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2003,5377.780774374643,282.9454403277373,0.12623344434824,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2004,5391.148686773562,294.4496437482589,0.13021637941584,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2005,5837.096671216459,281.20609735213304,0.14738148176499,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2006,5038.860155260264,265.71489797636247,0.12902487995526,0.0,0.0,0.0
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2007,5175.792729674637,273.3008096272383,0.13756487292163,0.0,0.0,0.0
