Main_Category,Sub_Category,Detail_Category,Year,Sheet,GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Gas,Emissions_kt
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1996,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.89940227465614
Total national emissions and removals,Energy,3.  Transport,1996,Summary1As1_Combined,3.  Transport,N2O,5.86692623929426
Total national emissions and removals,Energy,4.  Other sectors,1996,Summary1As1_Combined,4.  Other sectors,N2O,1.08925004733358
Total national emissions and removals,Energy,5.  Other,1996,Summary1As1_Combined,5.  Other,N2O,0.13758861668179
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,1996,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.20851577932683
Total national emissions and removals,Energy,1.  Solid fuels,1996,Summary1As1_Combined,1.  Solid fuels,N2O,9.5904e-05
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1996,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.20841987532683
2.  Industrial processes and product use,Industrial processes and product use,,1996,Summary1As1_Combined,2.  Industrial processes and product use,N2O,49.69819594434083
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1996,Summary1As1_Combined,B.  Chemical industry,N2O,47.66342620378469
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1996,Summary1As1_Combined,C.  Metal industry,N2O,0.06894100960001
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1996,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,1.96582873095613
Total national emissions and removals,Total national emissions and removals,,1997,Summary1As1_Combined,Total national emissions and removals,N2O,135.95180120376398
1. Energy,Energy,,1997,Summary1As1_Combined,1. Energy,N2O,11.63732605258719
Total national emissions and removals,Energy,                                           Sectoral approach(2),1997,Summary1As1_Combined,                                           Sectoral approach(2),N2O,11.45184257055266
Total national emissions and removals,Energy,1.  Energy industries,1997,Summary1As1_Combined,1.  Energy industries,N2O,3.60322685900582
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1997,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.87471380174706
Total national emissions and removals,Energy,3.  Transport,1997,Summary1As1_Combined,3.  Transport,N2O,5.84121821240024
Total national emissions and removals,Energy,4.  Other sectors,1997,Summary1As1_Combined,4.  Other sectors,N2O,0.99956469667045
Total national emissions and removals,Energy,5.  Other,1997,Summary1As1_Combined,5.  Other,N2O,0.13311900072909
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,1997,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.18548348203453
Total national emissions and removals,Energy,1.  Solid fuels,1997,Summary1As1_Combined,1.  Solid fuels,N2O,6.5448e-05
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1997,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.18541803403453
2.  Industrial processes and product use,Industrial processes and product use,,1997,Summary1As1_Combined,2.  Industrial processes and product use,N2O,50.3007481126406
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1997,Summary1As1_Combined,B.  Chemical industry,N2O,48.26868341247101
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1997,Summary1As1_Combined,C.  Metal industry,N2O,0.07126410218431
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1997,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,1.96080059798528
Total national emissions and removals,Total national emissions and removals,,1998,Summary1As1_Combined,Total national emissions and removals,N2O,135.94562415593998
1. Energy,Energy,,1998,Summary1As1_Combined,1. Energy,N2O,11.7130449073548
Total national emissions and removals,Energy,                                           Sectoral approach(2),1998,Summary1As1_Combined,                                           Sectoral approach(2),N2O,11.52374723105924
Total national emissions and removals,Energy,1.  Energy industries,1998,Summary1As1_Combined,1.  Energy industries,N2O,3.78773511294522
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1998,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.87198306383296
Total national emissions and removals,Energy,3.  Transport,1998,Summary1As1_Combined,3.  Transport,N2O,5.78677723917551
Total national emissions and removals,Energy,4.  Other sectors,1998,Summary1As1_Combined,4.  Other sectors,N2O,0.96320446020867
Total national emissions and removals,Energy,5.  Other,1998,Summary1As1_Combined,5.  Other,N2O,0.11404735489688
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,1998,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.18929767629556
Total national emissions and removals,Energy,1.  Solid fuels,1998,Summary1As1_Combined,1.  Solid fuels,N2O,0.00010854
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1998,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.18918913629556
2.  Industrial processes and product use,Industrial processes and product use,,1998,Summary1As1_Combined,2.  Industrial processes and product use,N2O,51.21829114700328
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1998,Summary1As1_Combined,B.  Chemical industry,N2O,49.17191108197887
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1998,Summary1As1_Combined,C.  Metal industry,N2O,0.06608896667846
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1998,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,1.98029109834595
Total national emissions and removals,Total national emissions and removals,,1999,Summary1As1_Combined,Total national emissions and removals,N2O,103.80261191427914
1. Energy,Energy,,1999,Summary1As1_Combined,1. Energy,N2O,11.46416195832012
Total national emissions and removals,Energy,                                           Sectoral approach(2),1999,Summary1As1_Combined,                                           Sectoral approach(2),N2O,11.30967318448843
Total national emissions and removals,Energy,1.  Energy industries,1999,Summary1As1_Combined,1.  Energy industries,N2O,3.55134318842492
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,1999,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.82099533542578
Total national emissions and removals,Energy,3.  Transport,1999,Summary1As1_Combined,3.  Transport,N2O,5.85316214750689
Total national emissions and removals,Energy,4.  Other sectors,1999,Summary1As1_Combined,4.  Other sectors,N2O,0.97022187807442
Total national emissions and removals,Energy,5.  Other,1999,Summary1As1_Combined,5.  Other,N2O,0.11395063505642
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,1999,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.15448877383169
Total national emissions and removals,Energy,1.  Solid fuels,1999,Summary1As1_Combined,1.  Solid fuels,N2O,5.6052e-05
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,1999,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.15443272183169
2.  Industrial processes and product use,Industrial processes and product use,,1999,Summary1As1_Combined,2.  Industrial processes and product use,N2O,19.3398714066861
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1999,Summary1As1_Combined,B.  Chemical industry,N2O,17.28890421755205
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1999,Summary1As1_Combined,C.  Metal industry,N2O,0.06777811309458
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1999,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,1.98318907603947
Total national emissions and removals,Total national emissions and removals,,2000,Summary1As1_Combined,Total national emissions and removals,N2O,101.53920045003952
1. Energy,Energy,,2000,Summary1As1_Combined,1. Energy,N2O,11.44070877720902
Total national emissions and removals,Energy,                                           Sectoral approach(2),2000,Summary1As1_Combined,                                           Sectoral approach(2),N2O,11.27668139945518
Total national emissions and removals,Energy,1.  Energy industries,2000,Summary1As1_Combined,1.  Energy industries,N2O,3.75241055947662
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2000,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.79455247987781
Total national emissions and removals,Energy,3.  Transport,2000,Summary1As1_Combined,3.  Transport,N2O,5.75004230077489
Total national emissions and removals,Energy,4.  Other sectors,2000,Summary1As1_Combined,4.  Other sectors,N2O,0.87343237347857
Total national emissions and removals,Energy,5.  Other,2000,Summary1As1_Combined,5.  Other,N2O,0.10624368584729
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2000,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.16402737775384
Total national emissions and removals,Energy,1.  Solid fuels,2000,Summary1As1_Combined,1.  Solid fuels,N2O,0.0001053
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2000,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.16392207775384
2.  Industrial processes and product use,Industrial processes and product use,,2000,Summary1As1_Combined,2.  Industrial processes and product use,N2O,19.97084785339634
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2000,Summary1As1_Combined,B.  Chemical industry,N2O,17.88239429383521
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2000,Summary1As1_Combined,C.  Metal industry,N2O,0.06273504345184
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2000,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.02571851610929
Total national emissions and removals,Total national emissions and removals,,2001,Summary1As1_Combined,Total national emissions and removals,N2O,96.65904471149624
1. Energy,Energy,,2001,Summary1As1_Combined,1. Energy,N2O,11.44525375992481
Total national emissions and removals,Energy,                                           Sectoral approach(2),2001,Summary1As1_Combined,                                           Sectoral approach(2),N2O,11.28143581812671
Total national emissions and removals,Energy,1.  Energy industries,2001,Summary1As1_Combined,1.  Energy industries,N2O,4.04922069542563
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2001,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.80026848865191
Total national emissions and removals,Energy,3.  Transport,2001,Summary1As1_Combined,3.  Transport,N2O,5.46741077605824
Total national emissions and removals,Energy,4.  Other sectors,2001,Summary1As1_Combined,4.  Other sectors,N2O,0.85924725207459
Total national emissions and removals,Energy,5.  Other,2001,Summary1As1_Combined,5.  Other,N2O,0.10528860591634
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2001,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.1638179417981
Total national emissions and removals,Energy,1.  Solid fuels,2001,Summary1As1_Combined,1.  Solid fuels,N2O,7.4844e-05
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2001,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.1637430977981
2.  Industrial processes and product use,Industrial processes and product use,,2001,Summary1As1_Combined,2.  Industrial processes and product use,N2O,17.63407501395571
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2001,Summary1As1_Combined,B.  Chemical industry,N2O,15.52709404081474
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2001,Summary1As1_Combined,C.  Metal industry,N2O,0.05949717970902
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2001,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.04748379343195
Total national emissions and removals,Total national emissions and removals,,2002,Summary1As1_Combined,Total national emissions and removals,N2O,91.1035318049333
1. Energy,Energy,,2002,Summary1As1_Combined,1. Energy,N2O,11.20957958687282
Total national emissions and removals,Energy,                                           Sectoral approach(2),2002,Summary1As1_Combined,                                           Sectoral approach(2),N2O,11.05979313374212
Total national emissions and removals,Energy,1.  Energy industries,2002,Summary1As1_Combined,1.  Energy industries,N2O,4.05969146991157
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2002,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.7850135232252
Total national emissions and removals,Energy,3.  Transport,2002,Summary1As1_Combined,3.  Transport,N2O,5.33089900396497
Total national emissions and removals,Energy,4.  Other sectors,2002,Summary1As1_Combined,4.  Other sectors,N2O,0.7757402042473
Total national emissions and removals,Energy,5.  Other,2002,Summary1As1_Combined,5.  Other,N2O,0.10844893239308
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2002,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.1497864531307
Total national emissions and removals,Energy,1.  Solid fuels,2002,Summary1As1_Combined,1.  Solid fuels,N2O,0.00012530376
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2002,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.1496611493707
2.  Industrial processes and product use,Industrial processes and product use,,2002,Summary1As1_Combined,2.  Industrial processes and product use,N2O,12.26602993494076
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2002,Summary1As1_Combined,B.  Chemical industry,N2O,10.16832053363855
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2002,Summary1As1_Combined,C.  Metal industry,N2O,0.05157485649906
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2002,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.04613454480315
Total national emissions and removals,Total national emissions and removals,,2003,Summary1As1_Combined,Total national emissions and removals,N2O,89.62835714034085
1. Energy,Energy,,2003,Summary1As1_Combined,1. Energy,N2O,10.84964287709032
Total national emissions and removals,Energy,                                           Sectoral approach(2),2003,Summary1As1_Combined,                                           Sectoral approach(2),N2O,10.72326136474208
Total national emissions and removals,Energy,1.  Energy industries,2003,Summary1As1_Combined,1.  Energy industries,N2O,4.06804755845403
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2003,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.79993566110594
Total national emissions and removals,Energy,3.  Transport,2003,Summary1As1_Combined,3.  Transport,N2O,5.01471255514444
Total national emissions and removals,Energy,4.  Other sectors,2003,Summary1As1_Combined,4.  Other sectors,N2O,0.7274012477657
Total national emissions and removals,Energy,5.  Other,2003,Summary1As1_Combined,5.  Other,N2O,0.11316434227197
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2003,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.12638151234824
Total national emissions and removals,Energy,1.  Solid fuels,2003,Summary1As1_Combined,1.  Solid fuels,N2O,0.000148068
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2003,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.12623344434824
2.  Industrial processes and product use,Industrial processes and product use,,2003,Summary1As1_Combined,2.  Industrial processes and product use,N2O,11.49272387900357
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2003,Summary1As1_Combined,B.  Chemical industry,N2O,9.39120180971151
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2003,Summary1As1_Combined,C.  Metal industry,N2O,0.0559244752277
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2003,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.04559759406436
Total national emissions and removals,Total national emissions and removals,,2004,Summary1As1_Combined,Total national emissions and removals,N2O,91.36188886184772
1. Energy,Energy,,2004,Summary1As1_Combined,1. Energy,N2O,10.54871559463337
Total national emissions and removals,Energy,                                           Sectoral approach(2),2004,Summary1As1_Combined,                                           Sectoral approach(2),N2O,10.41824552321753
Total national emissions and removals,Energy,1.  Energy industries,2004,Summary1As1_Combined,1.  Energy industries,N2O,3.94483157846815
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2004,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.83266088367871
Total national emissions and removals,Energy,3.  Transport,2004,Summary1As1_Combined,3.  Transport,N2O,4.80194142934535
Total national emissions and removals,Energy,4.  Other sectors,2004,Summary1As1_Combined,4.  Other sectors,N2O,0.72774931363555
Total national emissions and removals,Energy,5.  Other,2004,Summary1As1_Combined,5.  Other,N2O,0.11106231808977
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2004,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.13047007141584
Total national emissions and removals,Energy,1.  Solid fuels,2004,Summary1As1_Combined,1.  Solid fuels,N2O,0.000253692
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2004,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.13021637941584
2.  Industrial processes and product use,Industrial processes and product use,,2004,Summary1As1_Combined,2.  Industrial processes and product use,N2O,14.56326623839524
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2004,Summary1As1_Combined,B.  Chemical industry,N2O,12.08990160698251
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2004,Summary1As1_Combined,C.  Metal industry,N2O,0.05818107277101
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2004,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.41518355864172
Total national emissions and removals,Total national emissions and removals,,2005,Summary1As1_Combined,Total national emissions and removals,N2O,87.7989264444471
1. Energy,Energy,,2005,Summary1As1_Combined,1. Energy,N2O,10.33784718108434
Total national emissions and removals,Energy,                                           Sectoral approach(2),2005,Summary1As1_Combined,                                           Sectoral approach(2),N2O,10.19032271811935
Total national emissions and removals,Energy,1.  Energy industries,2005,Summary1As1_Combined,1.  Energy industries,N2O,4.04662244990484
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2005,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.79590702398832
Total national emissions and removals,Energy,3.  Transport,2005,Summary1As1_Combined,3.  Transport,N2O,4.5564887933769
Total national emissions and removals,Energy,4.  Other sectors,2005,Summary1As1_Combined,4.  Other sectors,N2O,0.68835811581667
Total national emissions and removals,Energy,5.  Other,2005,Summary1As1_Combined,5.  Other,N2O,0.10294633503262
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2005,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.14752446296499
Total national emissions and removals,Energy,1.  Solid fuels,2005,Summary1As1_Combined,1.  Solid fuels,N2O,0.0001429812
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2005,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.14738148176499
2.  Industrial processes and product use,Industrial processes and product use,,2005,Summary1As1_Combined,2.  Industrial processes and product use,N2O,12.32065621231824
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2005,Summary1As1_Combined,B.  Chemical industry,N2O,9.50985495045854
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2005,Summary1As1_Combined,C.  Metal industry,N2O,0.05628532346957
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2005,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.75451593839013
Total national emissions and removals,Total national emissions and removals,,2006,Summary1As1_Combined,Total national emissions and removals,N2O,84.13912809202536
1. Energy,Energy,,2006,Summary1As1_Combined,1. Energy,N2O,10.13175071932281
Total national emissions and removals,Energy,                                           Sectoral approach(2),2006,Summary1As1_Combined,                                           Sectoral approach(2),N2O,10.00256935384755
Total national emissions and removals,Energy,1.  Energy industries,2006,Summary1As1_Combined,1.  Energy industries,N2O,4.1333343351548
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2006,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.80632351268472
Total national emissions and removals,Energy,3.  Transport,2006,Summary1As1_Combined,3.  Transport,N2O,4.26452525436126
Total national emissions and removals,Energy,4.  Other sectors,2006,Summary1As1_Combined,4.  Other sectors,N2O,0.67582313467796
Total national emissions and removals,Energy,5.  Other,2006,Summary1As1_Combined,5.  Other,N2O,0.12256311696881
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2006,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.12918136547526
Total national emissions and removals,Energy,1.  Solid fuels,2006,Summary1As1_Combined,1.  Solid fuels,N2O,0.00015648552
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2006,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.12902487995526
2.  Industrial processes and product use,Industrial processes and product use,,2006,Summary1As1_Combined,2.  Industrial processes and product use,N2O,10.45477653350334
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2006,Summary1As1_Combined,B.  Chemical industry,N2O,7.63861019339605
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2006,Summary1As1_Combined,C.  Metal industry,N2O,0.05278889856645
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2006,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.76337744154084
Total national emissions and removals,Total national emissions and removals,,2007,Summary1As1_Combined,Total national emissions and removals,N2O,84.18463560901452
1. Energy,Energy,,2007,Summary1As1_Combined,1. Energy,N2O,9.70437584022109
Total national emissions and removals,Energy,                                           Sectoral approach(2),2007,Summary1As1_Combined,                                           Sectoral approach(2),N2O,9.56666663501946
Total national emissions and removals,Energy,1.  Energy industries,2007,Summary1As1_Combined,1.  Energy industries,N2O,3.88160017301821
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2007,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.79475725333421
Total national emissions and removals,Energy,3.  Transport,2007,Summary1As1_Combined,3.  Transport,N2O,4.09840854119293
Total national emissions and removals,Energy,4.  Other sectors,2007,Summary1As1_Combined,4.  Other sectors,N2O,0.659594420185
Total national emissions and removals,Energy,5.  Other,2007,Summary1As1_Combined,5.  Other,N2O,0.13230624728911
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2007,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.13770920520163
Total national emissions and removals,Energy,1.  Solid fuels,2007,Summary1As1_Combined,1.  Solid fuels,N2O,0.00014433228
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2007,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.13756487292163
2.  Industrial processes and product use,Industrial processes and product use,,2007,Summary1As1_Combined,2.  Industrial processes and product use,N2O,11.90174070419308
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2007,Summary1As1_Combined,B.  Chemical industry,N2O,8.8886551767111
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2007,Summary1As1_Combined,C.  Metal industry,N2O,0.05594680105126
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2007,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.95713872643072
Total national emissions and removals,Total national emissions and removals,,2008,Summary1As1_Combined,Total national emissions and removals,N2O,82.10219333230248
1. Energy,Energy,,2008,Summary1As1_Combined,1. Energy,N2O,8.79592902144771
Total national emissions and removals,Energy,                                           Sectoral approach(2),2008,Summary1As1_Combined,                                           Sectoral approach(2),N2O,8.67373701519076
Total national emissions and removals,Energy,1.  Energy industries,2008,Summary1As1_Combined,1.  Energy industries,N2O,3.72113131080515
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2008,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.71139633729941
Total national emissions and removals,Energy,3.  Transport,2008,Summary1As1_Combined,3.  Transport,N2O,3.43232795214051
Total national emissions and removals,Energy,4.  Other sectors,2008,Summary1As1_Combined,4.  Other sectors,N2O,0.69256862821928
Total national emissions and removals,Energy,5.  Other,2008,Summary1As1_Combined,5.  Other,N2O,0.11631278672641
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2008,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.12219200625695
Total national emissions and removals,Energy,1.  Solid fuels,2008,Summary1As1_Combined,1.  Solid fuels,N2O,0.00013369536
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2008,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.12205831089695
2.  Industrial processes and product use,Industrial processes and product use,,2008,Summary1As1_Combined,2.  Industrial processes and product use,N2O,11.28686971500748
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2008,Summary1As1_Combined,B.  Chemical industry,N2O,8.09568530438516
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2008,Summary1As1_Combined,C.  Metal industry,N2O,0.05038086120797
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2008,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,3.14080354941435
Total national emissions and removals,Total national emissions and removals,,2009,Summary1As1_Combined,Total national emissions and removals,N2O,76.75023506445102
1. Energy,Energy,,2009,Summary1As1_Combined,1. Energy,N2O,8.10932414119467
Total national emissions and removals,Energy,                                           Sectoral approach(2),2009,Summary1As1_Combined,                                           Sectoral approach(2),N2O,7.98086942824888
Total national emissions and removals,Energy,1.  Energy industries,2009,Summary1As1_Combined,1.  Energy industries,N2O,3.34769160419674
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2009,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.63710641248808
Total national emissions and removals,Energy,3.  Transport,2009,Summary1As1_Combined,3.  Transport,N2O,3.23188454242907
Total national emissions and removals,Energy,4.  Other sectors,2009,Summary1As1_Combined,4.  Other sectors,N2O,0.65672019489311
Total national emissions and removals,Energy,5.  Other,2009,Summary1As1_Combined,5.  Other,N2O,0.10746667424188
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2009,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.12845471294579
Total national emissions and removals,Energy,1.  Solid fuels,2009,Summary1As1_Combined,1.  Solid fuels,N2O,2.516364002e-05
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2009,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.12842954930577
2.  Industrial processes and product use,Industrial processes and product use,,2009,Summary1As1_Combined,2.  Industrial processes and product use,N2O,6.62424261658579
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2009,Summary1As1_Combined,B.  Chemical industry,N2O,3.86342218054325
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2009,Summary1As1_Combined,C.  Metal industry,N2O,0.03682781347646
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2009,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.72399262256608
Total national emissions and removals,Total national emissions and removals,,2010,Summary1As1_Combined,Total national emissions and removals,N2O,78.20812912634254
1. Energy,Energy,,2010,Summary1As1_Combined,1. Energy,N2O,8.2819389229078
Total national emissions and removals,Energy,                                           Sectoral approach(2),2010,Summary1As1_Combined,                                           Sectoral approach(2),N2O,8.15284627161509
Total national emissions and removals,Energy,1.  Energy industries,2010,Summary1As1_Combined,1.  Energy industries,N2O,3.42655646983758
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2010,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.67593304799131
Total national emissions and removals,Energy,3.  Transport,2010,Summary1As1_Combined,3.  Transport,N2O,3.2528161868798
Total national emissions and removals,Energy,4.  Other sectors,2010,Summary1As1_Combined,4.  Other sectors,N2O,0.69257639639384
Total national emissions and removals,Energy,5.  Other,2010,Summary1As1_Combined,5.  Other,N2O,0.10496417051256
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2010,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.12909265129271
Total national emissions and removals,Energy,1.  Solid fuels,2010,Summary1As1_Combined,1.  Solid fuels,N2O,0.00020002464
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2010,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.12889262665271
2.  Industrial processes and product use,Industrial processes and product use,,2010,Summary1As1_Combined,2.  Industrial processes and product use,N2O,7.04736794375131
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2010,Summary1As1_Combined,B.  Chemical industry,N2O,4.25404307970082
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2010,Summary1As1_Combined,C.  Metal industry,N2O,0.03636697921557
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2010,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.75695788483492
