GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector,PFCs(1),SF6 (kt)
G. Harvested wood products ,-1.86825629429577,,,,Summary1.As2,LIECHTENSTEIN,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.01514926242131,,,Summary1.As2,LIECHTENSTEIN,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00143866431,7.19332155e-05,,Summary1.As2,LIECHTENSTEIN,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.00880610298446,0.0001885962,4.71490501e-06,,Summary1.As2,LIECHTENSTEIN,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.02594940115698,0.00175544306123,,Summary1.As2,LIECHTENSTEIN,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.51530229831193,,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,3.  Agriculture,,
B.  Manure management,,0.10750802407625,0.00426664828028,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.02082773508569,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,3.  Agriculture,,
H. Urea application,0.04926841020183,,,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,3.  Agriculture,,
A. Forest land (4),-3.29951351504563,,,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,3.  Agriculture,,
B. Cropland (4),4.44487973967202,,3.634056566e-05,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,3.  Agriculture,,
C. Grassland (4),1.92995990674975,,3.956299486e-05,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,3.  Agriculture,,
D. Wetlands (4),0.15542521239868,,1.185032922e-05,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,3.  Agriculture,,
E. Settlements (4),3.05529940266313,,0.00063016036695,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1.67305775100154,,,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.01428901654376,,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00132334911,6.61674555e-05,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.00954284381264,0.0002018535,5.0463375e-06,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.02608977978342,0.00181185794758,,Summary1.As2,LIECHTENSTEIN,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.52555922348321,,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,3.  Agriculture,,
B.  Manure management,,0.10785850861176,0.00438303546727,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.02038692428143,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,3.  Agriculture,,
H. Urea application,0.04950389497151,,,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,3.  Agriculture,,
A. Forest land (4),-11.71573595748975,,,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,3.  Agriculture,,
B. Cropland (4),4.43615307300536,,3.634056566e-05,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,3.  Agriculture,,
C. Grassland (4),1.92123324008308,,3.956299486e-05,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,3.  Agriculture,,
D. Wetlands (4),0.15542521239868,,1.185032922e-05,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,3.  Agriculture,,
E. Settlements (4),3.05529940266313,,0.00063016036695,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1.48168693208195,,,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.0134836038949,,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00161611425,8.08057125e-05,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.00966891351685,0.0002041128,5.10282e-06,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.02657556585655,0.00173859621067,,Summary1.As2,LIECHTENSTEIN,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.51604265062809,,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,3.  Agriculture,,
B.  Manure management,,0.10452470682072,0.00439883857867,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.0202952669011,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,3.  Agriculture,,
H. Urea application,0.04836654820808,,,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,3.  Agriculture,,
A. Forest land (4),-0.93671355367524,,,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,3.  Agriculture,,
B. Cropland (4),4.43476684274709,,3.858475083e-05,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,3.  Agriculture,,
C. Grassland (4),2.14607610452591,,5.480897876e-05,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,3.  Agriculture,,
D. Wetlands (4),0.17679811202321,,1.526100208e-05,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,3.  Agriculture,,
E. Settlements (4),3.09248518498374,,0.00063117740956,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1.29406877819671,,,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.01272884541584,,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0015127092,7.563546e-05,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01018663400973,0.0002105463,5.2636575e-06,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.02691885191104,0.00174419593111,,Summary1.As2,LIECHTENSTEIN,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.51146222844548,,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,3.  Agriculture,,
B.  Manure management,,0.10221229927581,0.00431724947502,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01942340485758,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,3.  Agriculture,,
H. Urea application,0.04217269817113,,,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,3.  Agriculture,,
A. Forest land (4),-9.15181859616934,,,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,3.  Agriculture,,
B. Cropland (4),4.43338061248885,,4.0828936e-05,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,3.  Agriculture,,
C. Grassland (4),2.36569918005021,,6.977662735e-05,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,3.  Agriculture,,
D. Wetlands (4),0.19832508336773,,1.872716943e-05,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,3.  Agriculture,,
E. Settlements (4),3.12967096730442,,0.00063219445217,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1.11012970187335,,,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.01202097133681,,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0014785611,7.3928055e-05,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01079578311376,0.0002181612,5.45403e-06,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.027839807573,0.00180314761191,,Summary1.As2,LIECHTENSTEIN,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.48737582823868,,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,3.  Agriculture,,
B.  Manure management,,0.09729606310048,0.00411076911847,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01889924709384,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,3.  Agriculture,,
H. Urea application,0.042849329187,,,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,3.  Agriculture,,
A. Forest land (4),-10.80245939265912,,,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,3.  Agriculture,,
B. Cropland (4),4.43199438223058,,4.307312117e-05,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,3.  Agriculture,,
C. Grassland (4),2.59054204449304,,8.502261126e-05,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,3.  Agriculture,,
D. Wetlands (4),0.21969798299229,,2.21378423e-05,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,3.  Agriculture,,
E. Settlements (4),3.16685674962507,,0.00063321149478,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,3.  Agriculture,,
G. Harvested wood products ,-0.92979755864497,,,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.01135656991412,,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00157544232,7.8772116e-05,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01116428602042,0.0002296149,5.7403725e-06,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.02849841733488,0.00179406828275,,Summary1.As2,LIECHTENSTEIN,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.47225087914796,,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,3.  Agriculture,,
B.  Manure management,,0.09293947479481,0.00403263068073,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01858080483426,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,3.  Agriculture,,
H. Urea application,0.04504923086782,,,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,3.  Agriculture,,
A. Forest land (4),14.11928218329286,,,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,3.  Agriculture,,
B. Cropland (4),4.43060815197231,,4.531730634e-05,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,3.  Agriculture,,
C. Grassland (4),2.81016512001731,,9.999025985e-05,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,3.  Agriculture,,
D. Wetlands (4),0.2412249543367,,2.560400966e-05,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,3.  Agriculture,,
E. Settlements (4),3.20404253194557,,0.00063422853739,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,3.  Agriculture,,
G. Harvested wood products ,-0.7530016187535,,,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.01073254371227,,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0018093855,9.0469275e-05,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01137635924499,0.0002336526,5.84131501e-06,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.02893500991373,0.00181861467964,,Summary1.As2,LIECHTENSTEIN,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.50198413800397,,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,3.  Agriculture,,
B.  Manure management,,0.09814312274104,0.00418222028409,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01896779149007,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,3.  Agriculture,,
H. Urea application,0.04472658163365,,,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,3.  Agriculture,,
A. Forest land (4),-9.27046769753174,,,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,3.  Agriculture,,
B. Cropland (4),4.42922192171408,,4.756149151e-05,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,3.  Agriculture,,
C. Grassland (4),3.03500798446017,,0.00011523624375,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,3.  Agriculture,,
D. Wetlands (4),0.26259785396126,,2.901468251e-05,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,3.  Agriculture,,
E. Settlements (4),3.24122831426625,,0.00063524558,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,3.  Agriculture,,
G. Harvested wood products ,-0.64747077987055,,,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.01014607222911,,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00153672975,7.68364875e-05,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01173832708587,0.00024009,6.00225e-06,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.02945160302676,0.0018741221114,,Summary1.As2,LIECHTENSTEIN,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.50946675421714,,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,3.  Agriculture,,
B.  Manure management,,0.09625613456568,0.00438581348144,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01955796282097,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,3.  Agriculture,,
H. Urea application,0.04828197080869,,,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,3.  Agriculture,,
A. Forest land (4),-8.81933404446641,,,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,3.  Agriculture,,
B. Cropland (4),4.42783569145577,,4.980567668e-05,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,3.  Agriculture,,
C. Grassland (4),3.25463105998452,,0.00013020389234,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,3.  Agriculture,,
D. Wetlands (4),0.28412482530571,,3.248084987e-05,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,3.  Agriculture,,
E. Settlements (4),3.2784140965869,,0.00063626262262,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,3.  Agriculture,,
G. Harvested wood products ,-0.54400933637068,,,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00959457986,,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0019266105,9.6330525e-05,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01148498128471,0.0002371455,5.9286375e-06,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.0297069424477,0.00187168017302,,Summary1.As2,LIECHTENSTEIN,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.51284219845979,,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,3.  Agriculture,,
B.  Manure management,,0.0971916617122,0.00444807044758,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.0196442600525,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,3.  Agriculture,,
H. Urea application,0.04738568783648,,,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,3.  Agriculture,,
A. Forest land (4),-5.07974743861769,,,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,3.  Agriculture,,
B. Cropland (4),4.40574316687018,,4.983445363e-05,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,3.  Agriculture,,
C. Grassland (4),3.38270633621584,,0.0001381192211,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,3.  Agriculture,,
D. Wetlands (4),0.28861214145815,,3.292462406e-05,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,3.  Agriculture,,
E. Settlements (4),3.28604009411202,,0.00063812279024,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,3.  Agriculture,,
G. Harvested wood products ,-0.44257670867256,,,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00907570836192,,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00191690286,9.5845143e-05,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01160136774593,0.0002403162,6.007905e-06,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03027751438394,0.00191503137717,,Summary1.As2,LIECHTENSTEIN,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.51850443385835,,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,3.  Agriculture,,
B.  Manure management,,0.09374181422573,0.00444906721765,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01941179212846,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,3.  Agriculture,,
H. Urea application,0.04556823271515,,,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,3.  Agriculture,,
A. Forest land (4),-3.16258443394403,,,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,3.  Agriculture,,
B. Cropland (4),4.38365064228436,,4.986323056e-05,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,3.  Agriculture,,
C. Grassland (4),3.50556182352853,,0.00014575621454,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,3.  Agriculture,,
D. Wetlands (4),0.29386981621004,,3.364587071e-05,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,3.  Agriculture,,
E. Settlements (4),3.29366609163728,,0.00063998295788,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,3.  Agriculture,,
G. Harvested wood products ,-0.34313311293585,,,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00858729311598,,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.001853550615,9.267753075e-05,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01164452277505,0.0002437464,6.09366e-06,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03078168733144,0.00194858142485,,Summary1.As2,LIECHTENSTEIN,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.53037070497397,,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,3.  Agriculture,,
B.  Manure management,,0.099455487758,0.00467945984699,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01975315487087,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,3.  Agriculture,,
H. Urea application,0.0460077720264,,,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,3.  Agriculture,,
A. Forest land (4),-3.36116363478728,,,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,3.  Agriculture,,
B. Cropland (4),4.36155811769876,,4.989200751e-05,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,3.  Agriculture,,
C. Grassland (4),3.63363709975985,,0.0001536715433,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,3.  Agriculture,,
D. Wetlands (4),0.29835713236241,,3.408964491e-05,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,3.  Agriculture,,
E. Settlements (4),3.30129208916244,,0.00064184312551,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,3.  Agriculture,,
G. Harvested wood products ,-0.24563954545686,,,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00812734260134,,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00222203331,0.0001111016655,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01137656154687,0.0002411313,6.0282825e-06,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03112847320593,0.00181272589944,,Summary1.As2,LIECHTENSTEIN,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.55854193913232,,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,3.  Agriculture,,
B.  Manure management,,0.10459878575097,0.0048798361408,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.02017021142919,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,3.  Agriculture,,
H. Urea application,0.04514907590014,,,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,3.  Agriculture,,
A. Forest land (4),1.17477827108921,,,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,3.  Agriculture,,
B. Cropland (4),4.33946559311317,,4.992078446e-05,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,3.  Agriculture,,
C. Grassland (4),3.75649258707265,,0.00016130853674,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,3.  Agriculture,,
D. Wetlands (4),0.30361480711441,,3.481089156e-05,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,3.  Agriculture,,
E. Settlements (4),3.30891808668759,,0.00064370329314,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,3.  Agriculture,,
G. Harvested wood products ,-0.150057767371,,,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00769402058907,,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.001856373015,9.281865075e-05,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01146340341379,0.0002480118,6.20029499e-06,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03152954270692,0.00196944928966,,Summary1.As2,LIECHTENSTEIN,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.56681039418372,,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,3.  Agriculture,,
B.  Manure management,,0.10727557957329,0.00500481763806,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.02033135728765,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,3.  Agriculture,,
H. Urea application,0.04468802115043,,,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,3.  Agriculture,,
A. Forest land (4),9.98412027421436,,,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,3.  Agriculture,,
B. Cropland (4),4.31737306852739,,4.994956139e-05,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,3.  Agriculture,,
C. Grassland (4),3.88456786330397,,0.0001692238655,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,3.  Agriculture,,
D. Wetlands (4),0.3081021232667,,3.525466575e-05,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,3.  Agriculture,,
E. Settlements (4),3.31654408421289,,0.00064556346076,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,3.  Agriculture,,
G. Harvested wood products ,-0.05635028965423,,,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00728563064393,,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00200314185,0.0001001570925,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01125626511628,0.0002501454,6.25363499e-06,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03192904513725,0.00195779899617,,Summary1.As2,LIECHTENSTEIN,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.57084546683548,,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,3.  Agriculture,,
B.  Manure management,,0.10797418021452,0.00513884476352,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.02048527237751,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,3.  Agriculture,,
H. Urea application,0.04701021169556,,,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,3.  Agriculture,,
A. Forest land (4),11.85591287849728,,,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,3.  Agriculture,,
B. Cropland (4),4.29528054394183,,4.997833834e-05,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,3.  Agriculture,,
C. Grassland (4),4.00742335061684,,0.00017686085894,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,3.  Agriculture,,
D. Wetlands (4),0.31335979801863,,3.597591239e-05,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,3.  Agriculture,,
E. Settlements (4),3.324170081738,,0.0006474236284,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.03551964158042,,,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
