GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Manure management,,1673.8448760236454,50.87685355487762,,,,,Summary1.As2,USA,1997,Subsector,3.  Agriculture
C.  Rice cultivation,,615.4069581153168,,,,,,Summary1.As2,USA,1997,Subsector,3.  Agriculture
D.  Agricultural soils,,,1084.7624395666735,,,,,Summary1.As2,USA,1997,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,16.00871354783868,0.58496473972191,,,,,Summary1.As2,USA,1997,Subsector,3.  Agriculture
G. Liming,4289.018381318221,,,,,,,Summary1.As2,USA,1997,Subsector,3.  Agriculture
H. Urea application,2691.1053713145243,,,,,,,Summary1.As2,USA,1997,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,1997,Subsector,3.  Agriculture
A. Forest land (4),-782776.3728657799,13.06661234565915,2.11521480687875,,,,,Summary1.As2,USA,1997,Subsector,3.  Agriculture
C. Grassland (4),-11623.900682692887,2.881696,0.26311,,,,,Summary1.As2,USA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-6244.472834870525,1788.347320590945,0.56880210142857,,,,,Summary1.As2,USA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-31507.99878907787,,4.47137458659461,,,,,Summary1.As2,USA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-114187.33370000076,,,,,,,Summary1.As2,USA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.156046816,,,,,Summary1.As2,USA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,6357.632088021696,,,,,,Summary1.As2,USA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,45.2543966555899,3.2849712,,,,,Summary1.As2,USA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,1997,Subsector,5.  Waste
A.  Enteric fermentation,,6857.977808026766,,,,,,Summary1.As2,USA,1998,Subsector,3.  Agriculture
B.  Manure management,,1809.3338061359032,51.51444480160376,,,,,Summary1.As2,USA,1998,Subsector,3.  Agriculture
C.  Rice cultivation,,682.8541011469408,,,,,,Summary1.As2,USA,1998,Subsector,3.  Agriculture
D.  Agricultural soils,,,1099.030097283768,,,,,Summary1.As2,USA,1998,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,15.13886327437876,0.5595501420838,,,,,Summary1.As2,USA,1998,Subsector,3.  Agriculture
G. Liming,4779.413330210561,,,,,,,Summary1.As2,USA,1998,Subsector,3.  Agriculture
H. Urea application,2946.535699053494,,,,,,,Summary1.As2,USA,1998,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,1998,Subsector,3.  Agriculture
A. Forest land (4),-772634.8442983443,44.55093360994487,4.42358751457364,,,,,Summary1.As2,USA,1998,Subsector,3.  Agriculture
C. Grassland (4),-24165.07124699252,5.38035,0.491248,,,,,Summary1.As2,USA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-6374.568954556149,1786.9286643128758,0.58600938428571,,,,,Summary1.As2,USA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-31409.87851133662,,3.43996402345097,,,,,Summary1.As2,USA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-119040.72326666638,,,,,,,Summary1.As2,USA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.18573376,,,,,Summary1.As2,USA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5978.761903301259,,,,,,Summary1.As2,USA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,49.18485879958989,3.5797558608,,,,,Summary1.As2,USA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,1998,Subsector,5.  Waste
A.  Enteric fermentation,,6864.331931394848,,,,,,Summary1.As2,USA,1999,Subsector,3.  Agriculture
B.  Manure management,,1810.9011921298757,53.41690710569828,,,,,Summary1.As2,USA,1999,Subsector,3.  Agriculture
C.  Rice cultivation,,707.1949194871569,,,,,,Summary1.As2,USA,1999,Subsector,3.  Agriculture
D.  Agricultural soils,,,1082.1327505728425,,,,,Summary1.As2,USA,1999,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,15.45691091482987,0.58221269855245,,,,,Summary1.As2,USA,1999,Subsector,3.  Agriculture
G. Liming,4492.915108639397,,,,,,,Summary1.As2,USA,1999,Subsector,3.  Agriculture
H. Urea application,3016.264610239196,,,,,,,Summary1.As2,USA,1999,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,1999,Subsector,3.  Agriculture
A. Forest land (4),-765984.6152948571,129.75559533851631,10.86122645914571,,,,,Summary1.As2,USA,1999,Subsector,3.  Agriculture
C. Grassland (4),-24062.080621761783,16.926084,1.545424,,,,,Summary1.As2,USA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-6391.116700268677,1786.6424527481847,0.62484767714286,,,,,Summary1.As2,USA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-32126.32537773792,,3.49737557611882,,,,,Summary1.As2,USA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-112859.86286666652,,,,,,,Summary1.As2,USA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.2111284,,,,,Summary1.As2,USA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5715.1625269104325,,,,,,Summary1.As2,USA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,55.20931893070788,4.0097686608,,,,,Summary1.As2,USA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,1999,Subsector,5.  Waste
A.  Enteric fermentation,,6792.922931117678,,,,,,Summary1.As2,USA,2000,Subsector,3.  Agriculture
B.  Manure management,,1823.4484025076024,54.73501508653358,,,,,Summary1.As2,USA,2000,Subsector,3.  Agriculture
C.  Rice cultivation,,758.7737884309025,,,,,,Summary1.As2,USA,2000,Subsector,3.  Agriculture
D.  Agricultural soils,,,1056.0832639827927,,,,,Summary1.As2,USA,2000,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,14.31373528867902,0.54022498536732,,,,,Summary1.As2,USA,2000,Subsector,3.  Agriculture
G. Liming,4368.493137894541,,,,,,,Summary1.As2,USA,2000,Subsector,3.  Agriculture
H. Urea application,3213.569236203092,,,,,,,Summary1.As2,USA,2000,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2000,Subsector,3.  Agriculture
A. Forest land (4),-763218.6126218631,276.3280329920877,18.89196808445862,,,,,Summary1.As2,USA,2000,Subsector,3.  Agriculture
C. Grassland (4),-41928.90115057692,17.106039,1.561854,,,,,Summary1.As2,USA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-6360.822021677682,1786.679608720187,0.61312955714286,,,,,Summary1.As2,USA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-31437.85019190125,,4.753233867926,,,,,Summary1.As2,USA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-93445.7681666671,,,,,,,Summary1.As2,USA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.25969,,,,,Summary1.As2,USA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5586.514847431333,,,,,,Summary1.As2,USA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,61.48714293070787,4.4806054608,,,,,Summary1.As2,USA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2000,Subsector,5.  Waste
A.  Enteric fermentation,,6751.76641969595,,,,,,Summary1.As2,USA,2001,Subsector,3.  Agriculture
B.  Manure management,,1882.248767505247,54.29123482639718,,,,,Summary1.As2,USA,2001,Subsector,3.  Agriculture
C.  Rice cultivation,,616.793623271368,,,,,,Summary1.As2,USA,2001,Subsector,3.  Agriculture
D.  Agricultural soils,,,1099.050748030594,,,,,Summary1.As2,USA,2001,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,15.0130949952214,0.56867832861365,,,,,Summary1.As2,USA,2001,Subsector,3.  Agriculture
G. Liming,4477.779811351768,,,,,,,Summary1.As2,USA,2001,Subsector,3.  Agriculture
H. Urea application,3413.8702396806675,,,,,,,Summary1.As2,USA,2001,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2001,Subsector,3.  Agriculture
A. Forest land (4),-762394.7954200474,84.22585089208772,7.20436373641574,,,,,Summary1.As2,USA,2001,Subsector,3.  Agriculture
C. Grassland (4),-33979.72600237984,8.933172,0.815637,,,,,Summary1.As2,USA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-5598.326652223298,1789.3796261300304,0.60999350142857,,,,,Summary1.As2,USA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-31103.88537341056,,4.65309023800916,,,,,Summary1.As2,USA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-98183.9066999993,,,,,,,Summary1.As2,USA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.28751416,,,,,Summary1.As2,USA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5415.283543629307,,,,,,Summary1.As2,USA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,61.85002293070788,4.5078214608,,,,,Summary1.As2,USA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2001,Subsector,5.  Waste
A.  Enteric fermentation,,6763.508725053853,,,,,,Summary1.As2,USA,2002,Subsector,3.  Agriculture
B.  Manure management,,1914.7624533735109,55.41757230761395,,,,,Summary1.As2,USA,2002,Subsector,3.  Agriculture
C.  Rice cultivation,,707.6744880942441,,,,,,Summary1.As2,USA,2002,Subsector,3.  Agriculture
D.  Agricultural soils,,,1096.2839987234172,,,,,Summary1.As2,USA,2002,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,16.54169057375782,0.61809201466401,,,,,Summary1.As2,USA,2002,Subsector,3.  Agriculture
G. Liming,5033.577155703202,,,,,,,Summary1.As2,USA,2002,Subsector,3.  Agriculture
H. Urea application,3572.323811666516,,,,,,,Summary1.As2,USA,2002,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2002,Subsector,3.  Agriculture
A. Forest land (4),-727121.1759177039,379.86781555994486,26.75271432339765,,,,,Summary1.As2,USA,2002,Subsector,3.  Agriculture
C. Grassland (4),-35591.13696128456,7.745084,0.707159,,,,,Summary1.As2,USA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-5754.3695865359,1788.9529371378082,0.64473463428571,,,,,Summary1.As2,USA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-29085.115488841773,,3.89339884227339,,,,,Summary1.As2,USA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-93728.62400000045,,,,,,,Summary1.As2,USA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.30212104,,,,,Summary1.As2,USA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5363.680506999974,,,,,,Summary1.As2,USA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,62.53949493070787,4.5595318608,,,,,Summary1.As2,USA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2002,Subsector,5.  Waste
A.  Enteric fermentation,,6768.443215160274,,,,,,Summary1.As2,USA,2003,Subsector,3.  Agriculture
B.  Manure management,,1924.334964470392,55.82831402997797,,,,,Summary1.As2,USA,2003,Subsector,3.  Agriculture
C.  Rice cultivation,,589.047414063718,,,,,,Summary1.As2,USA,2003,Subsector,3.  Agriculture
D.  Agricultural soils,,,1105.667969544121,,,,,Summary1.As2,USA,2003,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,19.75244456072268,0.739823624609,,,,,Summary1.As2,USA,2003,Subsector,3.  Agriculture
G. Liming,4585.766492797889,,,,,,,Summary1.As2,USA,2003,Subsector,3.  Agriculture
H. Urea application,3684.9782308506474,,,,,,,Summary1.As2,USA,2003,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2003,Subsector,3.  Agriculture
A. Forest land (4),-746984.1164673236,223.9398382242306,15.45492408237538,,,,,Summary1.As2,USA,2003,Subsector,3.  Agriculture
C. Grassland (4),-36844.9621449544,7.585926,0.692631,,,,,Summary1.As2,USA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-5803.242237854399,1788.4253278577917,0.68863750285714,,,,,Summary1.As2,USA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-29482.642136050505,,4.23601392361091,,,,,Summary1.As2,USA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-104067.50456666696,,,,,,,Summary1.As2,USA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.34470944,,,,,Summary1.As2,USA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5458.912708335741,,,,,,Summary1.As2,USA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,71.03088693070787,5.1963862608,,,,,Summary1.As2,USA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2003,Subsector,5.  Waste
A.  Enteric fermentation,,6642.107798777432,,,,,,Summary1.As2,USA,2004,Subsector,3.  Agriculture
B.  Manure management,,1859.1468766168132,53.75355694243468,,,,,Summary1.As2,USA,2004,Subsector,3.  Agriculture
C.  Rice cultivation,,623.8276191319388,,,,,,Summary1.As2,USA,2004,Subsector,3.  Agriculture
D.  Agricultural soils,,,1137.7640153671837,,,,,Summary1.As2,USA,2004,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,16.78855989697633,0.63451616970738,,,,,Summary1.As2,USA,2004,Subsector,3.  Agriculture
G. Liming,3828.392942941469,,,,,,,Summary1.As2,USA,2004,Subsector,3.  Agriculture
H. Urea application,3653.262175572288,,,,,,,Summary1.As2,USA,2004,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2004,Subsector,3.  Agriculture
A. Forest land (4),-647444.5019979922,593.203991084945,44.50166832883539,,,,,Summary1.As2,USA,2004,Subsector,3.  Agriculture
C. Grassland (4),-30522.16111854048,3.193828,0.291609,,,,,Summary1.As2,USA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-5713.452577077071,1787.7647336412083,0.65522814485714,,,,,Summary1.As2,USA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-30714.419480028984,,6.13063225661069,,,,,Summary1.As2,USA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-105371.13766666604,,,,,,,Summary1.As2,USA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.37458808,,,,,Summary1.As2,USA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5365.260217760208,,,,,,Summary1.As2,USA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,76.07491893070787,5.5746886608,,,,,Summary1.As2,USA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2004,Subsector,5.  Waste
A.  Enteric fermentation,,6721.72746699257,,,,,,Summary1.As2,USA,2005,Subsector,3.  Agriculture
B.  Manure management,,1959.8302846233032,54.69493048082612,,,,,Summary1.As2,USA,2005,Subsector,3.  Agriculture
C.  Rice cultivation,,719.8845769408416,,,,,,Summary1.As2,USA,2005,Subsector,3.  Agriculture
D.  Agricultural soils,,,1099.9114227343557,,,,,Summary1.As2,USA,2005,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,17.31832645096575,0.632066528893,,,,,Summary1.As2,USA,2005,Subsector,3.  Agriculture
G. Liming,4351.18953045781,,,,,,,Summary1.As2,USA,2005,Subsector,3.  Agriculture
H. Urea application,3504.4603945689328,,,,,,,Summary1.As2,USA,2005,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2005,Subsector,3.  Agriculture
A. Forest land (4),-706615.0922121794,390.0796566885163,29.31352189789199,,,,,Summary1.As2,USA,2005,Subsector,3.  Agriculture
C. Grassland (4),-29058.487764166028,12.663181,1.156203,,,,,Summary1.As2,USA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),-5781.054623526998,1787.3856278924932,0.59525414428571,,,,,Summary1.As2,USA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-31677.852196478205,,6.0475778530394,,,,,Summary1.As2,USA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-106045.87106666708,,,,,,,Summary1.As2,USA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.41583792,,,,,Summary1.As2,USA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5275.26902524077,,,,,,Summary1.As2,USA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,76.36522293070789,5.5964614608,,,,,Summary1.As2,USA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2005,Subsector,5.  Waste
A.  Enteric fermentation,,6833.165012708613,,,,,,Summary1.As2,USA,2006,Subsector,3.  Agriculture
B.  Manure management,,1959.7971374051256,57.19712560811488,,,,,Summary1.As2,USA,2006,Subsector,3.  Agriculture
C.  Rice cultivation,,589.5853522777642,,,,,,Summary1.As2,USA,2006,Subsector,3.  Agriculture
D.  Agricultural soils,,,1088.417624037809,,,,,Summary1.As2,USA,2006,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,15.01604141162357,0.55014726957505,,,,,Summary1.As2,USA,2006,Subsector,3.  Agriculture
G. Liming,4219.592600347825,,,,,,,Summary1.As2,USA,2006,Subsector,3.  Agriculture
H. Urea application,3655.527605431068,,,,,,,Summary1.As2,USA,2006,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2006,Subsector,3.  Agriculture
A. Forest land (4),-738526.9263667972,198.74573508494484,14.3375546514769,,,,,Summary1.As2,USA,2006,Subsector,3.  Agriculture
C. Grassland (4),-42899.13340581084,32.367409,2.955286,,,,,Summary1.As2,USA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),2873.693366303189,1786.6067193369934,0.58900816857143,,,,,Summary1.As2,USA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-32042.938999691767,,6.17376454415089,,,,,Summary1.As2,USA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-100279.68316666696,,,,,,,Summary1.As2,USA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.44606136,,,,,Summary1.As2,USA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5187.545304244268,,,,,,Summary1.As2,USA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,77.34532499626685,5.6590582608,,,,,Summary1.As2,USA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2006,Subsector,5.  Waste
A.  Enteric fermentation,,6946.990367762156,,,,,,Summary1.As2,USA,2007,Subsector,3.  Agriculture
B.  Manure management,,2135.9403877132786,57.49558020432992,,,,,Summary1.As2,USA,2007,Subsector,3.  Agriculture
C.  Rice cultivation,,636.959714746284,,,,,,Summary1.As2,USA,2007,Subsector,3.  Agriculture
D.  Agricultural soils,,,1123.7249230283437,,,,,Summary1.As2,USA,2007,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,16.4104893173795,0.59912245214442,,,,,Summary1.As2,USA,2007,Subsector,3.  Agriculture
G. Liming,4464.100525785952,,,,,,,Summary1.As2,USA,2007,Subsector,3.  Agriculture
H. Urea application,3757.4037756206712,,,,,,,Summary1.As2,USA,2007,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2007,Subsector,3.  Agriculture
A. Forest land (4),-733801.5560921541,322.8448400670877,21.69018742845803,,,,,Summary1.As2,USA,2007,Subsector,3.  Agriculture
C. Grassland (4),-27585.451519844333,20.38002,1.860783,,,,,Summary1.As2,USA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),3236.5006534432914,1786.7194660322082,0.60761546785714,,,,,Summary1.As2,USA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-33312.8435846814,,6.30035598739435,,,,,Summary1.As2,USA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-76112.92076666656,,,,,,,Summary1.As2,USA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.47998056,,,,,Summary1.As2,USA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5100.36450471823,,,,,,Summary1.As2,USA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,80.72786616106686,5.91274884816,,,,,Summary1.As2,USA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2007,Subsector,5.  Waste
A.  Enteric fermentation,,6920.69603636364,,,,,,Summary1.As2,USA,2008,Subsector,3.  Agriculture
B.  Manure management,,2065.49191998192,56.78376844742951,,,,,Summary1.As2,USA,2008,Subsector,3.  Agriculture
C.  Rice cultivation,,563.0866223779861,,,,,,Summary1.As2,USA,2008,Subsector,3.  Agriculture
D.  Agricultural soils,,,1111.2274257278305,,,,,Summary1.As2,USA,2008,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,16.86217312226944,0.61594103971178,,,,,Summary1.As2,USA,2008,Subsector,3.  Agriculture
G. Liming,5024.858694021058,,,,,,,Summary1.As2,USA,2008,Subsector,3.  Agriculture
H. Urea application,3612.776148175028,,,,,,,Summary1.As2,USA,2008,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2008,Subsector,3.  Agriculture
A. Forest land (4),-738302.6238716085,161.1368772420877,11.69764217891086,,,,,Summary1.As2,USA,2008,Subsector,3.  Agriculture
C. Grassland (4),-31485.114148622728,10.178819,0.92937,,,,,Summary1.As2,USA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),3207.0770113460494,1786.717616214602,0.57084001,,,,,Summary1.As2,USA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-36462.91100089815,,6.10173937481648,,,,,Summary1.As2,USA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-54467.90800000012,,,,,,,Summary1.As2,USA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.521668,,,,,Summary1.As2,USA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,5014.852960210665,,,,,,Summary1.As2,USA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,82.57953235774382,6.01889124816,,,,,Summary1.As2,USA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2008,Subsector,5.  Waste
A.  Enteric fermentation,,6884.260870396698,,,,,,Summary1.As2,USA,2009,Subsector,3.  Agriculture
B.  Manure management,,2022.2444000975756,56.56173831419062,,,,,Summary1.As2,USA,2009,Subsector,3.  Agriculture
C.  Rice cultivation,,648.6442356524342,,,,,,Summary1.As2,USA,2009,Subsector,3.  Agriculture
D.  Agricultural soils,,,1114.5381588512316,,,,,Summary1.As2,USA,2009,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,15.69745265018539,0.58278593118761,,,,,Summary1.As2,USA,2009,Subsector,3.  Agriculture
G. Liming,3669.116930761796,,,,,,,Summary1.As2,USA,2009,Subsector,3.  Agriculture
H. Urea application,3555.170425836887,,,,,,,Summary1.As2,USA,2009,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2009,Subsector,3.  Agriculture
A. Forest land (4),-703050.632813594,264.99750148494485,20.46545623977879,,,,,Summary1.As2,USA,2009,Subsector,3.  Agriculture
C. Grassland (4),-29995.384589154877,14.627457,1.33555,,,,,Summary1.As2,USA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),3222.1923995187035,1786.660282531529,0.5246688,,,,,Summary1.As2,USA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),-38430.72485249954,,5.67659123270931,,,,,Summary1.As2,USA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-60842.804000000375,,,,,,,Summary1.As2,USA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,2.55650704,,,,,Summary1.As2,USA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,4928.909206329252,,,,,,Summary1.As2,USA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,77.9716084888618,5.65147524816,,,,,Summary1.As2,USA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,,,,,Summary1.As2,USA,2009,Subsector,5.  Waste
A.  Enteric fermentation,,6815.51639990769,,,,,,Summary1.As2,USA,2010,Subsector,3.  Agriculture
B.  Manure management,,2091.122019195175,56.78710789553653,,,,,Summary1.As2,USA,2010,Subsector,3.  Agriculture
C.  Rice cultivation,,757.0572472732194,,,,,,Summary1.As2,USA,2010,Subsector,3.  Agriculture
D.  Agricultural soils,,,1117.3752680175714,,,,,Summary1.As2,USA,2010,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,18.27104034359708,0.66412078313232,,,,,Summary1.As2,USA,2010,Subsector,3.  Agriculture
G. Liming,4783.613660701564,,,,,,,Summary1.As2,USA,2010,Subsector,3.  Agriculture
H. Urea application,3777.928545526021,,,,,,,Summary1.As2,USA,2010,Subsector,3.  Agriculture
J.  Other ,,,,,,,,Summary1.As2,USA,2010,Subsector,3.  Agriculture
A. Forest land (4),-726670.1713658363,70.41973517423058,6.85054041631313,,,,,Summary1.As2,USA,2010,Subsector,3.  Agriculture
