GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),SF6 (kt)
G. Liming,7.67385188551667,,,Summary1.As2,LITHUANIA,2000,Subsector,3.  Agriculture,,
H. Urea application,27.55345453725796,,,Summary1.As2,LITHUANIA,2000,Subsector,3.  Agriculture,,
A. Forest land (4),-9362.26490404716,0.04776758040784,0.09798716272876,Summary1.As2,LITHUANIA,2000,Subsector,3.  Agriculture,,
B. Cropland (4),2067.646420389259,0.002061072,0.15504043639014,Summary1.As2,LITHUANIA,2000,Subsector,3.  Agriculture,,
C. Grassland (4),-1889.7720824675216,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,2000,Subsector,3.  Agriculture,,
D. Wetlands (4),460.3410533333338,,0.01995670285714,Summary1.As2,LITHUANIA,2000,Subsector,3.  Agriculture,,
F. Other land (4),37.23141691101415,,0.00962724245925,Summary1.As2,LITHUANIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1268.8314666974982,,,Summary1.As2,LITHUANIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,45.44013165771089,,Summary1.As2,LITHUANIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.07771513035723,0.00153810782143,Summary1.As2,LITHUANIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),1.13395571666667,6.749016e-05,0.0001124836,Summary1.As2,LITHUANIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,12.63957549687469,0.21851550724608,Summary1.As2,LITHUANIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,65.67899915564925,,Summary1.As2,LITHUANIA,2001,Subsector,3.  Agriculture,,
B.  Manure management,,11.02799446749796,0.63637055626251,Summary1.As2,LITHUANIA,2001,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.62837450569901,Summary1.As2,LITHUANIA,2001,Subsector,3.  Agriculture,,
G. Liming,5.58735004146,,,Summary1.As2,LITHUANIA,2001,Subsector,3.  Agriculture,,
H. Urea application,28.67808533469706,,,Summary1.As2,LITHUANIA,2001,Subsector,3.  Agriculture,,
A. Forest land (4),-6893.99021046401,0.01623165954239,0.09643338813352,Summary1.As2,LITHUANIA,2001,Subsector,3.  Agriculture,,
B. Cropland (4),1814.316625119404,0.002061072,0.14154249496469,Summary1.As2,LITHUANIA,2001,Subsector,3.  Agriculture,,
C. Grassland (4),-1917.722165223901,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,2001,Subsector,3.  Agriculture,,
D. Wetlands (4),466.7608586666671,,0.02001904457143,Summary1.As2,LITHUANIA,2001,Subsector,3.  Agriculture,,
F. Other land (4),52.90269090202585,,0.01109111826027,Summary1.As2,LITHUANIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1232.1703316882767,,,Summary1.As2,LITHUANIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,46.91626032913253,,Summary1.As2,LITHUANIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0814375937331,0.00172425562399,Summary1.As2,LITHUANIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),1.54198678333333,9.236424e-05,0.0001539404,Summary1.As2,LITHUANIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,12.34725385885388,0.21722399060076,Summary1.As2,LITHUANIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,67.11074991287813,,Summary1.As2,LITHUANIA,2002,Subsector,3.  Agriculture,,
B.  Manure management,,11.63634168184527,0.66003769919346,Summary1.As2,LITHUANIA,2002,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.89560821962041,Summary1.As2,LITHUANIA,2002,Subsector,3.  Agriculture,,
G. Liming,9.05291411277,,,Summary1.As2,LITHUANIA,2002,Subsector,3.  Agriculture,,
H. Urea application,32.33313542637414,,,Summary1.As2,LITHUANIA,2002,Subsector,3.  Agriculture,,
A. Forest land (4),-6130.998616979204,0.1090109141536,0.10183292952867,Summary1.As2,LITHUANIA,2002,Subsector,3.  Agriculture,,
B. Cropland (4),1682.610289075944,0.002061072,0.13043780556503,Summary1.As2,LITHUANIA,2002,Subsector,3.  Agriculture,,
C. Grassland (4),-1860.8467928636971,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,2002,Subsector,3.  Agriculture,,
D. Wetlands (4),838.4382453333341,,0.01631474742857,Summary1.As2,LITHUANIA,2002,Subsector,3.  Agriculture,,
F. Other land (4),42.38023984529889,,0.01109111826027,Summary1.As2,LITHUANIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1336.9300419989163,,,Summary1.As2,LITHUANIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,47.3814063212284,,Summary1.As2,LITHUANIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.09660252931701,0.00193293175902,Summary1.As2,LITHUANIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),1.38293805833334,8.24076e-05,0.000137346,Summary1.As2,LITHUANIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,11.79989908413107,0.21598483241412,Summary1.As2,LITHUANIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,69.38403989557703,,Summary1.As2,LITHUANIA,2003,Subsector,3.  Agriculture,,
B.  Manure management,,11.96707898882051,0.68539924238344,Summary1.As2,LITHUANIA,2003,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.923586742995,Summary1.As2,LITHUANIA,2003,Subsector,3.  Agriculture,,
G. Liming,8.14844036424,,,Summary1.As2,LITHUANIA,2003,Subsector,3.  Agriculture,,
H. Urea application,32.61429312573391,,,Summary1.As2,LITHUANIA,2003,Subsector,3.  Agriculture,,
A. Forest land (4),-4976.649198208227,0.06370130414434,0.09961258902626,Summary1.As2,LITHUANIA,2003,Subsector,3.  Agriculture,,
B. Cropland (4),1424.773225093768,0.002061072,0.12086479746187,Summary1.As2,LITHUANIA,2003,Subsector,3.  Agriculture,,
C. Grassland (4),-1752.9033190367006,0.0985501953,0.00899806131,Summary1.As2,LITHUANIA,2003,Subsector,3.  Agriculture,,
D. Wetlands (4),756.5149274205228,,0.04413870876942,Summary1.As2,LITHUANIA,2003,Subsector,3.  Agriculture,,
F. Other land (4),58.05151383631055,,0.01255499406128,Summary1.As2,LITHUANIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1518.4207621360456,,,Summary1.As2,LITHUANIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,47.82167578522348,,Summary1.As2,LITHUANIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.11711737821878,0.00216686269313,Summary1.As2,LITHUANIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),3.69845868333333,0.00022010028,0.0003668338,Summary1.As2,LITHUANIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,10.97702290678006,0.21631629232424,Summary1.As2,LITHUANIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,70.47545389568425,,Summary1.As2,LITHUANIA,2004,Subsector,3.  Agriculture,,
B.  Manure management,,11.90973715252657,0.69530113775533,Summary1.As2,LITHUANIA,2004,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.98678884915,Summary1.As2,LITHUANIA,2004,Subsector,3.  Agriculture,,
G. Liming,7.90116669657333,,,Summary1.As2,LITHUANIA,2004,Subsector,3.  Agriculture,,
H. Urea application,32.89545082509369,,,Summary1.As2,LITHUANIA,2004,Subsector,3.  Agriculture,,
A. Forest land (4),-4794.196437823685,0.03697909120147,0.09824879837334,Summary1.As2,LITHUANIA,2004,Subsector,3.  Agriculture,,
B. Cropland (4),1421.5175641663,0.001875744,0.11607348861029,Summary1.As2,LITHUANIA,2004,Subsector,3.  Agriculture,,
C. Grassland (4),-1680.625203399973,0.11902546,0.010867542,Summary1.As2,LITHUANIA,2004,Subsector,3.  Agriculture,,
D. Wetlands (4),856.4053842182724,,0.07482185799597,Summary1.As2,LITHUANIA,2004,Subsector,3.  Agriculture,,
F. Other land (4),42.21028893515299,,0.01117967370996,Summary1.As2,LITHUANIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1334.1640664841202,,,Summary1.As2,LITHUANIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,46.97098620355764,,Summary1.As2,LITHUANIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.111618,0.00246,Summary1.As2,LITHUANIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),1.911490075,0.00011396064,0.0001899344,Summary1.As2,LITHUANIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,10.68092943021699,0.2159562059941,Summary1.As2,LITHUANIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,69.8916419173957,,Summary1.As2,LITHUANIA,2005,Subsector,3.  Agriculture,,
B.  Manure management,,12.02300230269523,0.69491227697551,Summary1.As2,LITHUANIA,2005,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,6.03814262506994,Summary1.As2,LITHUANIA,2005,Subsector,3.  Agriculture,,
G. Liming,6.91993115322667,,,Summary1.As2,LITHUANIA,2005,Subsector,3.  Agriculture,,
H. Urea application,44.95472217340069,,,Summary1.As2,LITHUANIA,2005,Subsector,3.  Agriculture,,
A. Forest land (4),-4336.631323167094,0.00742502763303,0.09680465843708,Summary1.As2,LITHUANIA,2005,Subsector,3.  Agriculture,,
B. Cropland (4),1470.1224335513407,0.005666544,0.11301267593624,Summary1.As2,LITHUANIA,2005,Subsector,3.  Agriculture,,
C. Grassland (4),-1653.5705091584189,0.02665861,0.002434047,Summary1.As2,LITHUANIA,2005,Subsector,3.  Agriculture,,
D. Wetlands (4),884.0149898748294,,0.01564713668571,Summary1.As2,LITHUANIA,2005,Subsector,3.  Agriculture,,
F. Other land (4),42.21028893515299,,0.01117967370996,Summary1.As2,LITHUANIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1209.5320832581874,,,Summary1.As2,LITHUANIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,46.09377723491368,,Summary1.As2,LITHUANIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.122883,0.0025128,Summary1.As2,LITHUANIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),3.60080105,0.00021568566,0.0003594761,Summary1.As2,LITHUANIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,9.92027696715632,0.2144903867737,Summary1.As2,LITHUANIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,71.51220892024811,,Summary1.As2,LITHUANIA,2006,Subsector,3.  Agriculture,,
B.  Manure management,,12.25710272797078,0.71031895277481,Summary1.As2,LITHUANIA,2006,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,5.89385672090931,Summary1.As2,LITHUANIA,2006,Subsector,3.  Agriculture,,
G. Liming,7.26300569456,,,Summary1.As2,LITHUANIA,2006,Subsector,3.  Agriculture,,
H. Urea application,32.67639026951637,,,Summary1.As2,LITHUANIA,2006,Subsector,3.  Agriculture,,
A. Forest land (4),-4498.9932905044125,0.17515412353051,0.10635036126509,Summary1.As2,LITHUANIA,2006,Subsector,3.  Agriculture,,
B. Cropland (4),2025.489662110064,0.001140048,0.12380855157385,Summary1.As2,LITHUANIA,2006,Subsector,3.  Agriculture,,
C. Grassland (4),-1595.126533609805,0.30762546,0.028087542,Summary1.As2,LITHUANIA,2006,Subsector,3.  Agriculture,,
D. Wetlands (4),789.9299562106115,,0.01617942857143,Summary1.As2,LITHUANIA,2006,Subsector,3.  Agriculture,,
F. Other land (4),42.21028893515299,,0.01117967370996,Summary1.As2,LITHUANIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1174.2155441856414,,,Summary1.As2,LITHUANIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,45.388599483101,,Summary1.As2,LITHUANIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.130354,0.0025872,Summary1.As2,LITHUANIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),3.28644525,0.000196599,0.000327665,Summary1.As2,LITHUANIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,9.23952187146205,0.2130838030999,Summary1.As2,LITHUANIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,72.31044081338723,,Summary1.As2,LITHUANIA,2007,Subsector,3.  Agriculture,,
B.  Manure management,,11.82155172804672,0.6988390038916,Summary1.As2,LITHUANIA,2007,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,6.34362087405434,Summary1.As2,LITHUANIA,2007,Subsector,3.  Agriculture,,
G. Liming,6.719632220884,,,Summary1.As2,LITHUANIA,2007,Subsector,3.  Agriculture,,
H. Urea application,45.85647031023483,,,Summary1.As2,LITHUANIA,2007,Subsector,3.  Agriculture,,
A. Forest land (4),-5720.362255139126,0.00554978461949,0.09723506557178,Summary1.As2,LITHUANIA,2007,Subsector,3.  Agriculture,,
B. Cropland (4),2005.6850003994607,0.001078272,0.13615613042692,Summary1.As2,LITHUANIA,2007,Subsector,3.  Agriculture,,
C. Grassland (4),-1495.340378136142,0.02813912,0.002569224,Summary1.As2,LITHUANIA,2007,Subsector,3.  Agriculture,,
D. Wetlands (4),523.3083344081624,,0.01584,Summary1.As2,LITHUANIA,2007,Subsector,3.  Agriculture,,
F. Other land (4),42.21028893515299,,0.01117967370996,Summary1.As2,LITHUANIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1396.5553647864983,,,Summary1.As2,LITHUANIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,44.68020939542765,,Summary1.As2,LITHUANIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.194007,0.0052848,Summary1.As2,LITHUANIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.66002429166667,4.2099e-05,7.0165e-05,Summary1.As2,LITHUANIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,8.874537959048,0.21253425910662,Summary1.As2,LITHUANIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,70.87485381450878,,Summary1.As2,LITHUANIA,2008,Subsector,3.  Agriculture,,
B.  Manure management,,11.24305500034966,0.67200880238171,Summary1.As2,LITHUANIA,2008,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,6.23093731931042,Summary1.As2,LITHUANIA,2008,Subsector,3.  Agriculture,,
G. Liming,10.64224105453667,,,Summary1.As2,LITHUANIA,2008,Subsector,3.  Agriculture,,
H. Urea application,31.18356374807988,,,Summary1.As2,LITHUANIA,2008,Subsector,3.  Agriculture,,
A. Forest land (4),-7319.96493486196,0.01641567871661,0.0980650764352,Summary1.As2,LITHUANIA,2008,Subsector,3.  Agriculture,,
B. Cropland (4),2000.8682754927245,0.001111968,0.14812326415587,Summary1.As2,LITHUANIA,2008,Subsector,3.  Agriculture,,
C. Grassland (4),-1443.2736340378583,0.04685767,0.004278309,Summary1.As2,LITHUANIA,2008,Subsector,3.  Agriculture,,
D. Wetlands (4),871.0346688163247,,0.01572685714286,Summary1.As2,LITHUANIA,2008,Subsector,3.  Agriculture,,
F. Other land (4),73.55283691717631,,0.01410742531198,Summary1.As2,LITHUANIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-993.2933032628844,,,Summary1.As2,LITHUANIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,40.94811858065931,,Summary1.As2,LITHUANIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.168921,0.0035304,Summary1.As2,LITHUANIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.64147031666667,4.195308e-05,6.99218e-05,Summary1.As2,LITHUANIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,9.41968558015349,0.20252235451883,Summary1.As2,LITHUANIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,69.39292962764611,,Summary1.As2,LITHUANIA,2009,Subsector,3.  Agriculture,,
B.  Manure management,,11.0275233154763,0.65618370133565,Summary1.As2,LITHUANIA,2009,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,6.63957916926477,Summary1.As2,LITHUANIA,2009,Subsector,3.  Agriculture,,
G. Liming,6.85502405214,,,Summary1.As2,LITHUANIA,2009,Subsector,3.  Agriculture,,
H. Urea application,40.5152585765489,,,Summary1.As2,LITHUANIA,2009,Subsector,3.  Agriculture,,
A. Forest land (4),-8525.824038395194,0.04604860764543,0.10002864654755,Summary1.As2,LITHUANIA,2009,Subsector,3.  Agriculture,,
B. Cropland (4),1747.712500226746,0.002403648,0.15658099928665,Summary1.As2,LITHUANIA,2009,Subsector,3.  Agriculture,,
C. Grassland (4),-1373.0099957637867,0.11000095,0.010043565,Summary1.As2,LITHUANIA,2009,Subsector,3.  Agriculture,,
D. Wetlands (4),891.3604098267832,,0.01584339428571,Summary1.As2,LITHUANIA,2009,Subsector,3.  Agriculture,,
F. Other land (4),83.8504827857458,,0.01703517691401,Summary1.As2,LITHUANIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-763.9604770321325,,,Summary1.As2,LITHUANIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,40.67941849772444,,Summary1.As2,LITHUANIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.20967,0.0038568,Summary1.As2,LITHUANIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.7000961,4.571856e-05,7.61976e-05,Summary1.As2,LITHUANIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,8.6467501293788,0.19253540548205,Summary1.As2,LITHUANIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,68.38081985686988,,Summary1.As2,LITHUANIA,2010,Subsector,3.  Agriculture,,
B.  Manure management,,11.00805880744354,0.65101429855316,Summary1.As2,LITHUANIA,2010,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,6.63341833537186,Summary1.As2,LITHUANIA,2010,Subsector,3.  Agriculture,,
G. Liming,6.29209076129333,,,Summary1.As2,LITHUANIA,2010,Subsector,3.  Agriculture,,
H. Urea application,31.64203789042498,,,Summary1.As2,LITHUANIA,2010,Subsector,3.  Agriculture,,
A. Forest land (4),-9652.968312378302,0.00314000971892,0.09815097026888,Summary1.As2,LITHUANIA,2010,Subsector,3.  Agriculture,,
B. Cropland (4),1102.425293773329,0.001156896,0.15109206146785,Summary1.As2,LITHUANIA,2010,Subsector,3.  Agriculture,,
C. Grassland (4),-1836.820064762907,0.05154438,0.004706226,Summary1.As2,LITHUANIA,2010,Subsector,3.  Agriculture,,
D. Wetlands (4),543.9493033333338,,0.01584,Summary1.As2,LITHUANIA,2010,Subsector,3.  Agriculture,,
F. Other land (4),62.80558067229191,,0.01703517691401,Summary1.As2,LITHUANIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1317.4479691585964,,,Summary1.As2,LITHUANIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,40.0817827321247,,Summary1.As2,LITHUANIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.425336,0.004584,Summary1.As2,LITHUANIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),1.463174075,9.08355e-05,0.0001513925,Summary1.As2,LITHUANIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,8.06464984405458,0.18095022978373,Summary1.As2,LITHUANIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,67.78734136728428,,Summary1.As2,LITHUANIA,2011,Subsector,3.  Agriculture,,
B.  Manure management,,10.89297746080453,0.64044319762376,Summary1.As2,LITHUANIA,2011,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,6.84663004902331,Summary1.As2,LITHUANIA,2011,Subsector,3.  Agriculture,,
G. Liming,8.74969475424,,,Summary1.As2,LITHUANIA,2011,Subsector,3.  Agriculture,,
H. Urea application,29.90783410138248,,,Summary1.As2,LITHUANIA,2011,Subsector,3.  Agriculture,,
A. Forest land (4),-10201.036821374795,0.04276255096284,0.10068623380351,Summary1.As2,LITHUANIA,2011,Subsector,3.  Agriculture,,
B. Cropland (4),1293.0383966584125,0.001156896,0.15300666308848,Summary1.As2,LITHUANIA,2011,Subsector,3.  Agriculture,,
C. Grassland (4),-1499.4734380448317,0.05154438,0.004706226,Summary1.As2,LITHUANIA,2011,Subsector,3.  Agriculture,,
D. Wetlands (4),634.8896766666672,,0.01558882285714,Summary1.As2,LITHUANIA,2011,Subsector,3.  Agriculture,,
F. Other land (4),62.80558067229191,,0.01703517691401,Summary1.As2,LITHUANIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1471.4855602049058,,,Summary1.As2,LITHUANIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,37.80489344783733,,Summary1.As2,LITHUANIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.32231,0.0056304,Summary1.As2,LITHUANIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),4.44963685833333,0.00026690286,0.0004448381,Summary1.As2,LITHUANIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.85226819518133,0.16948897650098,Summary1.As2,LITHUANIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,67.21168365382734,,Summary1.As2,LITHUANIA,2012,Subsector,3.  Agriculture,,
B.  Manure management,,10.77282922758994,0.63574165336794,Summary1.As2,LITHUANIA,2012,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.14813806206855,Summary1.As2,LITHUANIA,2012,Subsector,3.  Agriculture,,
G. Liming,11.16636894824,,,Summary1.As2,LITHUANIA,2012,Subsector,3.  Agriculture,,
H. Urea application,29.90783410138248,,,Summary1.As2,LITHUANIA,2012,Subsector,3.  Agriculture,,
A. Forest land (4),-9875.00421516896,0.00296329289288,0.09875164470991,Summary1.As2,LITHUANIA,2012,Subsector,3.  Agriculture,,
B. Cropland (4),1083.9243036017583,0.000713232,0.15299516068848,Summary1.As2,LITHUANIA,2012,Subsector,3.  Agriculture,,
C. Grassland (4),-1447.2275883395444,0.03963429,0.003618783,Summary1.As2,LITHUANIA,2012,Subsector,3.  Agriculture,,
D. Wetlands (4),637.1947633333339,,0.01558882285714,Summary1.As2,LITHUANIA,2012,Subsector,3.  Agriculture,,
F. Other land (4),52.16803298343073,,0.01428453621136,Summary1.As2,LITHUANIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1233.4582148796824,,,Summary1.As2,LITHUANIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,37.17824080995147,,Summary1.As2,LITHUANIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.438865,0.01224984,Summary1.As2,LITHUANIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),1.02418616666667,6.115782e-05,0.0001019297,Summary1.As2,LITHUANIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.16581456931005,0.15990946020755,Summary1.As2,LITHUANIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,65.87588891616802,,Summary1.As2,LITHUANIA,2013,Subsector,3.  Agriculture,,
B.  Manure management,,10.75950633108398,0.63631600677448,Summary1.As2,LITHUANIA,2013,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,7.13908718804698,Summary1.As2,LITHUANIA,2013,Subsector,3.  Agriculture,,
G. Liming,16.77046909192013,,,Summary1.As2,LITHUANIA,2013,Subsector,3.  Agriculture,,
H. Urea application,31.48489503328212,,,Summary1.As2,LITHUANIA,2013,Subsector,3.  Agriculture,,
A. Forest land (4),-9695.754285904532,0.00091109053242,0.09888611404222,Summary1.As2,LITHUANIA,2013,Subsector,3.  Agriculture,,
B. Cropland (4),1059.525874821862,0.00138249072,0.15540576386627,Summary1.As2,LITHUANIA,2013,Subsector,3.  Agriculture,,
C. Grassland (4),-1194.962861836293,0.0331903938,0.00303042726,Summary1.As2,LITHUANIA,2013,Subsector,3.  Agriculture,,
D. Wetlands (4),876.6636266666675,,0.01558882285714,Summary1.As2,LITHUANIA,2013,Subsector,3.  Agriculture,,
F. Other land (4),57.20175928558122,,0.01299777130973,Summary1.As2,LITHUANIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
G. Harvested wood products ,-1426.1905069565046,,,Summary1.As2,LITHUANIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,35.84502098214295,,Summary1.As2,LITHUANIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.742195,0.0227232,Summary1.As2,LITHUANIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.77165339166667,4.599402e-05,7.66567e-05,Summary1.As2,LITHUANIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,7.111110202362,0.1510515433812,Summary1.As2,LITHUANIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,67.46961055885639,,Summary1.As2,LITHUANIA,2014,Subsector,3.  Agriculture,,
B.  Manure management,,10.72575402258739,0.65483929023408,Summary1.As2,LITHUANIA,2014,Subsector,3.  Agriculture,,
